County,District,Name,Code,Institution,Students
,,,,,
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,CENTRAL TEXAS COLLEGE (004003) ,92
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,TEXAS STATE UNIVERSITY (003615) ,14
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,BLINN COLLEGE (003549) ,9
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,U. OF TEXAS AT SAN ANTONIO (010115) ,8
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,TARLETON STATE UNIVERSITY (003631) ,7
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,TEXAS TECH UNIVERSITY (003644) ,7
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,UNIVERSITY OF NORTH TEXAS (003594) ,7
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,TEXAS A&M UNIV-CORPUS CHRISTI (011161) ,6
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,TEXAS A&M UNIVERSITY (003632) ,6
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,U. OF TEXAS AT ARLINGTON (003656) ,6
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,TYLER JUNIOR COLLEGE (003648) ,5
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,UNIV OF MARY HARDIN-BAYLOR (003588) ,5
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,WEST TEXAS A&M UNIVERSITY (003665) ,5
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,Other Pub/Ind 4-yr Institution (25) ,38
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,Other Pub/Ind 2-yr Institution (7) ,11
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,Not trackable ,2
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,Not found ,269
CORYELL ,COPPERAS COVE ISD ,COPPERAS COVE H S ,050910001,Total high school graduates ,497
,,,,,
CORYELL ,COPPERAS COVE ISD ,CROSSROADS H S ,050910005,Other Pub/Ind 2-yr Institution (6) ,7
CORYELL ,COPPERAS COVE ISD ,CROSSROADS H S ,050910005,Not trackable ,1
CORYELL ,COPPERAS COVE ISD ,CROSSROADS H S ,050910005,Not found ,41
CORYELL ,COPPERAS COVE ISD ,CROSSROADS H S ,050910005,Total high school graduates ,49
,,,,,
CORYELL ,GATESVILLE ISD ,GATESVILLE H S ,050902001,TARLETON STATE UNIVERSITY (003631) ,19
CORYELL ,GATESVILLE ISD ,GATESVILLE H S ,050902001,MCLENNAN COMMUNITY COLLEGE (003590) ,12
CORYELL ,GATESVILLE ISD ,GATESVILLE H S ,050902001,TEXAS A&M UNIVERSITY (003632) ,7
CORYELL ,GATESVILLE ISD ,GATESVILLE H S ,050902001,CENTRAL TEXAS COLLEGE (004003) ,5
CORYELL ,GATESVILLE ISD ,GATESVILLE H S ,050902001,Other Pub/Ind 4-yr Institution (16) ,32
CORYELL ,GATESVILLE ISD ,GATESVILLE H S ,050902001,Other Pub/Ind 2-yr Institution (8) ,12
CORYELL ,GATESVILLE ISD ,GATESVILLE H S ,050902001,Not trackable ,4
CORYELL ,GATESVILLE ISD ,GATESVILLE H S ,050902001,Not found ,95
CORYELL ,GATESVILLE ISD ,GATESVILLE H S ,050902001,Total high school graduates ,186
,,,,,
CRANE ,CRANE ISD ,CRANE HIGH SCHOOL ,052901001,ODESSA COLLEGE (003596) ,16
CRANE ,CRANE ISD ,CRANE HIGH SCHOOL ,052901001,Other Pub/Ind 4-yr Institution (6) ,12
CRANE ,CRANE ISD ,CRANE HIGH SCHOOL ,052901001,Other Pub/Ind 2-yr Institution (3) ,4
CRANE ,CRANE ISD ,CRANE HIGH SCHOOL ,052901001,Not trackable ,1
CRANE ,CRANE ISD ,CRANE HIGH SCHOOL ,052901001,Not found ,24
CRANE ,CRANE ISD ,CRANE HIGH SCHOOL ,052901001,Total high school graduates ,57
,,,,,
CROCKETT ,CROCKETT COUNTY CONSOLIDATED CSD ,OZONA H S ,053001001,Other Pub/Ind 4-yr Institution (9) ,13
CROCKETT ,CROCKETT COUNTY CONSOLIDATED CSD ,OZONA H S ,053001001,Other Pub/Ind 2-yr Institution (2) ,2
CROCKETT ,CROCKETT COUNTY CONSOLIDATED CSD ,OZONA H S ,053001001,Not trackable ,4
CROCKETT ,CROCKETT COUNTY CONSOLIDATED CSD ,OZONA H S ,053001001,Not found ,23
CROCKETT ,CROCKETT COUNTY CONSOLIDATED CSD ,OZONA H S ,053001001,Total high school graduates ,42
,,,,,
CROSBY ,RALLS ISD ,RALLS H S ,054903001,SOUTH PLAINS COLLEGE (003611) ,5
CROSBY ,RALLS ISD ,RALLS H S ,054903001,Other Pub/Ind 4-yr Institution (3) ,6
CROSBY ,RALLS ISD ,RALLS H S ,054903001,Other Pub/Ind 2-yr Institution (1) ,1
CROSBY ,RALLS ISD ,RALLS H S ,054903001,Not found ,20
CROSBY ,RALLS ISD ,RALLS H S ,054903001,Total high school graduates ,32
,,,,,
DALLAM ,DALHART ISD ,DALHART H S ,056901001,WEST TEXAS A&M UNIVERSITY (003665) ,9
DALLAM ,DALHART ISD ,DALHART H S ,056901001,AMARILLO COLLEGE (003540) ,5
DALLAM ,DALHART ISD ,DALHART H S ,056901001,FRANK PHILLIPS COLLEGE (003568) ,5
DALLAM ,DALHART ISD ,DALHART H S ,056901001,TEXAS TECH UNIVERSITY (003644) ,5
DALLAM ,DALHART ISD ,DALHART H S ,056901001,Other Pub/Ind 4-yr Institution (9) ,12
DALLAM ,DALHART ISD ,DALHART H S ,056901001,Other Pub/Ind 2-yr Institution (3) ,5
DALLAM ,DALHART ISD ,DALHART H S ,056901001,Not trackable ,9
DALLAM ,DALHART ISD ,DALHART H S ,056901001,Not found ,57
DALLAM ,DALHART ISD ,DALHART H S ,056901001,Total high school graduates ,107
,,,,,
DALLAS ,A+ ACADEMY ,A+ ACADEMY ,057829001,DCCCD EASTFIELD COLLEGE (008510) ,21
DALLAS ,A+ ACADEMY ,A+ ACADEMY ,057829001,DCCCD EL CENTRO COLLEGE (004453) ,6
DALLAS ,A+ ACADEMY ,A+ ACADEMY ,057829001,Other Pub/Ind 4-yr Institution (7) ,12
DALLAS ,A+ ACADEMY ,A+ ACADEMY ,057829001,Other Pub/Ind 2-yr Institution (2) ,3
DALLAS ,A+ ACADEMY ,A+ ACADEMY ,057829001,Not trackable ,7
DALLAS ,A+ ACADEMY ,A+ ACADEMY ,057829001,Not found ,36
DALLAS ,A+ ACADEMY ,A+ ACADEMY ,057829001,Total high school graduates ,85
,,,,,
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,DCCCD BROOKHAVEN COLLEGE (021002) ,72
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,UNIVERSITY OF NORTH TEXAS (003594) ,26
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,COLLIN CO COMM COLL DISTRICT (023614) ,19
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,U. OF TEXAS AT DALLAS (009741) ,15
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,TEXAS STATE UNIVERSITY (003615) ,13
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,U. OF TEXAS AT AUSTIN (003658) ,13
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,TEXAS A&M UNIVERSITY (003632) ,7
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,U. OF TEXAS AT ARLINGTON (003656) ,7
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,TEXAS WOMAN'S UNIVERSITY (003646) ,5
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,Other Pub/Ind 4-yr Institution (18) ,31
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,Other Pub/Ind 2-yr Institution (16) ,30
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,Not trackable ,39
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,Not found ,190
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,CREEKVIEW H S ,057903006,Total high school graduates ,467
,,,,,
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,EARLY COLLEGE H S ,057903010,DCCCD BROOKHAVEN COLLEGE (021002) ,15
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,EARLY COLLEGE H S ,057903010,UNIVERSITY OF NORTH TEXAS (003594) ,10
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,EARLY COLLEGE H S ,057903010,U. OF TEXAS AT ARLINGTON (003656) ,8
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,EARLY COLLEGE H S ,057903010,U. OF TEXAS AT DALLAS (009741) ,5
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,EARLY COLLEGE H S ,057903010,Other Pub/Ind 4-yr Institution (6) ,9
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,EARLY COLLEGE H S ,057903010,Not trackable ,6
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,EARLY COLLEGE H S ,057903010,Not found ,21
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,EARLY COLLEGE H S ,057903010,Total high school graduates ,74
,,,,,
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,GRIMES EDUCATION CENTER ,057903003,DCCCD BROOKHAVEN COLLEGE (021002) ,5
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,GRIMES EDUCATION CENTER ,057903003,Other Pub/Ind 2-yr Institution (2) ,2
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,GRIMES EDUCATION CENTER ,057903003,Not trackable ,10
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,GRIMES EDUCATION CENTER ,057903003,Not found ,38
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,GRIMES EDUCATION CENTER ,057903003,Total high school graduates ,55
,,,,,
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,DCCCD NORTH LAKE COLLEGE (020774) ,35
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,U. OF TEXAS AT DALLAS (009741) ,12
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,TEXAS STATE UNIVERSITY (003615) ,7
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,U. OF TEXAS AT AUSTIN (003658) ,7
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,UNIVERSITY OF NORTH TEXAS (003594) ,7
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,Other Pub/Ind 4-yr Institution (16) ,24
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,Other Pub/Ind 2-yr Institution (9) ,14
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,Not trackable ,11
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,Not found ,60
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,RANCHVIEW H S ,057903007,Total high school graduates ,177
,,,,,
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,DCCCD BROOKHAVEN COLLEGE (021002) ,79
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,TEXAS TECH UNIVERSITY (003644) ,18
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,U. OF TEXAS AT DALLAS (009741) ,14
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,UNIVERSITY OF NORTH TEXAS (003594) ,14
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,COLLIN CO COMM COLL DISTRICT (023614) ,11
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,U. OF TEXAS AT AUSTIN (003658) ,9
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,U. OF TEXAS AT ARLINGTON (003656) ,7
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,TEXAS A&M UNIVERSITY (003632) ,6
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,TEXAS WOMAN'S UNIVERSITY (003646) ,6
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,Other Pub/Ind 4-yr Institution (19) ,33
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,Other Pub/Ind 2-yr Institution (10) ,16
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,Not trackable ,24
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,Not found ,163
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,SMITH H S ,057903002,Total high school graduates ,400
,,,,,
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,DCCCD BROOKHAVEN COLLEGE (021002) ,118
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,DCCCD NORTH LAKE COLLEGE (020774) ,13
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,TEXAS WOMAN'S UNIVERSITY (003646) ,11
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,UNIVERSITY OF NORTH TEXAS (003594) ,11
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,U. OF TEXAS AT AUSTIN (003658) ,10
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,U. OF TEXAS AT DALLAS (009741) ,8
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,TEXAS A&M UNIVERSITY (003632) ,6
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,DCCCD EL CENTRO COLLEGE (004453) ,5
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,U. OF TEXAS AT ARLINGTON (003656) ,5
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,U. OF TEXAS AT SAN ANTONIO (010115) ,5
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,Other Pub/Ind 4-yr Institution (14) ,19
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,Other Pub/Ind 2-yr Institution (8) ,10
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,Not trackable ,50
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,Not found ,198
DALLAS ,CARROLLTON-FARMERS BRANCH ISD ,TURNER H S ,057903001,Total high school graduates ,469
,,,,,
DALLAS ,CEDAR HILL ISD ,CEDAR HILL COLLEGIATE H S ,057904003,UNIVERSITY OF NORTH TEXAS (003594) ,12
DALLAS ,CEDAR HILL ISD ,CEDAR HILL COLLEGIATE H S ,057904003,STEPHEN F. AUSTIN STATE UNIV (003624) ,7
DALLAS ,CEDAR HILL ISD ,CEDAR HILL COLLEGIATE H S ,057904003,TEXAS TECH UNIVERSITY (003644) ,6
DALLAS ,CEDAR HILL ISD ,CEDAR HILL COLLEGIATE H S ,057904003,TEXAS STATE UNIVERSITY (003615) ,5
DALLAS ,CEDAR HILL ISD ,CEDAR HILL COLLEGIATE H S ,057904003,U. OF TEXAS AT AUSTIN (003658) ,5
DALLAS ,CEDAR HILL ISD ,CEDAR HILL COLLEGIATE H S ,057904003,Other Pub/Ind 4-yr Institution (12) ,18
DALLAS ,CEDAR HILL ISD ,CEDAR HILL COLLEGIATE H S ,057904003,Other Pub/Ind 2-yr Institution (1) ,1
DALLAS ,CEDAR HILL ISD ,CEDAR HILL COLLEGIATE H S ,057904003,Not found ,18
DALLAS ,CEDAR HILL ISD ,CEDAR HILL COLLEGIATE H S ,057904003,Total high school graduates ,72
,,,,,
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,DCCCD MOUNTAIN VIEW COLLEGE (008503) ,43
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,DCCCD CEDAR VALLEY COLLEGE (003561) ,30
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,UNIVERSITY OF NORTH TEXAS (003594) ,17
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,DCCCD EL CENTRO COLLEGE (004453) ,16
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,TARRANT CO SOUTHEAST CAMPUS (000326) ,14
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,TEXAS SOUTHERN UNIVERSITY (003642) ,13
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,U. OF TEXAS AT ARLINGTON (003656) ,13
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,PRAIRIE VIEW A&M UNIVERSITY (003630) ,11
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,U. OF TEXAS AT AUSTIN (003658) ,11
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,NAVARRO COLLEGE (003593) ,9
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,STEPHEN F. AUSTIN STATE UNIV (003624) ,8
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,TARLETON STATE UNIVERSITY (003631) ,8
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,TEXAS A&M UNIVERSITY (003632) ,7
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,TYLER JUNIOR COLLEGE (003648) ,7
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,TEXAS A&M UNIVERSITY-COMMERCE (003565) ,5
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,TEXAS STATE UNIVERSITY (003615) ,5
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,TRINITY VALLEY COMM COLLEGE (003572) ,5
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,UNIVERSITY OF HOUSTON (003652) ,5
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,Other Pub/Ind 4-yr Institution (22) ,37
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,Other Pub/Ind 2-yr Institution (10) ,14
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,Not trackable ,10
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,Not found ,253
DALLAS ,CEDAR HILL ISD ,CEDAR HILL H S ,057904001,Total high school graduates ,541
,,,,,
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,U. OF TEXAS AT AUSTIN (003658) ,69
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,DCCCD NORTH LAKE COLLEGE (020774) ,65
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,U. OF TEXAS AT DALLAS (009741) ,57
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,TEXAS A&M UNIVERSITY (003632) ,46
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,UNIVERSITY OF NORTH TEXAS (003594) ,31
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,TEXAS TECH UNIVERSITY (003644) ,25
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,BAYLOR UNIVERSITY (003545) ,19
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,U. OF TEXAS AT ARLINGTON (003656) ,15
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,BLINN COLLEGE (003549) ,13
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,SOUTHERN METHODIST UNIVERSITY (003613) ,10
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,ABILENE CHRISTIAN UNIVERSITY (003537) ,8
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,TARLETON STATE UNIVERSITY (003631) ,7
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,U. OF TEXAS AT SAN ANTONIO (010115) ,7
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,AUSTIN COMMUNITY COLLEGE (012015) ,6
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,DCCCD BROOKHAVEN COLLEGE (021002) ,5
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,TEXAS STATE UNIVERSITY (003615) ,5
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,TEXAS WOMAN'S UNIVERSITY (003646) ,5
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,U. OF TEXAS AT TYLER (011163) ,5
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,Other Pub/Ind 4-yr Institution (22) ,38
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,Other Pub/Ind 2-yr Institution (12) ,14
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,Not trackable ,39
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,Not found ,263
DALLAS ,COPPELL ISD ,COPPELL H S ,057922001,Total high school graduates ,752
,,,,,
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,UNIVERSITY OF NORTH TEXAS (003594) ,10
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,BLINN COLLEGE (003549) ,6
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,DCCCD NORTH LAKE COLLEGE (020774) ,6
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,TEXAS TECH UNIVERSITY (003644) ,5
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,U. OF TEXAS AT ARLINGTON (003656) ,5
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,U. OF TEXAS AT DALLAS (009741) ,5
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,Other Pub/Ind 4-yr Institution (10) ,21
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,Other Pub/Ind 2-yr Institution (2) ,2
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,Not found ,41
DALLAS ,COPPELL ISD ,NEW TECH H S AT COPPELL ,057922003,Total high school graduates ,101
,,,,,
DALLAS ,DALLAS CAN ACADEMY CHARTER ,AUSTIN CAN ACADEMY ,057804006,AUSTIN COMMUNITY COLLEGE (012015) ,14
DALLAS ,DALLAS CAN ACADEMY CHARTER ,AUSTIN CAN ACADEMY ,057804006,Other Pub/Ind 4-yr Institution (1) ,2
DALLAS ,DALLAS CAN ACADEMY CHARTER ,AUSTIN CAN ACADEMY ,057804006,Not trackable ,26
DALLAS ,DALLAS CAN ACADEMY CHARTER ,AUSTIN CAN ACADEMY ,057804006,Not found ,121
DALLAS ,DALLAS CAN ACADEMY CHARTER ,AUSTIN CAN ACADEMY ,057804006,Total high school graduates ,163
,,,,,
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY - GRANT EAST ,057804005,Other Pub/Ind 4-yr Institution (1) ,1
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY - GRANT EAST ,057804005,Other Pub/Ind 2-yr Institution (2) ,6
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY - GRANT EAST ,057804005,Not trackable ,3
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY - GRANT EAST ,057804005,Not found ,87
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY - GRANT EAST ,057804005,Total high school graduates ,97
,,,,,
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT CARROLLTON-F ,057804003,DCCCD BROOKHAVEN COLLEGE (021002) ,8
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT CARROLLTON-F ,057804003,Other Pub/Ind 2-yr Institution (4) ,6
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT CARROLLTON-F ,057804003,Not trackable ,30
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT CARROLLTON-F ,057804003,Not found ,59
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT CARROLLTON-F ,057804003,Total high school graduates ,103
,,,,,
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT PLEASANT GRO ,057804004,JARVIS CHRISTIAN COLLEGE (003637) ,17
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT PLEASANT GRO ,057804004,DCCCD EASTFIELD COLLEGE (008510) ,8
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT PLEASANT GRO ,057804004,Other Pub/Ind 4-yr Institution (1) ,1
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT PLEASANT GRO ,057804004,Other Pub/Ind 2-yr Institution (2) ,2
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT PLEASANT GRO ,057804004,Not trackable ,29
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT PLEASANT GRO ,057804004,Not found ,168
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY AT PLEASANT GRO ,057804004,Total high school graduates ,225
,,,,,
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY CHARTER ,057804001,Other Pub/Ind 2-yr Institution (7) ,16
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY CHARTER ,057804001,Not trackable ,33
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY CHARTER ,057804001,Not found ,153
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY CHARTER ,057804001,Total high school graduates ,202
,,,,,
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY CHARTER-OAK CLI ,057804002,DCCCD MOUNTAIN VIEW COLLEGE (008503) ,22
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY CHARTER-OAK CLI ,057804002,DCCCD EL CENTRO COLLEGE (004453) ,9
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY CHARTER-OAK CLI ,057804002,DCCCD CEDAR VALLEY COLLEGE (003561) ,7
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY CHARTER-OAK CLI ,057804002,Other Pub/Ind 4-yr Institution (1) ,1
DALLAS ,DALLAS CAN ACADEMY CHARTER ,DALLAS CAN ACADEMY CHARTER-OAK CLI ,057804002,Other Pub/Ind 2-yr Institution (6) ,9
