County,District,Name,Code,Institution,Students
ANDERSON ,PALESTINE ISD ,PALESTINE H S ,001907001,TEXAS A&M UNIVERSITY (003632) ,5
ANDERSON ,PALESTINE ISD ,PALESTINE H S ,001907001,Other Pub/Ind 4-yr Institution (9) ,17
ANDERSON ,PALESTINE ISD ,PALESTINE H S ,001907001,Other Pub/Ind 2-yr Institution (5) ,11
ANDERSON ,PALESTINE ISD ,PALESTINE H S ,001907001,Not trackable ,8
ANDERSON ,PALESTINE ISD ,PALESTINE H S ,001907001,Not found ,103
ANDERSON ,PALESTINE ISD ,PALESTINE H S ,001907001,Total high school graduates ,178
,,,,,
ANDERSON ,WESTWOOD ISD ,WESTWOOD H S ,001908002,TRINITY VALLEY COMM COLLEGE (003572) ,24
ANDERSON ,WESTWOOD ISD ,WESTWOOD H S ,001908002,TYLER JUNIOR COLLEGE (003648) ,6
ANDERSON ,WESTWOOD ISD ,WESTWOOD H S ,001908002,Other Pub/Ind 4-yr Institution (10) ,16
ANDERSON ,WESTWOOD ISD ,WESTWOOD H S ,001908002,Other Pub/Ind 2-yr Institution (3) ,4
ANDERSON ,WESTWOOD ISD ,WESTWOOD H S ,001908002,Not found ,53
ANDERSON ,WESTWOOD ISD ,WESTWOOD H S ,001908002,Total high school graduates ,103
,,,,,
ANDREWS ,ANDREWS ISD ,ANDREWS EDUCATION CENTER ,002901002,Other Pub/Ind 2-yr Institution (3) ,5
ANDREWS ,ANDREWS ISD ,ANDREWS EDUCATION CENTER ,002901002,Not trackable ,7
ANDREWS ,ANDREWS ISD ,ANDREWS EDUCATION CENTER ,002901002,Not found ,44
ANDREWS ,ANDREWS ISD ,ANDREWS EDUCATION CENTER ,002901002,Total high school graduates ,56
,,,,,
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,ODESSA COLLEGE (003596) ,33
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,U. OF TEXAS-PERMIAN BASIN (009930) ,12
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,TEXAS STATE UNIVERSITY (003615) ,6
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,ANGELO STATE UNIVERSITY (003541) ,5
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,MIDLAND COLLEGE (009797) ,5
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,Other Pub/Ind 4-yr Institution (13) ,28
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,Other Pub/Ind 2-yr Institution (7) ,7
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,Not trackable ,5
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,Not found ,95
ANDREWS ,ANDREWS ISD ,ANDREWS H S ,002901001,Total high school graduates ,196
,,,,,
ANGELINA ,CENTRAL ISD ,CENTRAL H S ,003907001,ANGELINA COLLEGE (006661) ,22
ANGELINA ,CENTRAL ISD ,CENTRAL H S ,003907001,STEPHEN F. AUSTIN STATE UNIV (003624) ,7
ANGELINA ,CENTRAL ISD ,CENTRAL H S ,003907001,Other Pub/Ind 4-yr Institution (1) ,3
ANGELINA ,CENTRAL ISD ,CENTRAL H S ,003907001,Other Pub/Ind 2-yr Institution (2) ,4
ANGELINA ,CENTRAL ISD ,CENTRAL H S ,003907001,Not trackable ,1
ANGELINA ,CENTRAL ISD ,CENTRAL H S ,003907001,Not found ,58
ANGELINA ,CENTRAL ISD ,CENTRAL H S ,003907001,Total high school graduates ,95
,,,,,
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,ANGELINA COLLEGE (006661) ,41
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,STEPHEN F. AUSTIN STATE UNIV (003624) ,7
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,SAM HOUSTON STATE UNIVERSITY (003606) ,5
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Other Pub/Ind 4-yr Institution (6) ,10
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Other Pub/Ind 2-yr Institution (4) ,5
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Not trackable ,5
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Not found ,49
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Total high school graduates ,122
,,,,,
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,ANGELINA COLLEGE (006661) ,43
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,STEPHEN F. AUSTIN STATE UNIV (003624) ,11
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,TEXAS A&M UNIVERSITY (003632) ,7
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Other Pub/Ind 4-yr Institution (12) ,20
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Other Pub/Ind 2-yr Institution (6) ,10
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Not trackable ,1
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Not found ,69
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Total high school graduates ,161
,,,,,
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,ANGELINA COLLEGE (006661) ,36
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,TEXAS A&M UNIVERSITY (003632) ,6
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,Other Pub/Ind 4-yr Institution (8) ,14
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,Other Pub/Ind 2-yr Institution (6) ,9
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,Not trackable ,2
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,Not found ,58
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,Total high school graduates ,125
,,,,,
ANGELINA ,HUNTINGTON ISD ,PRIDE ALTER SCH ,003904005,Other Pub/Ind 2-yr Institution (1) ,3
ANGELINA ,HUNTINGTON ISD ,PRIDE ALTER SCH ,003904005,Not trackable ,1
ANGELINA ,HUNTINGTON ISD ,PRIDE ALTER SCH ,003904005,Not found ,30
ANGELINA ,HUNTINGTON ISD ,PRIDE ALTER SCH ,003904005,Total high school graduates ,34
,,,,,
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,ANGELINA COLLEGE (006661) ,119
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,STEPHEN F. AUSTIN STATE UNIV (003624) ,27
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,BLINN COLLEGE (003549) ,17
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,TEXAS A&M UNIVERSITY (003632) ,16
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,TEXAS STATE UNIVERSITY (003615) ,8
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,TYLER JUNIOR COLLEGE (003648) ,6
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,U. OF TEXAS AT AUSTIN (003658) ,6
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,SAM HOUSTON STATE UNIVERSITY (003606) ,5
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Other Pub/Ind 4-yr Institution (14) ,29
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Other Pub/Ind 2-yr Institution (7) ,9
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Not trackable ,17
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Not found ,195
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Total high school graduates ,454
,,,,,
ANGELINA ,LUFKIN ISD ,STUBBLEFIELD LRN CTR ,003903004,Other Pub/Ind 4-yr Institution (1) ,1
ANGELINA ,LUFKIN ISD ,STUBBLEFIELD LRN CTR ,003903004,Other Pub/Ind 2-yr Institution (1) ,2
ANGELINA ,LUFKIN ISD ,STUBBLEFIELD LRN CTR ,003903004,Not trackable ,5
ANGELINA ,LUFKIN ISD ,STUBBLEFIELD LRN CTR ,003903004,Not found ,48
ANGELINA ,LUFKIN ISD ,STUBBLEFIELD LRN CTR ,003903004,Total high school graduates ,56
,,,,,
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,ANGELINA COLLEGE (006661) ,10
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,Other Pub/Ind 4-yr Institution (4) ,11
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,Not trackable ,1
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,Not found ,20
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,Total high school graduates ,42
,,,,,
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,ANGELINA COLLEGE (006661) ,8
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,Other Pub/Ind 4-yr Institution (2) ,3
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,Other Pub/Ind 2-yr Institution (1) ,1
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,Not found ,19
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,Total high school graduates ,31
,,,,,
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,TEXAS A&M UNIV-CORPUS CHRISTI (011161) ,28
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,DEL MAR COLLEGE (003563) ,25
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,TEXAS STATE UNIVERSITY (003615) ,11
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,TEXAS A&M UNIVERSITY (003632) ,10
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,BLINN COLLEGE (003549) ,9
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Other Pub/Ind 4-yr Institution (15) ,25
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Other Pub/Ind 2-yr Institution (6) ,6
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Not trackable ,7
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Not found ,97
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Total high school graduates ,218
,,,,,
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,VERNON COLLEGE (010060) ,7
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,MIDWESTERN STATE UNIVERSITY (003592) ,6
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,Other Pub/Ind 4-yr Institution (4) ,4
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,Other Pub/Ind 2-yr Institution (2) ,2
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,Not found ,13
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,Total high school graduates ,32
,,,,,
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,MIDWESTERN STATE UNIVERSITY (003592) ,15
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,VERNON COLLEGE (010060) ,7
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,Other Pub/Ind 4-yr Institution (6) ,7
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,Other Pub/Ind 2-yr Institution (2) ,2
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,Not found ,26
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,Total high school graduates ,57
,,,,,
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,VERNON COLLEGE (010060) ,11
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,MIDWESTERN STATE UNIVERSITY (003592) ,9
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,Other Pub/Ind 4-yr Institution (4) ,7
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,Other Pub/Ind 2-yr Institution (3) ,3
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,Not trackable ,1
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,Not found ,15
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,Total high school graduates ,46
,,,,,
ARMSTRONG ,CLAUDE ISD ,CLAUDE H S ,006902001,WEST TEXAS A&M UNIVERSITY (003665) ,5
ARMSTRONG ,CLAUDE ISD ,CLAUDE H S ,006902001,Other Pub/Ind 4-yr Institution (5) ,6
ARMSTRONG ,CLAUDE ISD ,CLAUDE H S ,006902001,Other Pub/Ind 2-yr Institution (2) ,3
ARMSTRONG ,CLAUDE ISD ,CLAUDE H S ,006902001,Not found ,15
ARMSTRONG ,CLAUDE ISD ,CLAUDE H S ,006902001,Total high school graduates ,29
,,,,,
ATASCOSA ,CHARLOTTE ISD ,CHARLOTTE H S ,007901001,ALAMO CCD PALO ALTO COLLEGE (023413) ,6
ATASCOSA ,CHARLOTTE ISD ,CHARLOTTE H S ,007901001,Other Pub/Ind 4-yr Institution (3) ,4
ATASCOSA ,CHARLOTTE ISD ,CHARLOTTE H S ,007901001,Other Pub/Ind 2-yr Institution (2) ,3
ATASCOSA ,CHARLOTTE ISD ,CHARLOTTE H S ,007901001,Not found ,13
ATASCOSA ,CHARLOTTE ISD ,CHARLOTTE H S ,007901001,Total high school graduates ,26
,,,,,
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,ALAMO CCD PALO ALTO COLLEGE (023413) ,11
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,TEXAS STATE UNIVERSITY (003615) ,5
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,Other Pub/Ind 4-yr Institution (17) ,28
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,Other Pub/Ind 2-yr Institution (6) ,10
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,Not found ,50
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,Total high school graduates ,104
,,,,,
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,ALAMO CCD PALO ALTO COLLEGE (023413) ,32
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Other Pub/Ind 4-yr Institution (11) ,16
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Other Pub/Ind 2-yr Institution (5) ,8
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Not trackable ,2
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Not found ,72
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Total high school graduates ,130
,,,,,
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,ALAMO CCD PALO ALTO COLLEGE (023413) ,13
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,COASTAL BEND COLLEGE (003546) ,8
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,TEXAS A&M UNIVERSITY (003632) ,8
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,U. OF TEXAS AT SAN ANTONIO (010115) ,7
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,U. OF TEXAS AT AUSTIN (003658) ,6
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,SOUTHWEST TEXAS JUNIOR COLLEGE (003614) ,5
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,TEXAS A&M UNIV-SAN ANTONIO (042485) ,5
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,TEXAS STATE UNIVERSITY (003615) ,5
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Other Pub/Ind 4-yr Institution (10) ,20
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Other Pub/Ind 2-yr Institution (8) ,16
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Not trackable ,2
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Not found ,131
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Total high school graduates ,226
,,,,,
ATASCOSA ,PLEASANTON ISD ,PLEASANTON ISD SCHOOL OF CHOICE ,007905005,Not found ,28
ATASCOSA ,PLEASANTON ISD ,PLEASANTON ISD SCHOOL OF CHOICE ,007905005,Total high school graduates ,28
,,,,,
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,ALAMO CCD PALO ALTO COLLEGE (023413) ,17
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,COASTAL BEND COLLEGE (003546) ,5
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,U. OF TEXAS AT SAN ANTONIO (010115) ,5
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,Other Pub/Ind 4-yr Institution (8) ,12
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,Other Pub/Ind 2-yr Institution (3) ,3
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,Not found ,68
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,Total high school graduates ,110
,,,,,
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,BLINN COLLEGE (003549) ,59
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,TEXAS A&M UNIVERSITY (003632) ,6
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Other Pub/Ind 4-yr Institution (7) ,15
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Other Pub/Ind 2-yr Institution (7) ,9
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Not trackable ,2
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Not found ,45
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Total high school graduates ,136
,,,,,
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,WHARTON COUNTY JUNIOR COLLEGE (003668) ,15
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,BLINN COLLEGE (003549) ,6
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Other Pub/Ind 4-yr Institution (9) ,10
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Other Pub/Ind 2-yr Institution (1) ,1
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Not trackable ,2
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Not found ,29
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Total high school graduates ,63
,,,,,
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,BLINN COLLEGE (003549) ,35
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,TEXAS A&M UNIVERSITY (003632) ,8
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,LONE STAR COLLEGE - CY-FAIR (000717) ,6
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,SAM HOUSTON STATE UNIVERSITY (003606) ,5
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Other Pub/Ind 4-yr Institution (14) ,22
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Other Pub/Ind 2-yr Institution (11) ,15
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Not trackable ,11
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Not found ,108
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Total high school graduates ,210
,,,,,
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,SOUTH PLAINS COLLEGE (003611) ,13
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,WEST TEXAS A&M UNIVERSITY (003665) ,6
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Other Pub/Ind 4-yr Institution (7) ,9
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Other Pub/Ind 2-yr Institution (2) ,4
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Not trackable ,5
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Not found ,36
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Total high school graduates ,73
,,,,,
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,ALAMO CCD NW VISTA COLLEGE (000307) ,11
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,SCHREINER UNIVERSITY (003610) ,7
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,TEXAS A&M UNIVERSITY (003632) ,7
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,TEXAS STATE UNIVERSITY (003615) ,7
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,U. OF TEXAS AT SAN ANTONIO (010115) ,7
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,BLINN COLLEGE (003549) ,6
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Other Pub/Ind 4-yr Institution (13) ,22
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Other Pub/Ind 2-yr Institution (5) ,6
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Not trackable ,2
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Not found ,101
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Total high school graduates ,176
,,,,,
BANDERA ,MEDINA ISD ,MEDINA SCHOOL ,010901001,ALAMO CCD NW VISTA COLLEGE (000307) ,5
BANDERA ,MEDINA ISD ,MEDINA SCHOOL ,010901001,Other Pub/Ind 4-yr Institution (5) ,8
BANDERA ,MEDINA ISD ,MEDINA SCHOOL ,010901001,Other Pub/Ind 2-yr Institution (4) ,5
BANDERA ,MEDINA ISD ,MEDINA SCHOOL ,010901001,Not trackable ,1
BANDERA ,MEDINA ISD ,MEDINA SCHOOL ,010901001,Not found ,10
BANDERA ,MEDINA ISD ,MEDINA SCHOOL ,010901001,Total high school graduates ,29
,,,,,
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,AUSTIN COMMUNITY COLLEGE (012015) ,27
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,TEXAS A&M UNIVERSITY (003632) ,17
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,TEXAS STATE UNIVERSITY (003615) ,15
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,TARLETON STATE UNIVERSITY (003631) ,8
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,BLINN COLLEGE (003549) ,7
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,U. OF TEXAS AT AUSTIN (003658) ,7
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,SAM HOUSTON STATE UNIVERSITY (003606) ,5
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Other Pub/Ind 4-yr Institution (17) ,31
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Other Pub/Ind 2-yr Institution (12) ,20
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Not trackable ,5
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Not found ,145
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Total high school graduates ,287
,,,,,
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,AUSTIN COMMUNITY COLLEGE (012015) ,44
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,CONCORDIA UNIVERSITY TEXAS (003557) ,11
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,TEXAS STATE UNIVERSITY (003615) ,10
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,U. OF TEXAS AT SAN ANTONIO (010115) ,10
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,U. OF TEXAS AT AUSTIN (003658) ,9
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,BLINN COLLEGE (003549) ,7
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,TEXAS A&M UNIVERSITY (003632) ,7
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,SAM HOUSTON STATE UNIVERSITY (003606) ,6
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,TEXAS A&M UNIV-CORPUS CHRISTI (011161) ,5
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,Other Pub/Ind 4-yr Institution (20) ,37
