County,District,Name,Code,Institution,Students
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Other Pub/Ind 4-yr Institution (10) ,13
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Other Pub/Ind 2-yr Institution (4) ,5
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Not trackable ,2
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Not found ,50
ANGELINA ,DIBOLL ISD ,DIBOLL H S ,003905001,Total high school graduates ,116
,,,,,
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,ANGELINA COLLEGE (006661) ,45
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,BLINN COLLEGE (003549) ,12
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,U. OF TEXAS AT TYLER (011163) ,11
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,STEPHEN F. AUSTIN STATE UNIV (003624) ,9
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,TEXAS A&M UNIVERSITY (003632) ,7
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Other Pub/Ind 4-yr Institution (12) ,27
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Other Pub/Ind 2-yr Institution (3) ,5
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Not trackable ,5
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Not found ,69
ANGELINA ,HUDSON ISD ,HUDSON H S ,003902001,Total high school graduates ,190
,,,,,
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,ANGELINA COLLEGE (006661) ,21
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,STEPHEN F. AUSTIN STATE UNIV (003624) ,8
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,TEXAS A&M UNIVERSITY (003632) ,6
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,Other Pub/Ind 4-yr Institution (7) ,7
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,Other Pub/Ind 2-yr Institution (6) ,8
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,Not found ,70
ANGELINA ,HUNTINGTON ISD ,HUNTINGTON H S ,003904001,Total high school graduates ,120
,,,,,
ANGELINA ,HUNTINGTON ISD ,PRIDE ALTER SCH ,003904005,ANGELINA COLLEGE (006661) ,5
ANGELINA ,HUNTINGTON ISD ,PRIDE ALTER SCH ,003904005,Not found ,22
ANGELINA ,HUNTINGTON ISD ,PRIDE ALTER SCH ,003904005,Total high school graduates ,27
,,,,,
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,ANGELINA COLLEGE (006661) ,139
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,STEPHEN F. AUSTIN STATE UNIV (003624) ,30
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,BLINN COLLEGE (003549) ,13
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,TEXAS A&M UNIVERSITY (003632) ,12
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,U. OF TEXAS AT AUSTIN (003658) ,9
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,TEXAS STATE UNIVERSITY (003615) ,8
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,SAM HOUSTON STATE UNIVERSITY (003606) ,7
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,TEXAS SOUTHERN UNIVERSITY (003642) ,7
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,PRAIRIE VIEW A&M UNIVERSITY (003630) ,6
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Other Pub/Ind 4-yr Institution (18) ,27
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Other Pub/Ind 2-yr Institution (12) ,17
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Not trackable ,12
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Not found ,206
ANGELINA ,LUFKIN ISD ,LUFKIN H S ,003903001,Total high school graduates ,493
,,,,,
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,ANGELINA COLLEGE (006661) ,9
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,STEPHEN F. AUSTIN STATE UNIV (003624) ,5
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,Other Pub/Ind 4-yr Institution (9) ,9
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,Not found ,22
ANGELINA ,PINEYWOODS COMMUNITY ACADEMY ,PINEYWOODS COMMUNITY ACADEMY H S ,003801001,Total high school graduates ,45
,,,,,
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,ANGELINA COLLEGE (006661) ,5
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,Other Pub/Ind 4-yr Institution (1) ,1
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,Other Pub/Ind 2-yr Institution (1) ,1
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,Not found ,20
ANGELINA ,ZAVALLA ISD ,ZAVALLA H S ,003906001,Total high school graduates ,27
,,,,,
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,DEL MAR COLLEGE (003563) ,34
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,TEXAS A&M UNIV-CORPUS CHRISTI (011161) ,14
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,BLINN COLLEGE (003549) ,8
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,TEXAS A&M UNIVERSITY (003632) ,6
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,TEXAS STATE UNIVERSITY (003615) ,5
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Other Pub/Ind 4-yr Institution (14) ,23
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Other Pub/Ind 2-yr Institution (7) ,10
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Not trackable ,7
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Not found ,103
ARANSAS ,ARANSAS COUNTY ISD ,ROCKPORT-FULTON H S ,004901001,Total high school graduates ,210
,,,,,
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,VERNON COLLEGE (010060) ,6
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,Other Pub/Ind 4-yr Institution (8) ,13
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,Other Pub/Ind 2-yr Institution (2) ,3
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,Not trackable ,1
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,Not found ,9
ARCHER ,ARCHER CITY ISD ,ARCHER CITY H S ,005901001,Total high school graduates ,32
,,,,,
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,MIDWESTERN STATE UNIVERSITY (003592) ,17
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,VERNON COLLEGE (010060) ,9
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,TEXAS TECH UNIVERSITY (003644) ,6
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,Other Pub/Ind 4-yr Institution (6) ,11
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,Not found ,25
ARCHER ,HOLLIDAY ISD ,HOLLIDAY H S ,005902001,Total high school graduates ,68
,,,,,
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,VERNON COLLEGE (010060) ,11
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,MIDWESTERN STATE UNIVERSITY (003592) ,5
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,Other Pub/Ind 4-yr Institution (3) ,6
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,Other Pub/Ind 2-yr Institution (2) ,2
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,Not found ,15
ARCHER ,WINDTHORST ISD ,WINDTHORST H S ,005904001,Total high school graduates ,39
,,,,,
ATASCOSA ,CHARLOTTE ISD ,CHARLOTTE H S ,007901001,Other Pub/Ind 4-yr Institution (3) ,5
ATASCOSA ,CHARLOTTE ISD ,CHARLOTTE H S ,007901001,Other Pub/Ind 2-yr Institution (2) ,7
ATASCOSA ,CHARLOTTE ISD ,CHARLOTTE H S ,007901001,Not found ,27
ATASCOSA ,CHARLOTTE ISD ,CHARLOTTE H S ,007901001,Total high school graduates ,39
,,,,,
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,ALAMO CCD PALO ALTO COLLEGE (023413) ,10
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,TEXAS A&M UNIVERSITY (003632) ,6
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,COASTAL BEND COLLEGE (003546) ,5
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,Other Pub/Ind 4-yr Institution (8) ,13
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,Other Pub/Ind 2-yr Institution (7) ,9
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,Not found ,49
ATASCOSA ,JOURDANTON ISD ,JOURDANTON H S ,007902001,Total high school graduates ,92
,,,,,
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,ALAMO CCD PALO ALTO COLLEGE (023413) ,23
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,ALAMO CCD SAN ANTONIO COLLEGE (009163) ,5
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Other Pub/Ind 4-yr Institution (7) ,10
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Other Pub/Ind 2-yr Institution (5) ,7
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Not trackable ,1
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Not found ,60
ATASCOSA ,LYTLE ISD ,LYTLE H S ,007904001,Total high school graduates ,106
,,,,,
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,COASTAL BEND COLLEGE (003546) ,18
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,ALAMO CCD PALO ALTO COLLEGE (023413) ,16
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,TEXAS A&M UNIV-CORPUS CHRISTI (011161) ,10
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,U. OF TEXAS AT SAN ANTONIO (010115) ,9
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,TEXAS STATE UNIVERSITY (003615) ,7
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,TEXAS A&M UNIV-SAN ANTONIO (042485) ,6
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,TEXAS A&M UNIVERSITY (003632) ,6
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Other Pub/Ind 4-yr Institution (9) ,12
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Other Pub/Ind 2-yr Institution (6) ,10
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Not trackable ,2
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Not found ,116
ATASCOSA ,PLEASANTON ISD ,PLEASANTON H S ,007905001,Total high school graduates ,212
,,,,,
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,ALAMO CCD PALO ALTO COLLEGE (023413) ,13
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,TEXAS A&M UNIV-SAN ANTONIO (042485) ,5
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,U. OF TEXAS AT SAN ANTONIO (010115) ,5
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,Other Pub/Ind 4-yr Institution (14) ,20
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,Other Pub/Ind 2-yr Institution (5) ,7
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,Not found ,66
ATASCOSA ,POTEET ISD ,POTEET H S ,007906001,Total high school graduates ,116
,,,,,
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,BLINN COLLEGE (003549) ,37
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,TEXAS STATE UNIVERSITY (003615) ,6
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Other Pub/Ind 4-yr Institution (11) ,20
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Other Pub/Ind 2-yr Institution (9) ,12
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Not trackable ,9
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Not found ,68
AUSTIN ,BELLVILLE ISD ,BELLVILLE H S ,008901001,Total high school graduates ,152
,,,,,
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,WHARTON COUNTY JUNIOR COLLEGE (003668) ,12
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Other Pub/Ind 4-yr Institution (7) ,12
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Other Pub/Ind 2-yr Institution (6) ,8
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Not trackable ,1
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Not found ,22
AUSTIN ,BRAZOS ISD ,BRAZOS H S ,008903001,Total high school graduates ,55
,,,,,
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,BLINN COLLEGE (003549) ,53
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,TEXAS A&M UNIVERSITY (003632) ,12
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,TEXAS STATE UNIVERSITY (003615) ,12
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,SAM HOUSTON STATE UNIVERSITY (003606) ,5
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Other Pub/Ind 4-yr Institution (12) ,16
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Other Pub/Ind 2-yr Institution (13) ,19
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Not trackable ,8
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Not found ,109
AUSTIN ,SEALY ISD ,SEALY H S ,008902001,Total high school graduates ,234
,,,,,
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,SOUTH PLAINS COLLEGE (003611) ,18
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,WEST TEXAS A&M UNIVERSITY (003665) ,6
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Other Pub/Ind 4-yr Institution (4) ,6
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Other Pub/Ind 2-yr Institution (4) ,5
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Not trackable ,6
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Not found ,43
BAILEY ,MULESHOE ISD ,MULESHOE H S ,009901001,Total high school graduates ,84
,,,,,
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,TARLETON STATE UNIVERSITY (003631) ,8
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,U. OF TEXAS AT SAN ANTONIO (010115) ,8
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,ALAMO CCD NW VISTA COLLEGE (000307) ,7
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Other Pub/Ind 4-yr Institution (15) ,31
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Other Pub/Ind 2-yr Institution (4) ,5
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Not trackable ,1
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Not found ,87
BANDERA ,BANDERA ISD ,BANDERA H S ,010902001,Total high school graduates ,147
,,,,,
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,TEXAS STATE UNIVERSITY (003615) ,19
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,BLINN COLLEGE (003549) ,17
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,AUSTIN COMMUNITY COLLEGE (012015) ,16
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,TEXAS A&M UNIVERSITY (003632) ,14
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,U. OF TEXAS AT AUSTIN (003658) ,6
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,U. OF TEXAS AT SAN ANTONIO (010115) ,6
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Other Pub/Ind 4-yr Institution (18) ,25
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Other Pub/Ind 2-yr Institution (4) ,4
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Not trackable ,15
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Not found ,168
BASTROP ,BASTROP ISD ,BASTROP H S ,011901001,Total high school graduates ,290
,,,,,
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,AUSTIN COMMUNITY COLLEGE (012015) ,42
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,TEXAS STATE UNIVERSITY (003615) ,17
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,U. OF TEXAS AT AUSTIN (003658) ,11
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,TEXAS A&M UNIVERSITY (003632) ,9
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,BLINN COLLEGE (003549) ,5
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,TEXAS LUTHERAN UNIVERSITY (003641) ,5
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,Other Pub/Ind 4-yr Institution (20) ,39
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,Other Pub/Ind 2-yr Institution (5) ,9
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,Not trackable ,22
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,Not found ,151
BASTROP ,BASTROP ISD ,CEDAR CREEK H S ,011901002,Total high school graduates ,310
,,,,,
BASTROP ,BASTROP ISD ,COLORADO RIVER COLLEGIATE ACADEMY ,011901005,AUSTIN COMMUNITY COLLEGE (012015) ,5
BASTROP ,BASTROP ISD ,COLORADO RIVER COLLEGIATE ACADEMY ,011901005,Other Pub/Ind 4-yr Institution (9) ,16
BASTROP ,BASTROP ISD ,COLORADO RIVER COLLEGIATE ACADEMY ,011901005,Not trackable ,4
BASTROP ,BASTROP ISD ,COLORADO RIVER COLLEGIATE ACADEMY ,011901005,Not found ,22
BASTROP ,BASTROP ISD ,COLORADO RIVER COLLEGIATE ACADEMY ,011901005,Total high school graduates ,47
,,,,,
BASTROP ,BASTROP ISD ,GENESIS H S ,011901022,Other Pub/Ind 2-yr Institution (1) ,1
BASTROP ,BASTROP ISD ,GENESIS H S ,011901022,Not trackable ,13
BASTROP ,BASTROP ISD ,GENESIS H S ,011901022,Not found ,119
BASTROP ,BASTROP ISD ,GENESIS H S ,011901022,Total high school graduates ,133
,,,,,
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,AUSTIN COMMUNITY COLLEGE (012015) ,24
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,TEXAS STATE UNIVERSITY (003615) ,23
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,BLINN COLLEGE (003549) ,5
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,PRAIRIE VIEW A&M UNIVERSITY (003630) ,5
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,U. OF TEXAS AT AUSTIN (003658) ,5
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,Other Pub/Ind 4-yr Institution (21) ,36
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,Other Pub/Ind 2-yr Institution (8) ,12
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,Not trackable ,15
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,Not found ,145
BASTROP ,ELGIN ISD ,ELGIN H S ,011902001,Total high school graduates ,270
,,,,,
BASTROP ,ELGIN ISD ,PHOENIX H S ,011902004,Other Pub/Ind 2-yr Institution (1) ,2
BASTROP ,ELGIN ISD ,PHOENIX H S ,011902004,Not trackable ,2
BASTROP ,ELGIN ISD ,PHOENIX H S ,011902004,Not found ,42
BASTROP ,ELGIN ISD ,PHOENIX H S ,011902004,Total high school graduates ,46
,,,,,
BASTROP ,SMITHVILLE ISD ,SMITHVILLE H S ,011904002,BLINN COLLEGE (003549) ,12
BASTROP ,SMITHVILLE ISD ,SMITHVILLE H S ,011904002,TEXAS STATE UNIVERSITY (003615) ,9
BASTROP ,SMITHVILLE ISD ,SMITHVILLE H S ,011904002,TEXAS A&M UNIVERSITY (003632) ,6
BASTROP ,SMITHVILLE ISD ,SMITHVILLE H S ,011904002,Other Pub/Ind 4-yr Institution (9) ,16
