YEAR,DISTRICT ID,CAMPUS ID,ENROLLMENT,GT,CTE,LEP,BIL,ESL,DISADV,SPED
2017,220905.0,220905252.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,101912.0,101912300.0,139.0,4.0,4.0,22.0,4.0,17.0,98.0,8.0
2017,57830.0,57830001.0,549.0,4.0,4.0,283.0,270.0,4.0,506.0,33.0
2017,57830.0,57830002.0,579.0,14.0,351.0,183.0,4.0,177.0,485.0,68.0
2017,108906.0,108906005.0,31.0,4.0,4.0,6.0,4.0,6.0,29.0,6.0
2017,214903.0,214903003.0,38.0,4.0,7.0,25.0,4.0,25.0,31.0,5.0
2017,186902.0,186902101.0,374.0,10.0,4.0,42.0,4.0,41.0,272.0,20.0
2017,57848.0,57848012.0,945.0,62.0,4.0,207.0,172.0,35.0,489.0,35.0
2017,57848.0,57848011.0,404.0,27.0,4.0,92.0,4.0,92.0,274.0,19.0
2017,57848.0,57848013.0,301.0,29.0,58.0,50.0,4.0,50.0,156.0,25.0
2017,220905.0,220905062.0,597.0,4.0,239.0,595.0,4.0,595.0,482.0,4.0
2017,227901.0,227901029.0,261.0,4.0,69.0,216.0,4.0,216.0,250.0,4.0
2017,57848.0,57848001.0,941.0,56.0,4.0,335.0,252.0,83.0,492.0,33.0
2017,57848.0,57848002.0,465.0,46.0,4.0,104.0,4.0,104.0,229.0,27.0
2017,57848.0,57848003.0,550.0,32.0,300.0,60.0,4.0,60.0,288.0,30.0
2017,57848.0,57848004.0,935.0,31.0,4.0,326.0,304.0,22.0,568.0,31.0
2017,57848.0,57848006.0,354.0,28.0,212.0,48.0,4.0,48.0,205.0,14.0
2017,57848.0,57848007.0,950.0,74.0,4.0,123.0,81.0,42.0,211.0,46.0
2017,57848.0,57848008.0,457.0,93.0,4.0,27.0,4.0,27.0,107.0,25.0
2017,57848.0,57848009.0,270.0,54.0,224.0,17.0,4.0,17.0,70.0,15.0
2017,57848.0,57848010.0,871.0,21.0,4.0,294.0,244.0,50.0,618.0,20.0
2017,57848.0,57848014.0,828.0,24.0,4.0,205.0,169.0,36.0,332.0,33.0
2017,57848.0,57848015.0,342.0,13.0,4.0,36.0,4.0,36.0,168.0,16.0
2017,57848.0,57848016.0,865.0,17.0,4.0,282.0,227.0,55.0,599.0,31.0
2017,57848.0,57848017.0,342.0,16.0,9.0,95.0,4.0,95.0,255.0,14.0
2017,57848.0,57848005.0,419.0,19.0,147.0,96.0,4.0,96.0,261.0,28.0
2017,15910.0,15910009.0,489.0,75.0,276.0,4.0,4.0,4.0,114.0,13.0
2017,93903.0,93903101.0,262.0,4.0,4.0,4.0,4.0,4.0,101.0,19.0
2017,93903.0,93903001.0,202.0,14.0,176.0,4.0,4.0,4.0,71.0,18.0
2017,243903.0,243903001.0,537.0,48.0,475.0,4.0,4.0,4.0,186.0,59.0
2017,14906.0,14906130.0,737.0,20.0,4.0,60.0,4.0,45.0,621.0,58.0
2017,208903.0,208903001.0,268.0,8.0,114.0,7.0,4.0,7.0,73.0,20.0
2017,186903.0,186903101.0,262.0,4.0,4.0,30.0,4.0,30.0,130.0,24.0
2017,186903.0,186903001.0,121.0,14.0,120.0,9.0,4.0,9.0,53.0,9.0
2017,186903.0,186903041.0,66.0,4.0,4.0,8.0,4.0,8.0,37.0,4.0
2017,18906.0,18906001.0,140.0,4.0,74.0,4.0,4.0,4.0,83.0,19.0
2017,68901.0,68901114.0,464.0,66.0,4.0,9.0,4.0,8.0,229.0,44.0
2017,233901.0,233901108.0,486.0,4.0,4.0,119.0,99.0,20.0,457.0,66.0
2017,126902.0,126902111.0,608.0,18.0,4.0,13.0,4.0,11.0,204.0,62.0
2017,108912.0,108912046.0,836.0,121.0,105.0,352.0,4.0,341.0,765.0,62.0
2017,118902.0,118902101.0,121.0,7.0,4.0,4.0,4.0,4.0,39.0,5.0
2017,118902.0,118902001.0,139.0,11.0,110.0,4.0,4.0,4.0,43.0,13.0
2017,79901.0,79901121.0,682.0,46.0,4.0,136.0,4.0,132.0,223.0,50.0
2017,57905.0,57905035.0,271.0,192.0,63.0,4.0,4.0,4.0,228.0,4.0
2017,57905.0,57905356.0,269.0,210.0,4.0,46.0,4.0,46.0,212.0,4.0
2017,170902.0,170902054.0,1120.0,87.0,222.0,75.0,4.0,71.0,352.0,90.0
2017,152901.0,152901066.0,648.0,28.0,278.0,7.0,4.0,7.0,257.0,62.0
2017,70908.0,70908103.0,342.0,27.0,4.0,7.0,4.0,6.0,123.0,30.0
2017,71902.0,71902008.0,1358.0,108.0,1117.0,200.0,4.0,168.0,1217.0,176.0
2017,126903.0,126903104.0,488.0,17.0,4.0,186.0,132.0,53.0,412.0,63.0
2017,57912.0,57912002.0,2498.0,285.0,2028.0,654.0,4.0,649.0,1882.0,207.0
2017,15907.0,15907049.0,747.0,28.0,211.0,221.0,4.0,184.0,713.0,96.0
2017,43910.0,43910165.0,404.0,4.0,4.0,195.0,87.0,108.0,67.0,177.0
2017,101912.0,101912180.0,319.0,29.0,4.0,124.0,120.0,4.0,300.0,23.0
2017,43905.0,43905116.0,588.0,83.0,4.0,15.0,4.0,15.0,19.0,56.0
2017,161909.0,161909041.0,308.0,35.0,4.0,26.0,4.0,24.0,221.0,23.0
2017,221801.0,221801027.0,288.0,4.0,256.0,13.0,4.0,13.0,37.0,28.0
2017,221801.0,221801056.0,297.0,4.0,45.0,4.0,4.0,4.0,47.0,4.0
2017,221801.0,221801051.0,299.0,4.0,41.0,4.0,4.0,4.0,41.0,4.0
2017,221801.0,221801041.0,71.0,4.0,37.0,4.0,4.0,4.0,5.0,4.0
2017,70907.0,70907001.0,281.0,13.0,167.0,9.0,4.0,9.0,150.0,33.0
2017,109907.0,109907101.0,337.0,10.0,4.0,51.0,4.0,51.0,241.0,30.0
2017,109907.0,109907001.0,200.0,19.0,183.0,6.0,4.0,6.0,116.0,23.0
2017,109907.0,109907041.0,144.0,13.0,4.0,23.0,4.0,23.0,102.0,15.0
2017,220906.0,220906007.0,484.0,14.0,97.0,4.0,4.0,4.0,13.0,7.0
2017,220912.0,220912109.0,586.0,30.0,4.0,82.0,31.0,42.0,394.0,57.0
2017,70908.0,70908107.0,580.0,24.0,4.0,173.0,130.0,43.0,305.0,69.0
2017,25901.0,25901101.0,335.0,7.0,4.0,6.0,4.0,6.0,181.0,37.0
2017,43907.0,43907122.0,645.0,48.0,4.0,22.0,4.0,20.0,27.0,64.0
2017,240901.0,240901120.0,609.0,12.0,4.0,496.0,495.0,4.0,600.0,47.0
2017,61911.0,61911118.0,582.0,54.0,4.0,19.0,4.0,19.0,119.0,60.0
2017,161914.0,161914110.0,519.0,11.0,4.0,26.0,4.0,24.0,505.0,36.0
2017,102902.0,102902116.0,240.0,12.0,4.0,27.0,4.0,27.0,215.0,9.0
2017,57907.0,57907041.0,615.0,30.0,358.0,102.0,4.0,97.0,484.0,65.0
2017,43907.0,43907197.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,108904.0,108904039.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,126903.0,126903004.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,79901.0,79901106.0,398.0,24.0,4.0,67.0,4.0,65.0,276.0,41.0
2017,34907.0,34907101.0,398.0,14.0,4.0,4.0,4.0,4.0,247.0,43.0
2017,240901.0,240901122.0,591.0,18.0,4.0,397.0,397.0,4.0,569.0,33.0
2017,220908.0,220908105.0,558.0,28.0,4.0,24.0,4.0,22.0,106.0,43.0
2017,92903.0,92903122.0,742.0,5.0,4.0,281.0,219.0,59.0,621.0,65.0
2017,57905.0,57905053.0,1362.0,220.0,362.0,489.0,171.0,225.0,943.0,157.0
2017,170906.0,170906103.0,823.0,11.0,4.0,256.0,173.0,65.0,499.0,61.0
2017,50910.0,50910107.0,721.0,20.0,4.0,38.0,4.0,45.0,430.0,59.0
2017,61911.0,61911113.0,612.0,41.0,4.0,58.0,4.0,57.0,146.0,72.0
2017,71905.0,71905007.0,1743.0,134.0,1666.0,128.0,55.0,113.0,1207.0,207.0
2017,220905.0,220905059.0,741.0,52.0,377.0,88.0,4.0,87.0,596.0,74.0
2017,57905.0,57905142.0,649.0,33.0,4.0,78.0,75.0,4.0,627.0,44.0
2017,57905.0,57905263.0,348.0,75.0,4.0,61.0,52.0,4.0,346.0,9.0
2017,15907.0,15907110.0,756.0,10.0,4.0,98.0,82.0,8.0,752.0,43.0
2017,220905.0,220905187.0,466.0,36.0,4.0,42.0,4.0,42.0,327.0,44.0
2017,108902.0,108902109.0,472.0,20.0,4.0,252.0,252.0,4.0,449.0,41.0
2017,212906.0,212906042.0,362.0,37.0,4.0,15.0,4.0,14.0,152.0,23.0
2017,129906.0,129906102.0,701.0,51.0,4.0,158.0,4.0,155.0,575.0,67.0
2017,57905.0,57905196.0,243.0,49.0,4.0,8.0,4.0,6.0,229.0,18.0
2017,199901.0,199901042.0,819.0,75.0,296.0,13.0,4.0,13.0,127.0,64.0
2017,101910.0,101910106.0,791.0,51.0,4.0,355.0,283.0,58.0,679.0,73.0
2017,101914.0,101914125.0,1071.0,25.0,4.0,515.0,266.0,229.0,723.0,125.0
2017,220902.0,220902104.0,787.0,54.0,4.0,319.0,280.0,40.0,604.0,33.0
2017,105906.0,105906001.0,2736.0,302.0,1921.0,157.0,4.0,147.0,884.0,249.0
2017,220919.0,220919101.0,619.0,62.0,4.0,25.0,4.0,25.0,13.0,37.0
2017,57912.0,57912006.0,1828.0,318.0,1806.0,285.0,4.0,279.0,1324.0,89.0
2017,57905.0,57905176.0,674.0,42.0,4.0,571.0,461.0,91.0,562.0,26.0
2017,70903.0,70903105.0,699.0,62.0,4.0,74.0,18.0,56.0,501.0,77.0
2017,101913.0,101913117.0,559.0,5.0,4.0,172.0,128.0,43.0,446.0,60.0
2017,126902.0,126902105.0,538.0,18.0,4.0,248.0,228.0,20.0,390.0,40.0
2017,220912.0,220912105.0,532.0,27.0,4.0,94.0,52.0,45.0,359.0,71.0
2017,57912.0,57912123.0,809.0,86.0,4.0,357.0,239.0,122.0,644.0,41.0
2017,119902.0,119902101.0,509.0,14.0,4.0,94.0,4.0,94.0,336.0,47.0
2017,119902.0,119902001.0,284.0,9.0,269.0,21.0,4.0,21.0,140.0,20.0
2017,119902.0,119902041.0,214.0,8.0,74.0,33.0,4.0,32.0,143.0,29.0
2017,43910.0,43910101.0,578.0,58.0,4.0,261.0,153.0,107.0,374.0,73.0
2017,79901.0,79901118.0,391.0,8.0,4.0,180.0,154.0,26.0,364.0,43.0
2017,108906.0,108906107.0,760.0,21.0,4.0,399.0,388.0,16.0,677.0,60.0
2017,152901.0,152901168.0,245.0,6.0,4.0,6.0,4.0,5.0,229.0,34.0
2017,212909.0,212909102.0,472.0,19.0,4.0,232.0,213.0,27.0,424.0,36.0
2017,221901.0,221901112.0,557.0,46.0,4.0,35.0,4.0,35.0,399.0,42.0
2017,101917.0,101917042.0,712.0,43.0,4.0,217.0,4.0,203.0,650.0,79.0
2017,15910.0,15910045.0,818.0,41.0,55.0,98.0,4.0,94.0,573.0,116.0
2017,57909.0,57909045.0,1285.0,175.0,374.0,276.0,4.0,258.0,806.0,69.0
2017,15910.0,15910107.0,880.0,25.0,4.0,386.0,368.0,50.0,784.0,88.0
2017,29901.0,29901102.0,939.0,62.0,4.0,143.0,91.0,50.0,628.0,40.0
2017,37904.0,37904002.0,1272.0,85.0,1094.0,95.0,4.0,92.0,904.0,117.0
2017,37904.0,37904042.0,677.0,52.0,169.0,137.0,4.0,132.0,504.0,58.0
2017,105905.0,105905101.0,677.0,52.0,4.0,62.0,50.0,12.0,183.0,64.0
2017,108909.0,108909047.0,648.0,58.0,122.0,374.0,4.0,372.0,630.0,61.0
2017,84901.0,84901105.0,751.0,22.0,4.0,227.0,197.0,12.0,564.0,69.0
2017,220914.0,220914101.0,455.0,36.0,4.0,30.0,4.0,30.0,215.0,37.0
2017,61907.0,61907102.0,545.0,14.0,4.0,29.0,4.0,27.0,182.0,49.0
2017,43901.0,43901112.0,755.0,71.0,4.0,57.0,4.0,57.0,65.0,107.0
2017,101910.0,101910113.0,700.0,42.0,4.0,202.0,144.0,47.0,453.0,60.0
2017,19909.0,19909101.0,234.0,6.0,4.0,4.0,4.0,4.0,128.0,37.0
2017,57905.0,57905112.0,496.0,63.0,4.0,359.0,349.0,4.0,483.0,23.0
2017,57910.0,57910102.0,550.0,17.0,4.0,284.0,258.0,16.0,495.0,62.0
2017,101911.0,101911103.0,822.0,60.0,4.0,164.0,100.0,57.0,587.0,83.0
2017,165901.0,165901131.0,499.0,4.0,4.0,4.0,4.0,4.0,171.0,14.0
2017,19909.0,19909001.0,148.0,7.0,147.0,4.0,4.0,4.0,68.0,26.0
2017,19909.0,19909041.0,112.0,4.0,35.0,4.0,4.0,4.0,58.0,15.0
2017,79907.0,79907054.0,1331.0,84.0,122.0,75.0,4.0,72.0,304.0,96.0
2017,220908.0,220908045.0,900.0,55.0,294.0,60.0,4.0,60.0,458.0,90.0
2017,246904.0,246904110.0,537.0,18.0,4.0,201.0,90.0,111.0,350.0,37.0
2017,101914.0,101914139.0,1150.0,77.0,4.0,73.0,4.0,68.0,35.0,120.0
2017,101914.0,101914118.0,672.0,73.0,4.0,101.0,4.0,100.0,49.0,66.0
2017,21902.0,21902002.0,1627.0,223.0,1431.0,185.0,4.0,180.0,1168.0,147.0
2017,220914.0,220914102.0,717.0,32.0,4.0,100.0,51.0,53.0,290.0,56.0
2017,57910.0,57910051.0,665.0,23.0,120.0,368.0,4.0,363.0,617.0,74.0
2017,246909.0,246909052.0,1688.0,227.0,280.0,63.0,4.0,50.0,147.0,135.0
2017,101916.0,101916042.0,576.0,46.0,4.0,65.0,4.0,50.0,323.0,63.0
2017,84910.0,84910104.0,636.0,35.0,4.0,53.0,4.0,52.0,230.0,85.0
2017,15916.0,15916117.0,780.0,35.0,4.0,28.0,4.0,4.0,461.0,68.0
2017,179901.0,179901102.0,528.0,18.0,4.0,251.0,4.0,249.0,350.0,18.0
2017,61911.0,61911010.0,142.0,18.0,108.0,4.0,4.0,4.0,32.0,4.0
2017,57905.0,57905032.0,479.0,40.0,360.0,79.0,4.0,72.0,463.0,81.0
2017,220905.0,220905048.0,976.0,142.0,327.0,387.0,4.0,370.0,678.0,76.0
2017,71909.0,71909129.0,988.0,44.0,4.0,154.0,135.0,4.0,561.0,88.0
2017,57907.0,57907112.0,609.0,12.0,4.0,249.0,222.0,17.0,483.0,74.0
2017,165902.0,165902041.0,791.0,64.0,195.0,53.0,4.0,53.0,284.0,57.0
2017,57905.0,57905157.0,287.0,38.0,4.0,141.0,155.0,4.0,268.0,43.0
2017,246904.0,246904041.0,898.0,80.0,106.0,193.0,11.0,181.0,496.0,82.0
2017,79907.0,79907148.0,1262.0,104.0,4.0,126.0,4.0,112.0,116.0,60.0
2017,71909.0,71909116.0,1191.0,57.0,131.0,307.0,234.0,47.0,987.0,109.0
2017,21902.0,21902045.0,1137.0,344.0,49.0,335.0,174.0,231.0,904.0,114.0
2017,20905.0,20905106.0,354.0,18.0,4.0,110.0,93.0,14.0,300.0,24.0
2017,79901.0,79901105.0,631.0,18.0,4.0,167.0,118.0,49.0,504.0,92.0
2017,220908.0,220908119.0,574.0,17.0,4.0,110.0,4.0,108.0,275.0,39.0
2017,101912.0,101912181.0,615.0,43.0,4.0,411.0,392.0,7.0,587.0,39.0
2017,246907.0,246907101.0,435.0,6.0,4.0,91.0,79.0,9.0,268.0,51.0
2017,246907.0,246907001.0,404.0,23.0,399.0,17.0,4.0,16.0,193.0,35.0
2017,246907.0,246907201.0,338.0,22.0,4.0,56.0,43.0,12.0,202.0,34.0
2017,246907.0,246907041.0,313.0,18.0,4.0,47.0,4.0,40.0,175.0,33.0
2017,43910.0,43910009.0,1452.0,555.0,452.0,42.0,4.0,41.0,122.0,77.0
2017,121904.0,121904001.0,698.0,57.0,660.0,22.0,4.0,21.0,441.0,95.0
2017,121904.0,121904043.0,558.0,54.0,4.0,41.0,4.0,37.0,410.0,65.0
2017,15915.0,15915002.0,3053.0,407.0,2098.0,192.0,4.0,154.0,2184.0,352.0
2017,132902.0,132902001.0,128.0,4.0,43.0,4.0,4.0,4.0,41.0,15.0
2017,101914.0,101914121.0,1175.0,21.0,4.0,401.0,204.0,193.0,699.0,143.0
2017,121904.0,121904105.0,833.0,12.0,4.0,94.0,74.0,18.0,703.0,68.0
2017,57819.0,57819001.0,195.0,4.0,12.0,114.0,4.0,114.0,192.0,14.0
2017,220905.0,220905070.0,797.0,65.0,206.0,215.0,4.0,203.0,676.0,81.0
2017,101914.0,101914115.0,663.0,38.0,4.0,204.0,4.0,195.0,130.0,90.0
2017,47901.0,47901041.0,293.0,25.0,77.0,31.0,4.0,31.0,194.0,31.0
2017,94901.0,94901103.0,421.0,4.0,4.0,12.0,9.0,4.0,361.0,47.0
2017,123905.0,123905003.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,123907.0,123907007.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,123910.0,123910011.0,8.0,4.0,6.0,4.0,4.0,4.0,8.0,4.0
2017,14909.0,14909107.0,756.0,35.0,4.0,134.0,120.0,16.0,625.0,86.0
2017,31903.0,31903108.0,314.0,22.0,4.0,120.0,120.0,4.0,301.0,31.0
2017,91906.0,91906106.0,237.0,7.0,4.0,137.0,106.0,31.0,208.0,18.0
2017,101912.0,101912182.0,432.0,25.0,4.0,167.0,145.0,24.0,379.0,38.0
2017,155901.0,155901102.0,388.0,34.0,4.0,6.0,4.0,6.0,253.0,36.0
2017,243905.0,243905118.0,421.0,11.0,4.0,10.0,4.0,11.0,234.0,52.0
2017,108904.0,108904105.0,414.0,85.0,4.0,88.0,88.0,4.0,273.0,19.0
2017,15907.0,15907007.0,1742.0,96.0,1460.0,234.0,4.0,168.0,1500.0,214.0
2017,71902.0,71902009.0,1025.0,84.0,770.0,372.0,4.0,344.0,963.0,101.0
2017,155901.0,155901002.0,351.0,33.0,349.0,4.0,4.0,4.0,229.0,46.0
2017,155901.0,155901041.0,366.0,41.0,44.0,4.0,4.0,4.0,269.0,43.0
2017,15915.0,15915055.0,1500.0,145.0,270.0,58.0,4.0,41.0,583.0,134.0
2017,123907.0,123907041.0,967.0,43.0,232.0,229.0,4.0,138.0,775.0,68.0
2017,221901.0,221901006.0,14.0,4.0,4.0,4.0,4.0,4.0,13.0,6.0
2017,155901.0,155901103.0,157.0,4.0,4.0,4.0,4.0,4.0,131.0,10.0
2017,101914.0,101914140.0,1255.0,73.0,4.0,520.0,294.0,219.0,114.0,96.0
2017,101916.0,101916101.0,470.0,28.0,4.0,9.0,4.0,9.0,226.0,41.0
2017,101917.0,101917125.0,700.0,13.0,4.0,276.0,244.0,4.0,553.0,45.0
2017,57905.0,57905279.0,658.0,79.0,4.0,254.0,253.0,31.0,490.0,58.0
2017,101907.0,101907003.0,3610.0,210.0,2634.0,255.0,4.0,232.0,1961.0,235.0
2017,57916.0,57916129.0,398.0,12.0,4.0,153.0,4.0,150.0,217.0,54.0
2017,43907.0,43907123.0,650.0,66.0,4.0,56.0,4.0,49.0,146.0,65.0
2017,108911.0,108911103.0,714.0,46.0,4.0,364.0,357.0,4.0,647.0,53.0
2017,101917.0,101917109.0,769.0,22.0,4.0,446.0,402.0,4.0,705.0,54.0
2017,15904.0,15904115.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,57905.0,57905141.0,365.0,27.0,4.0,302.0,270.0,22.0,363.0,20.0
2017,43912.0,43912107.0,692.0,38.0,4.0,52.0,4.0,51.0,75.0,60.0
2017,94901.0,94901041.0,813.0,70.0,4.0,43.0,4.0,39.0,533.0,85.0
2017,221911.0,221911001.0,319.0,18.0,296.0,4.0,4.0,4.0,65.0,25.0
2017,221911.0,221911041.0,304.0,29.0,156.0,4.0,4.0,4.0,65.0,21.0
2017,246913.0,246913116.0,712.0,75.0,4.0,32.0,4.0,32.0,187.0,76.0
2017,57905.0,57905172.0,665.0,57.0,4.0,347.0,353.0,4.0,536.0,36.0
2017,108912.0,108912008.0,354.0,83.0,322.0,34.0,4.0,34.0,346.0,7.0
2017,15907.0,15907020.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,7904.0,7904003.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,170902.0,170902010.0,35.0,4.0,4.0,6.0,4.0,6.0,20.0,8.0
2017,170904.0,170904004.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,101913.0,101913198.0,10.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
2017,71909.0,71909006.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,108907.0,108907003.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,246904.0,246904109.0,550.0,38.0,4.0,14.0,4.0,12.0,76.0,40.0
2017,220905.0,220905026.0,45.0,4.0,4.0,4.0,4.0,4.0,27.0,45.0
2017,31914.0,31914041.0,255.0,10.0,95.0,28.0,4.0,28.0,214.0,39.0
2017,101919.0,101919110.0,630.0,18.0,4.0,329.0,265.0,54.0,541.0,36.0
2017,240901.0,240901043.0,1332.0,140.0,293.0,755.0,4.0,755.0,1244.0,164.0
2017,210902.0,210902102.0,343.0,11.0,4.0,42.0,4.0,41.0,219.0,35.0
2017,210902.0,210902001.0,199.0,15.0,197.0,5.0,4.0,5.0,109.0,22.0
2017,210902.0,210902041.0,149.0,8.0,25.0,10.0,4.0,10.0,87.0,21.0
2017,61901.0,61901040.0,51.0,4.0,42.0,7.0,4.0,7.0,8.0,13.0
2017,79901.0,79901126.0,784.0,62.0,4.0,148.0,4.0,142.0,159.0,54.0
2017,43902.0,43902101.0,662.0,19.0,4.0,95.0,29.0,66.0,260.0,74.0
2017,246909.0,246909129.0,522.0,18.0,4.0,53.0,4.0,50.0,260.0,52.0
2017,14903.0,14903111.0,739.0,45.0,4.0,15.0,4.0,12.0,232.0,86.0
2017,43919.0,43919102.0,467.0,69.0,4.0,13.0,4.0,11.0,20.0,43.0
2017,37904.0,37904105.0,522.0,12.0,4.0,253.0,235.0,15.0,466.0,46.0
2017,101914.0,101914124.0,956.0,44.0,4.0,322.0,4.0,318.0,194.0,51.0
2017,71903.0,71903103.0,321.0,15.0,4.0,187.0,137.0,4.0,317.0,47.0
2017,214901.0,214901105.0,528.0,83.0,4.0,513.0,512.0,4.0,476.0,41.0
2017,43912.0,43912103.0,695.0,65.0,4.0,23.0,4.0,23.0,57.0,81.0
2017,57910.0,57910010.0,1668.0,192.0,1668.0,426.0,4.0,397.0,1161.0,68.0
2017,94902.0,94902113.0,723.0,22.0,4.0,7.0,4.0,7.0,207.0,68.0
2017,57910.0,57910041.0,692.0,30.0,211.0,198.0,4.0,193.0,618.0,63.0
2017,111901.0,111901108.0,424.0,45.0,4.0,107.0,86.0,22.0,252.0,30.0
2017,220904.0,220904106.0,462.0,8.0,4.0,116.0,89.0,28.0,427.0,46.0
2017,84901.0,84901043.0,695.0,70.0,4.0,80.0,37.0,16.0,456.0,70.0
2017,79901.0,79901139.0,708.0,41.0,4.0,124.0,4.0,120.0,322.0,55.0
2017,240903.0,240903003.0,2771.0,593.0,2391.0,231.0,139.0,223.0,1644.0,131.0
2017,227904.0,227904003.0,1884.0,124.0,1510.0,365.0,4.0,361.0,1220.0,209.0
2017,93904.0,93904104.0,795.0,11.0,4.0,156.0,69.0,84.0,670.0,74.0
2017,220902.0,220902119.0,641.0,25.0,4.0,220.0,14.0,206.0,421.0,59.0
2017,108909.0,108909106.0,694.0,27.0,4.0,326.0,325.0,4.0,600.0,54.0
2017,71909.0,71909124.0,1196.0,75.0,257.0,219.0,109.0,81.0,618.0,94.0
2017,108904.0,108904121.0,525.0,10.0,4.0,264.0,262.0,4.0,505.0,28.0
2017,108907.0,108907109.0,703.0,64.0,4.0,360.0,348.0,4.0,673.0,51.0
2017,108912.0,108912102.0,817.0,48.0,4.0,320.0,282.0,4.0,625.0,47.0
2017,15905.0,15905002.0,1321.0,121.0,1065.0,114.0,4.0,102.0,1105.0,150.0
2017,57905.0,57905268.0,391.0,37.0,4.0,285.0,263.0,4.0,364.0,34.0
2017,57905.0,57905192.0,339.0,56.0,4.0,239.0,186.0,4.0,325.0,19.0
2017,84910.0,84910116.0,586.0,58.0,4.0,81.0,4.0,79.0,152.0,67.0
2017,243901.0,243901101.0,469.0,24.0,4.0,9.0,4.0,9.0,331.0,39.0
2017,243901.0,243901103.0,551.0,18.0,4.0,19.0,4.0,19.0,275.0,48.0
2017,15911.0,15911101.0,643.0,17.0,4.0,70.0,99.0,7.0,350.0,63.0
2017,57905.0,57905197.0,385.0,49.0,4.0,274.0,270.0,4.0,353.0,29.0
2017,108911.0,108911101.0,703.0,125.0,4.0,159.0,153.0,4.0,357.0,52.0
2017,15808.0,15808001.0,139.0,4.0,4.0,16.0,4.0,6.0,139.0,62.0
2017,15808.0,15808006.0,59.0,4.0,4.0,4.0,4.0,4.0,59.0,9.0
2017,15808.0,15808003.0,54.0,4.0,4.0,4.0,4.0,4.0,54.0,5.0
2017,57905.0,57905161.0,521.0,45.0,4.0,326.0,324.0,4.0,511.0,24.0
2017,163901.0,163901101.0,506.0,7.0,4.0,26.0,4.0,26.0,345.0,51.0
2017,57905.0,57905193.0,553.0,69.0,4.0,349.0,305.0,12.0,472.0,41.0
2017,57905.0,57905389.0,135.0,5.0,99.0,39.0,4.0,35.0,126.0,18.0
2017,61911.0,61911045.0,1167.0,131.0,267.0,35.0,4.0,35.0,201.0,99.0
2017,108909.0,108909101.0,696.0,27.0,4.0,324.0,311.0,4.0,537.0,48.0
2017,57905.0,57905114.0,449.0,97.0,4.0,123.0,120.0,4.0,399.0,44.0
2017,227910.0,227910042.0,911.0,55.0,373.0,328.0,4.0,322.0,790.0,129.0
2017,57905.0,57905101.0,749.0,99.0,4.0,504.0,512.0,4.0,734.0,58.0
2017,220905.0,220905129.0,724.0,11.0,4.0,129.0,112.0,15.0,627.0,31.0
2017,212905.0,212905003.0,2376.0,209.0,2131.0,449.0,4.0,400.0,1811.0,145.0
2017,57912.0,57912124.0,689.0,161.0,4.0,269.0,218.0,48.0,496.0,44.0
2017,57909.0,57909155.0,728.0,48.0,4.0,186.0,32.0,144.0,219.0,75.0
2017,240903.0,240903127.0,809.0,41.0,4.0,534.0,600.0,4.0,758.0,49.0
2017,57905.0,57905121.0,324.0,18.0,4.0,75.0,71.0,4.0,306.0,30.0
2017,57905.0,57905237.0,687.0,96.0,4.0,340.0,314.0,10.0,662.0,44.0
2017,101919.0,101919104.0,526.0,26.0,4.0,39.0,4.0,36.0,266.0,24.0
2017,188901.0,188901050.0,249.0,5.0,4.0,66.0,4.0,66.0,239.0,27.0
2017,220901.0,220901121.0,715.0,39.0,4.0,460.0,295.0,165.0,668.0,47.0
2017,126905.0,126905042.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2017,21902.0,21902108.0,455.0,75.0,4.0,57.0,117.0,4.0,202.0,12.0
2017,71902.0,71902155.0,544.0,17.0,4.0,358.0,365.0,6.0,519.0,52.0
2017,101902.0,101902116.0,1007.0,17.0,4.0,597.0,517.0,70.0,892.0,42.0
2017,129902.0,129902101.0,494.0,41.0,4.0,11.0,4.0,11.0,99.0,59.0
2017,15910.0,15910014.0,3081.0,203.0,1836.0,77.0,4.0,74.0,480.0,203.0
2017,46902.0,46902121.0,358.0,42.0,4.0,13.0,4.0,12.0,52.0,67.0
2017,57912.0,57912108.0,819.0,82.0,4.0,410.0,321.0,87.0,682.0,56.0
