YEAR,DISTRICT ID,CAMPUS ID,ENROLLMENT,GT,CTE,LEP,BIL,ESL,DISADV,SPED
2015,101912.0,101912098.0,1341.0,284.0,242.0,210.0,4.0,187.0,1122.0,92.0
2015,170903.0,170903104.0,777.0,21.0,4.0,54.0,37.0,16.0,283.0,39.0
2015,84908.0,84908103.0,290.0,20.0,4.0,24.0,4.0,23.0,224.0,26.0
2015,152901.0,152901180.0,377.0,5.0,4.0,4.0,4.0,4.0,308.0,34.0
2015,170902.0,170902130.0,423.0,16.0,4.0,11.0,4.0,6.0,117.0,32.0
2015,236902.0,236902101.0,697.0,45.0,4.0,215.0,162.0,46.0,467.0,33.0
2015,212905.0,212905047.0,520.0,32.0,158.0,86.0,4.0,63.0,453.0,55.0
2015,61902.0,61902111.0,416.0,15.0,4.0,36.0,4.0,34.0,271.0,43.0
2015,31901.0,31901054.0,994.0,222.0,252.0,105.0,4.0,99.0,843.0,93.0
2015,43910.0,43910139.0,593.0,107.0,4.0,84.0,4.0,78.0,40.0,52.0
2015,15915.0,15915050.0,1115.0,168.0,295.0,73.0,29.0,59.0,423.0,121.0
2015,247906.0,247906101.0,407.0,30.0,4.0,27.0,4.0,27.0,213.0,49.0
2015,247906.0,247906001.0,244.0,22.0,211.0,4.0,4.0,4.0,114.0,41.0
2015,247906.0,247906041.0,175.0,7.0,4.0,5.0,4.0,5.0,93.0,35.0
2015,15910.0,15910133.0,595.0,54.0,4.0,42.0,4.0,35.0,84.0,56.0
2015,220916.0,220916110.0,510.0,6.0,4.0,42.0,4.0,40.0,346.0,50.0
2015,86901.0,86901103.0,106.0,10.0,4.0,4.0,4.0,4.0,33.0,6.0
2015,57905.0,57905162.0,616.0,85.0,4.0,40.0,28.0,4.0,142.0,54.0
2015,15904.0,15904105.0,816.0,18.0,4.0,204.0,248.0,4.0,786.0,81.0
2015,246909.0,246909007.0,2463.0,147.0,1922.0,132.0,4.0,130.0,985.0,235.0
2015,15907.0,15907169.0,446.0,4.0,4.0,123.0,119.0,4.0,437.0,32.0
2015,1907.0,1907110.0,716.0,33.0,4.0,138.0,16.0,120.0,555.0,66.0
2015,101902.0,101902127.0,721.0,5.0,4.0,305.0,263.0,31.0,622.0,59.0
2015,101902.0,101902044.0,984.0,42.0,430.0,226.0,4.0,206.0,861.0,61.0
2015,101915.0,101915044.0,1196.0,113.0,245.0,66.0,4.0,60.0,361.0,118.0
2015,101920.0,101920006.0,1930.0,235.0,981.0,98.0,4.0,95.0,449.0,83.0
2015,211902.0,211902001.0,163.0,14.0,140.0,6.0,4.0,6.0,86.0,18.0
2015,211902.0,211902041.0,165.0,6.0,4.0,23.0,4.0,23.0,106.0,14.0
2015,182905.0,182905001.0,172.0,15.0,59.0,15.0,4.0,15.0,100.0,17.0
2015,204901.0,204901102.0,378.0,5.0,4.0,4.0,4.0,4.0,264.0,36.0
2015,61901.0,61901044.0,899.0,119.0,159.0,188.0,4.0,187.0,548.0,109.0
2015,220905.0,220905058.0,690.0,141.0,93.0,50.0,4.0,49.0,472.0,54.0
2015,235902.0,235902041.0,774.0,16.0,217.0,35.0,4.0,35.0,616.0,76.0
2015,184907.0,184907103.0,531.0,21.0,4.0,7.0,4.0,7.0,36.0,38.0
2015,31903.0,31903111.0,713.0,52.0,4.0,94.0,87.0,4.0,356.0,20.0
2015,3902.0,3902004.0,14.0,4.0,7.0,4.0,4.0,4.0,10.0,4.0
2015,3903.0,3903004.0,37.0,4.0,4.0,4.0,4.0,4.0,16.0,9.0
2015,3905.0,3905004.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
2015,3907.0,3907004.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,101917.0,101917123.0,735.0,27.0,4.0,221.0,125.0,54.0,520.0,62.0
2015,108909.0,108909004.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,20902.0,20902002.0,30.0,4.0,4.0,4.0,4.0,4.0,23.0,8.0
2015,178904.0,178904054.0,126.0,4.0,9.0,4.0,4.0,4.0,104.0,28.0
2015,57916.0,57916114.0,715.0,14.0,4.0,343.0,231.0,110.0,564.0,85.0
2015,220905.0,220905021.0,243.0,4.0,15.0,126.0,4.0,126.0,134.0,4.0
2015,246909.0,246909011.0,307.0,4.0,11.0,35.0,4.0,35.0,108.0,14.0
2015,140908.0,140908101.0,273.0,13.0,4.0,29.0,4.0,29.0,152.0,21.0
2015,140908.0,140908001.0,159.0,15.0,159.0,4.0,4.0,4.0,75.0,17.0
2015,238902.0,238902107.0,522.0,34.0,4.0,31.0,30.0,4.0,288.0,40.0
2015,57905.0,57905228.0,324.0,33.0,4.0,222.0,204.0,4.0,288.0,56.0
2015,101914.0,101914119.0,834.0,51.0,4.0,207.0,4.0,200.0,105.0,87.0
2015,220912.0,220912111.0,501.0,52.0,4.0,36.0,4.0,32.0,264.0,71.0
2015,43902.0,43902103.0,606.0,22.0,4.0,120.0,47.0,71.0,294.0,43.0
2015,101912.0,101912163.0,797.0,34.0,4.0,335.0,4.0,309.0,578.0,95.0
2015,79907.0,79907043.0,1222.0,56.0,293.0,143.0,4.0,134.0,569.0,71.0
2015,14906.0,14906111.0,471.0,7.0,4.0,26.0,4.0,26.0,353.0,54.0
2015,79907.0,79907119.0,652.0,26.0,4.0,132.0,4.0,128.0,175.0,45.0
2015,21902.0,21902110.0,324.0,22.0,4.0,9.0,4.0,9.0,200.0,36.0
2015,31912.0,31912110.0,472.0,7.0,4.0,102.0,87.0,4.0,362.0,41.0
2015,112910.0,112910001.0,212.0,4.0,56.0,4.0,4.0,4.0,92.0,32.0
2015,112901.0,112901108.0,619.0,7.0,4.0,95.0,70.0,22.0,402.0,59.0
2015,112901.0,112901002.0,1165.0,77.0,1069.0,46.0,4.0,46.0,561.0,118.0
2015,112901.0,112901041.0,983.0,52.0,4.0,88.0,4.0,88.0,564.0,92.0
2015,101913.0,101913014.0,2427.0,81.0,1465.0,139.0,4.0,130.0,1187.0,203.0
2015,220912.0,220912043.0,779.0,79.0,199.0,56.0,4.0,49.0,457.0,83.0
2015,101913.0,101913120.0,702.0,30.0,4.0,39.0,4.0,32.0,120.0,75.0
2015,220816.0,220816001.0,335.0,4.0,323.0,48.0,4.0,44.0,224.0,17.0
2015,57907.0,57907005.0,56.0,4.0,15.0,6.0,4.0,6.0,43.0,8.0
2015,227901.0,227901138.0,774.0,34.0,4.0,242.0,198.0,35.0,271.0,55.0
2015,71909.0,71909047.0,876.0,57.0,288.0,80.0,4.0,66.0,532.0,83.0
2015,15912.0,15912102.0,643.0,47.0,4.0,103.0,97.0,4.0,490.0,69.0
2015,101914.0,101914110.0,873.0,9.0,4.0,396.0,241.0,151.0,664.0,113.0
2015,110907.0,110907101.0,357.0,31.0,4.0,13.0,4.0,13.0,138.0,24.0
2015,110907.0,110907001.0,159.0,21.0,131.0,4.0,4.0,4.0,34.0,8.0
2015,110907.0,110907041.0,154.0,18.0,4.0,4.0,4.0,4.0,54.0,9.0
2015,191901.0,191901104.0,330.0,4.0,4.0,13.0,4.0,12.0,162.0,49.0
2015,57919.0,57919101.0,596.0,34.0,4.0,17.0,4.0,17.0,85.0,65.0
2015,57919.0,57919001.0,442.0,44.0,406.0,6.0,4.0,6.0,43.0,28.0
2015,57919.0,57919041.0,480.0,70.0,4.0,13.0,4.0,13.0,73.0,50.0
2015,171902.0,171902101.0,222.0,12.0,4.0,79.0,4.0,77.0,123.0,11.0
2015,171902.0,171902001.0,153.0,4.0,146.0,4.0,4.0,4.0,55.0,20.0
2015,171902.0,171902041.0,145.0,13.0,41.0,22.0,4.0,21.0,71.0,11.0
2015,220905.0,220905169.0,442.0,9.0,4.0,68.0,4.0,66.0,384.0,20.0
2015,188901.0,188901130.0,367.0,11.0,4.0,89.0,45.0,43.0,319.0,45.0
2015,171901.0,171901104.0,465.0,4.0,4.0,224.0,86.0,138.0,407.0,20.0
2015,57905.0,57905018.0,2078.0,307.0,1130.0,471.0,4.0,411.0,1755.0,172.0
2015,227901.0,227901158.0,518.0,25.0,4.0,199.0,347.0,10.0,339.0,39.0
2015,79901.0,79901115.0,560.0,94.0,4.0,25.0,4.0,25.0,23.0,38.0
2015,105906.0,105906108.0,592.0,21.0,4.0,46.0,4.0,39.0,295.0,78.0
2015,101912.0,101912248.0,1127.0,230.0,4.0,840.0,621.0,177.0,939.0,77.0
2015,57910.0,57910120.0,440.0,19.0,4.0,134.0,108.0,33.0,309.0,34.0
2015,20906.0,20906104.0,875.0,25.0,4.0,44.0,4.0,43.0,475.0,66.0
2015,20906.0,20906002.0,576.0,58.0,565.0,4.0,4.0,4.0,240.0,48.0
2015,20906.0,20906041.0,452.0,43.0,210.0,4.0,4.0,4.0,209.0,42.0
2015,143905.0,143905101.0,154.0,18.0,4.0,4.0,4.0,4.0,25.0,12.0
2015,177902.0,177902001.0,485.0,52.0,406.0,5.0,4.0,5.0,247.0,50.0
2015,177902.0,177902104.0,338.0,13.0,4.0,10.0,4.0,10.0,236.0,44.0
2015,177902.0,177902041.0,481.0,34.0,60.0,5.0,4.0,5.0,321.0,70.0
2015,101907.0,101907153.0,1195.0,94.0,4.0,61.0,4.0,48.0,79.0,71.0
2015,220901.0,220901113.0,570.0,20.0,4.0,154.0,4.0,153.0,412.0,54.0
2015,220912.0,220912102.0,575.0,29.0,4.0,229.0,189.0,45.0,468.0,43.0
2015,220908.0,220908042.0,855.0,58.0,130.0,66.0,4.0,65.0,470.0,89.0
2015,220905.0,220905208.0,752.0,57.0,4.0,468.0,442.0,13.0,648.0,40.0
2015,70908.0,70908104.0,611.0,18.0,4.0,13.0,4.0,13.0,141.0,71.0
2015,43914.0,43914102.0,547.0,33.0,4.0,56.0,4.0,53.0,199.0,68.0
2015,244903.0,244903105.0,416.0,4.0,4.0,43.0,4.0,42.0,322.0,55.0
2015,57905.0,57905213.0,393.0,22.0,4.0,166.0,178.0,4.0,377.0,12.0
2015,101914.0,101914045.0,1041.0,31.0,231.0,106.0,4.0,103.0,656.0,110.0
2015,101912.0,101912039.0,795.0,655.0,4.0,27.0,4.0,24.0,250.0,144.0
2015,212905.0,212905101.0,469.0,48.0,4.0,292.0,276.0,10.0,451.0,22.0
2015,79901.0,79901116.0,607.0,14.0,4.0,262.0,227.0,36.0,381.0,46.0
2015,108902.0,108902103.0,497.0,34.0,4.0,244.0,242.0,4.0,453.0,19.0
2015,220917.0,220917004.0,10.0,4.0,7.0,4.0,4.0,4.0,8.0,4.0
2015,240901.0,240901125.0,749.0,17.0,4.0,529.0,528.0,4.0,720.0,51.0
2015,57905.0,57905043.0,908.0,87.0,216.0,252.0,4.0,224.0,768.0,94.0
2015,20905.0,20905108.0,430.0,24.0,4.0,57.0,50.0,4.0,355.0,33.0
2015,108912.0,108912113.0,781.0,62.0,4.0,467.0,442.0,4.0,698.0,47.0
2015,43905.0,43905128.0,703.0,46.0,4.0,51.0,4.0,49.0,88.0,63.0
2015,15907.0,15907061.0,812.0,64.0,150.0,132.0,4.0,85.0,774.0,82.0
2015,123908.0,123908104.0,475.0,4.0,4.0,44.0,4.0,42.0,225.0,60.0
2015,15915.0,15915007.0,2901.0,411.0,1500.0,66.0,4.0,62.0,1205.0,282.0
2015,205907.0,205907001.0,330.0,27.0,316.0,4.0,4.0,4.0,275.0,36.0
2015,205907.0,205907041.0,247.0,17.0,22.0,5.0,4.0,5.0,213.0,37.0
2015,161920.0,161920002.0,9.0,4.0,7.0,4.0,4.0,4.0,6.0,4.0
2015,153904.0,153904101.0,314.0,12.0,4.0,11.0,4.0,11.0,215.0,26.0
2015,153904.0,153904001.0,160.0,18.0,145.0,4.0,4.0,4.0,93.0,10.0
2015,153904.0,153904041.0,118.0,9.0,28.0,4.0,4.0,4.0,79.0,10.0
2015,152901.0,152901024.0,415.0,36.0,143.0,4.0,4.0,4.0,210.0,4.0
2015,220905.0,220905171.0,751.0,175.0,4.0,17.0,4.0,17.0,48.0,25.0
2015,220920.0,220920105.0,879.0,71.0,4.0,123.0,117.0,36.0,503.0,96.0
2015,146907.0,146907001.0,542.0,25.0,498.0,4.0,4.0,4.0,214.0,48.0
2015,146907.0,146907102.0,278.0,11.0,4.0,5.0,4.0,4.0,136.0,36.0
2015,146907.0,146907041.0,427.0,25.0,4.0,5.0,4.0,5.0,195.0,42.0
2015,146907.0,146907101.0,626.0,18.0,4.0,15.0,4.0,15.0,316.0,40.0
2015,220901.0,220901010.0,7.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0
2015,220902.0,220902009.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,220908.0,220908304.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,220912.0,220912012.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,220916.0,220916007.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,220918.0,220918007.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,61911.0,61911008.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,220905.0,220905242.0,11.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0
2015,14903.0,14903116.0,452.0,22.0,4.0,11.0,4.0,11.0,186.0,53.0
2015,240901.0,240901107.0,572.0,26.0,4.0,425.0,425.0,4.0,527.0,41.0
2015,220908.0,220908103.0,597.0,24.0,4.0,67.0,4.0,67.0,286.0,34.0
2015,188901.0,188901005.0,2137.0,229.0,1329.0,90.0,4.0,90.0,1002.0,147.0
2015,238902.0,238902108.0,580.0,6.0,4.0,78.0,77.0,4.0,306.0,47.0
2015,43904.0,43904101.0,236.0,4.0,4.0,41.0,33.0,8.0,145.0,30.0
2015,201910.0,201910102.0,396.0,38.0,4.0,50.0,4.0,47.0,230.0,32.0
2015,201910.0,201910002.0,509.0,52.0,446.0,9.0,4.0,9.0,233.0,31.0
2015,201910.0,201910041.0,404.0,48.0,4.0,30.0,4.0,30.0,234.0,33.0
2015,201910.0,201910104.0,407.0,15.0,4.0,87.0,4.0,82.0,255.0,27.0
2015,221901.0,221901007.0,9.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0
2015,141901.0,141901105.0,505.0,50.0,4.0,20.0,4.0,20.0,241.0,45.0
2015,43905.0,43905123.0,666.0,66.0,4.0,69.0,4.0,67.0,91.0,63.0
2015,108907.0,108907102.0,558.0,98.0,4.0,231.0,212.0,4.0,488.0,31.0
2015,220906.0,220906105.0,450.0,73.0,4.0,7.0,4.0,7.0,18.0,56.0
2015,221901.0,221901121.0,600.0,79.0,4.0,14.0,4.0,14.0,339.0,34.0
2015,101903.0,101903003.0,3068.0,150.0,1927.0,431.0,4.0,426.0,2227.0,234.0
2015,101914.0,101914002.0,2943.0,325.0,1271.0,97.0,4.0,96.0,494.0,161.0
2015,246911.0,246911001.0,967.0,62.0,713.0,37.0,4.0,35.0,581.0,82.0
2015,246911.0,246911041.0,710.0,62.0,47.0,89.0,4.0,103.0,507.0,92.0
2015,79901.0,79901109.0,595.0,18.0,4.0,228.0,172.0,56.0,424.0,54.0
2015,81904.0,81904102.0,427.0,24.0,4.0,62.0,4.0,62.0,256.0,34.0
2015,101917.0,101917128.0,663.0,17.0,4.0,173.0,113.0,4.0,397.0,54.0
2015,81904.0,81904001.0,385.0,41.0,333.0,4.0,4.0,4.0,152.0,33.0
2015,81904.0,81904103.0,183.0,24.0,4.0,9.0,4.0,9.0,104.0,12.0
2015,81904.0,81904041.0,303.0,41.0,32.0,6.0,4.0,6.0,150.0,20.0
2015,81904.0,81904003.0,11.0,4.0,8.0,4.0,4.0,4.0,7.0,4.0
2015,101902.0,101902045.0,896.0,46.0,568.0,82.0,4.0,67.0,611.0,89.0
2015,126903.0,126903002.0,72.0,4.0,65.0,4.0,4.0,4.0,37.0,4.0
2015,82903.0,82903104.0,676.0,6.0,4.0,41.0,38.0,4.0,528.0,51.0
2015,71905.0,71905010.0,176.0,4.0,74.0,39.0,4.0,35.0,150.0,12.0
2015,15904.0,15904048.0,48.0,4.0,11.0,6.0,4.0,4.0,44.0,4.0
2015,15910.0,15910056.0,1175.0,143.0,173.0,32.0,4.0,30.0,170.0,83.0
2015,123803.0,123803001.0,78.0,4.0,61.0,4.0,4.0,4.0,73.0,6.0
2015,123803.0,123803041.0,40.0,4.0,4.0,4.0,4.0,4.0,33.0,4.0
2015,123803.0,123803101.0,231.0,4.0,4.0,4.0,4.0,4.0,215.0,4.0
2015,123803.0,123803103.0,77.0,4.0,4.0,4.0,4.0,4.0,77.0,4.0
2015,71902.0,71902027.0,72.0,4.0,46.0,10.0,4.0,8.0,61.0,9.0
2015,71902.0,71902032.0,-9999999.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2015,14909.0,14909002.0,1921.0,226.0,1606.0,67.0,4.0,64.0,1180.0,184.0
2015,210904.0,210904002.0,571.0,52.0,171.0,117.0,4.0,117.0,521.0,80.0
2015,158901.0,158901102.0,747.0,9.0,4.0,255.0,99.0,143.0,545.0,49.0
2015,161914.0,161914044.0,902.0,328.0,82.0,70.0,4.0,70.0,712.0,73.0
2015,246909.0,246909131.0,881.0,39.0,4.0,55.0,4.0,54.0,134.0,98.0
2015,152907.0,152907042.0,565.0,84.0,106.0,13.0,4.0,13.0,205.0,46.0
2015,101920.0,101920122.0,464.0,6.0,4.0,195.0,131.0,60.0,313.0,59.0
2015,71902.0,71902048.0,644.0,64.0,127.0,92.0,4.0,78.0,507.0,75.0
2015,129906.0,129906004.0,68.0,4.0,5.0,5.0,4.0,5.0,42.0,10.0
2015,91903.0,91903114.0,372.0,5.0,4.0,4.0,4.0,4.0,315.0,38.0
2015,129906.0,129906002.0,1087.0,90.0,949.0,83.0,4.0,83.0,715.0,117.0
2015,15904.0,15904043.0,705.0,95.0,385.0,117.0,4.0,113.0,599.0,82.0
2015,57914.0,57914048.0,821.0,71.0,191.0,27.0,4.0,25.0,423.0,94.0
2015,19907.0,19907005.0,100.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0
2015,220905.0,220905082.0,360.0,142.0,341.0,4.0,4.0,4.0,172.0,4.0
2015,84906.0,84906001.0,1868.0,124.0,1496.0,30.0,4.0,27.0,1019.0,129.0
2015,101912.0,101912100.0,4444.0,39.0,4.0,45.0,4.0,39.0,1952.0,84.0
2015,183801.0,183801002.0,89.0,5.0,65.0,4.0,4.0,4.0,27.0,4.0
2015,227805.0,227805041.0,108.0,4.0,4.0,4.0,4.0,4.0,108.0,11.0
2015,227805.0,227805101.0,163.0,4.0,4.0,4.0,4.0,4.0,163.0,4.0
2015,19907.0,19907002.0,1845.0,191.0,1653.0,46.0,4.0,46.0,1032.0,246.0
2015,226801.0,226801003.0,229.0,4.0,4.0,4.0,4.0,4.0,158.0,4.0
2015,226801.0,226801002.0,339.0,4.0,4.0,21.0,4.0,14.0,90.0,14.0
2015,19907.0,19907042.0,1482.0,124.0,4.0,36.0,4.0,35.0,970.0,161.0
2015,236902.0,236902108.0,86.0,4.0,4.0,4.0,4.0,4.0,45.0,4.0
2015,236902.0,236902008.0,138.0,4.0,4.0,4.0,4.0,4.0,55.0,4.0
2015,236902.0,236902048.0,183.0,4.0,4.0,4.0,4.0,4.0,86.0,8.0
2015,105802.0,105802041.0,161.0,4.0,4.0,4.0,4.0,4.0,92.0,17.0
2015,105802.0,105802101.0,119.0,4.0,4.0,4.0,4.0,4.0,103.0,7.0
2015,220814.0,220814101.0,334.0,24.0,4.0,4.0,4.0,4.0,32.0,17.0
2015,170801.0,170801003.0,408.0,4.0,4.0,158.0,4.0,146.0,375.0,31.0
2015,221801.0,221801022.0,6477.0,4.0,689.0,66.0,4.0,66.0,2860.0,595.0
2015,211901.0,211901101.0,212.0,11.0,4.0,75.0,4.0,73.0,101.0,15.0
2015,56902.0,56902001.0,181.0,9.0,50.0,34.0,4.0,34.0,124.0,17.0
2015,246911.0,246911107.0,398.0,4.0,4.0,80.0,53.0,27.0,324.0,42.0
2015,126902.0,126902101.0,653.0,44.0,4.0,4.0,4.0,4.0,76.0,31.0
2015,61901.0,61901114.0,309.0,4.0,4.0,132.0,117.0,15.0,291.0,37.0
2015,101920.0,101920131.0,289.0,4.0,4.0,205.0,185.0,21.0,118.0,5.0
2015,220906.0,220906006.0,58.0,4.0,44.0,8.0,4.0,7.0,28.0,5.0
2015,57811.0,57811102.0,371.0,4.0,4.0,4.0,4.0,4.0,366.0,4.0
2015,61902.0,61902004.0,1987.0,166.0,799.0,80.0,4.0,67.0,722.0,237.0
2015,227824.0,227824001.0,272.0,4.0,4.0,54.0,4.0,54.0,243.0,23.0
2015,227824.0,227824002.0,575.0,4.0,285.0,141.0,4.0,134.0,485.0,63.0
2015,15802.0,15802004.0,69.0,4.0,4.0,4.0,4.0,4.0,67.0,11.0
2015,61802.0,61802005.0,113.0,4.0,4.0,21.0,4.0,20.0,32.0,9.0
2015,61802.0,61802004.0,104.0,4.0,4.0,14.0,4.0,14.0,28.0,15.0
2015,61802.0,61802003.0,155.0,4.0,4.0,59.0,4.0,58.0,131.0,19.0
2015,227827.0,227827001.0,132.0,4.0,6.0,4.0,4.0,4.0,106.0,4.0
2015,221801.0,221801040.0,43.0,4.0,4.0,4.0,4.0,4.0,18.0,43.0
2015,101915.0,101915130.0,465.0,4.0,4.0,262.0,200.0,63.0,386.0,41.0
2015,170908.0,170908002.0,42.0,4.0,27.0,4.0,4.0,4.0,35.0,8.0
2015,101920.0,101920130.0,296.0,4.0,4.0,227.0,210.0,17.0,210.0,8.0
2015,21902.0,21902017.0,279.0,4.0,9.0,44.0,4.0,44.0,206.0,18.0
2015,57906.0,57906106.0,546.0,33.0,4.0,23.0,4.0,20.0,433.0,70.0
2015,46901.0,46901038.0,46.0,4.0,10.0,4.0,4.0,4.0,18.0,4.0
2015,220811.0,220811102.0,163.0,8.0,4.0,61.0,4.0,61.0,129.0,7.0
2015,101920.0,101920129.0,137.0,4.0,4.0,110.0,109.0,4.0,118.0,7.0
2015,116801.0,116801001.0,717.0,27.0,117.0,106.0,4.0,97.0,543.0,65.0
2015,101861.0,101861101.0,481.0,8.0,4.0,12.0,4.0,10.0,363.0,12.0
2015,101861.0,101861102.0,323.0,35.0,4.0,9.0,4.0,4.0,199.0,21.0
2015,101912.0,101912234.0,618.0,80.0,4.0,116.0,16.0,65.0,503.0,21.0
2015,31916.0,31916005.0,785.0,239.0,785.0,4.0,4.0,4.0,342.0,4.0
2015,101917.0,101917014.0,81.0,4.0,43.0,12.0,4.0,12.0,60.0,13.0
2015,101917.0,101917055.0,24.0,4.0,4.0,4.0,4.0,4.0,21.0,5.0
2015,101920.0,101920132.0,247.0,4.0,4.0,163.0,135.0,28.0,151.0,13.0
2015,101814.0,101814103.0,358.0,4.0,4.0,231.0,10.0,213.0,354.0,10.0
2015,101814.0,101814102.0,522.0,4.0,4.0,245.0,4.0,227.0,515.0,12.0
2015,101920.0,101920128.0,287.0,4.0,4.0,128.0,68.0,60.0,138.0,5.0
2015,170902.0,170902003.0,4142.0,411.0,2257.0,135.0,4.0,131.0,125.0,207.0
2015,101915.0,101915106.0,621.0,30.0,4.0,27.0,4.0,26.0,110.0,35.0
2015,57905.0,57905303.0,683.0,75.0,4.0,406.0,373.0,4.0,629.0,17.0
2015,220908.0,220908117.0,551.0,10.0,4.0,105.0,4.0,104.0,304.0,43.0
2015,108912.0,108912010.0,290.0,92.0,260.0,8.0,4.0,8.0,285.0,7.0
2015,19907.0,19907107.0,402.0,4.0,4.0,11.0,4.0,10.0,386.0,17.0
2015,108906.0,108906130.0,646.0,7.0,4.0,405.0,398.0,5.0,621.0,47.0
2015,57905.0,57905074.0,532.0,43.0,111.0,154.0,4.0,143.0,498.0,73.0
2015,14908.0,14908101.0,368.0,4.0,4.0,45.0,4.0,45.0,136.0,24.0
2015,57905.0,57905054.0,1084.0,161.0,285.0,587.0,4.0,507.0,944.0,83.0
2015,43910.0,43910117.0,617.0,47.0,4.0,196.0,124.0,72.0,395.0,79.0
2015,221901.0,221901151.0,551.0,37.0,4.0,16.0,4.0,16.0,381.0,50.0
2015,174904.0,174904110.0,668.0,9.0,4.0,216.0,4.0,214.0,628.0,47.0
2015,57905.0,57905055.0,572.0,86.0,99.0,304.0,4.0,272.0,521.0,51.0
2015,57905.0,57905007.0,1719.0,225.0,950.0,894.0,4.0,806.0,1483.0,128.0
2015,13901.0,13901104.0,459.0,31.0,4.0,19.0,4.0,11.0,372.0,46.0
2015,57905.0,57905183.0,515.0,25.0,4.0,84.0,74.0,4.0,430.0,30.0
2015,71905.0,71905111.0,522.0,35.0,4.0,201.0,199.0,4.0,470.0,71.0
2015,101912.0,101912077.0,476.0,8.0,4.0,79.0,4.0,45.0,325.0,76.0
2015,57905.0,57905277.0,426.0,46.0,4.0,154.0,134.0,4.0,353.0,24.0
2015,57903.0,57903111.0,604.0,32.0,4.0,268.0,307.0,58.0,432.0,38.0
2015,57914.0,57914127.0,569.0,24.0,4.0,37.0,4.0,34.0,316.0,59.0
2015,101902.0,101902117.0,868.0,4.0,4.0,628.0,536.0,73.0,793.0,54.0
2015,101912.0,101912243.0,541.0,30.0,4.0,21.0,4.0,13.0,408.0,46.0
2015,101917.0,101917049.0,939.0,71.0,4.0,55.0,4.0,34.0,590.0,86.0
2015,166905.0,166905101.0,263.0,15.0,4.0,27.0,4.0,27.0,141.0,19.0
2015,166905.0,166905001.0,197.0,38.0,186.0,4.0,4.0,4.0,83.0,13.0
2015,166905.0,166905041.0,144.0,20.0,35.0,4.0,4.0,4.0,64.0,10.0
2015,14909.0,14909111.0,534.0,56.0,4.0,18.0,4.0,18.0,364.0,54.0
2015,15915.0,15915149.0,700.0,35.0,4.0,130.0,4.0,108.0,317.0,78.0
2015,220901.0,220901114.0,964.0,11.0,4.0,663.0,457.0,205.0,907.0,55.0
2015,101907.0,101907050.0,1391.0,27.0,458.0,164.0,4.0,150.0,1012.0,113.0
2015,101920.0,101920123.0,376.0,4.0,4.0,166.0,100.0,67.0,197.0,34.0
2015,15910.0,15910126.0,812.0,32.0,4.0,40.0,4.0,36.0,307.0,80.0
2015,246912.0,246912101.0,306.0,16.0,4.0,15.0,4.0,15.0,119.0,32.0
2015,246912.0,246912001.0,209.0,20.0,196.0,4.0,4.0,4.0,49.0,16.0
2015,246912.0,246912042.0,140.0,18.0,73.0,4.0,4.0,4.0,46.0,13.0
2015,149902.0,149902101.0,419.0,39.0,4.0,23.0,4.0,23.0,265.0,41.0
2015,149902.0,149902001.0,298.0,21.0,238.0,5.0,4.0,5.0,161.0,29.0
2015,72901.0,72901101.0,90.0,4.0,4.0,29.0,4.0,29.0,75.0,4.0
2015,224901.0,224901001.0,195.0,12.0,61.0,4.0,4.0,4.0,92.0,16.0
2015,95905.0,95905109.0,532.0,12.0,4.0,103.0,103.0,4.0,491.0,15.0
2015,57916.0,57916146.0,709.0,5.0,4.0,154.0,4.0,154.0,651.0,80.0
2015,79907.0,79907012.0,1242.0,8.0,858.0,69.0,4.0,62.0,784.0,132.0
2015,57910.0,57910129.0,591.0,40.0,4.0,171.0,136.0,34.0,412.0,30.0
2015,43914.0,43914107.0,613.0,65.0,4.0,97.0,4.0,94.0,76.0,48.0
2015,101910.0,101910111.0,739.0,29.0,4.0,226.0,95.0,126.0,647.0,49.0
2015,158902.0,158902001.0,245.0,21.0,227.0,4.0,4.0,4.0,145.0,16.0
2015,158902.0,158902041.0,192.0,23.0,4.0,4.0,4.0,4.0,130.0,14.0
2015,59901.0,59901106.0,326.0,9.0,4.0,64.0,37.0,24.0,299.0,21.0
2015,71905.0,71905132.0,683.0,46.0,4.0,111.0,146.0,4.0,461.0,67.0
2015,101912.0,101912279.0,453.0,45.0,4.0,257.0,225.0,4.0,380.0,32.0
