YEAR,CAMPUS ID,HIGH SCHOOL STUDENTS,NOT FOUND,NOT TRACKABLE
2015,241902001.0,59,13,2
2015,,0,0,0
2015,241903001.0,250,112,9
2015,,0,0,0
2015,241906001.0,29,8,1
2015,,0,0,0
2015,241904001.0,113,45,6
2015,,0,0,0
2015,242902001.0,34,22,0
2015,,0,0,0
2015,242903001.0,36,20,5
2015,,0,0,0
2015,243901001.0,216,127,2
2015,,0,0,0
2015,243906001.0,53,34,1
2015,,0,0,0
2015,243903001.0,121,67,0
2015,,0,0,0
2015,243905006.0,73,69,1
2015,,0,0,0
2015,243905001.0,174,107,5
2015,,0,0,0
2015,243905002.0,421,193,6
2015,,0,0,0
2015,243905004.0,280,172,12
2015,,0,0,0
2015,244903001.0,133,68,2
2015,,0,0,0
2015,245902001.0,121,50,5
2015,,0,0,0
2015,245903001.0,125,54,0
2015,,0,0,0
2015,246902001.0,76,37,1
2015,,0,0,0
2015,246904002.0,51,41,1
2015,,0,0,0
2015,246904004.0,334,164,22
2015,,0,0,0
2015,246904001.0,384,152,5
2015,,0,0,0
2015,246905001.0,41,17,1
2015,,0,0,0
2015,246906001.0,383,177,10
2015,,0,0,0
2015,246907001.0,66,38,4
2015,,0,0,0
2015,246913002.0,417,126,7
2015,,0,0,0
2015,246913001.0,448,178,15
2015,,0,0,0
2015,246913011.0,65,48,3
2015,,0,0,0
2015,246913004.0,481,187,19
2015,,0,0,0
2015,246913005.0,422,155,6
2015,,0,0,0
2015,246913003.0,411,133,11
2015,,0,0,0
2015,246908001.0,240,115,4
2015,,0,0,0
2015,246909008.0,598,208,13
2015,,0,0,0
2015,246909004.0,516,152,24
2015,,0,0,0
2015,246909001.0,604,176,14
2015,,0,0,0
2015,246909007.0,472,182,21
2015,,0,0,0
2015,246909011.0,277,215,38
2015,,0,0,0
2015,246909003.0,599,164,27
2015,,0,0,0
2015,246911001.0,236,111,17
2015,,0,0,0
2015,246912001.0,43,15,1
2015,,0,0,0
2015,247901001.0,279,148,4
2015,,0,0,0
2015,247903001.0,239,99,2
2015,,0,0,0
2015,247904001.0,53,21,0
2015,,0,0,0
2015,247906001.0,57,25,2
2015,,0,0,0
2015,248901001.0,85,47,3
2015,,0,0,0
2015,249901001.0,56,28,0
2015,,0,0,0
2015,249902001.0,91,52,4
2015,,0,0,0
2015,249903001.0,142,70,11
2015,,0,0,0
2015,249904001.0,39,19,1
2015,,0,0,0
2015,249905001.0,200,80,10
2015,,0,0,0
2015,249906001.0,87,31,0
2015,,0,0,0
2015,250906001.0,69,37,0
2015,,0,0,0
2015,250902001.0,50,34,0
2015,,0,0,0
2015,250903001.0,111,52,4
2015,,0,0,0
2015,250904001.0,76,44,3
2015,,0,0,0
2015,250907001.0,87,36,1
2015,,0,0,0
2015,251901001.0,91,37,5
2015,,0,0,0
2015,251902001.0,32,10,2
2015,,0,0,0
2015,252901001.0,130,45,8
2015,,0,0,0
2015,252901002.0,35,29,3
2015,,0,0,0
2015,252903001.0,44,17,1
2015,,0,0,0
2015,253901001.0,193,96,17
2015,,0,0,0
2015,254901001.0,90,44,0
2015,,0,0,0
2015,,0,0,0
2015,,0,0,0
2016,1902001.0,45,24,0
2016,,0,0,0
2016,1903001.0,74,41,0
2016,,0,0,0
2016,1904001.0,50,20,1
2016,,0,0,0
2016,1906002.0,35,14,1
2016,,0,0,0
2016,1907001.0,178,103,8
2016,,0,0,0
2016,1908002.0,103,53,0
2016,,0,0,0
2016,2901002.0,56,44,7
2016,,0,0,0
2016,2901001.0,196,95,5
2016,,0,0,0
2016,3907001.0,95,58,1
2016,,0,0,0
2016,3905001.0,122,49,5
2016,,0,0,0
2016,3902001.0,161,69,1
2016,,0,0,0
2016,3904001.0,125,58,2
2016,,0,0,0
2016,3904005.0,34,30,1
2016,,0,0,0
2016,3903001.0,454,195,17
2016,,0,0,0
2016,3903004.0,56,48,5
2016,,0,0,0
2016,3801001.0,42,20,1
2016,,0,0,0
2016,3906001.0,31,19,0
2016,,0,0,0
2016,4901001.0,218,97,7
2016,,0,0,0
2016,5901001.0,32,13,0
2016,,0,0,0
2016,5902001.0,57,26,0
2016,,0,0,0
2016,5904001.0,46,15,1
2016,,0,0,0
2016,6902001.0,29,15,0
2016,,0,0,0
2016,7901001.0,26,13,0
2016,,0,0,0
2016,7902001.0,104,50,0
2016,,0,0,0
2016,7904001.0,130,72,2
2016,,0,0,0
2016,7905001.0,226,131,2
2016,,0,0,0
2016,7905005.0,28,28,0
2016,,0,0,0
2016,7906001.0,110,68,0
2016,,0,0,0
2016,8901001.0,136,45,2
2016,,0,0,0
2016,8903001.0,63,29,2
2016,,0,0,0
2016,8902001.0,210,108,11
2016,,0,0,0
2016,9901001.0,73,36,5
2016,,0,0,0
2016,10902001.0,176,101,2
2016,,0,0,0
2016,10901001.0,29,10,1
2016,,0,0,0
2016,11901001.0,287,145,5
2016,,0,0,0
2016,11901002.0,324,140,26
2016,,0,0,0
2016,11901022.0,110,99,5
2016,,0,0,0
2016,11902001.0,287,146,15
2016,,0,0,0
2016,11902004.0,26,22,4
2016,,0,0,0
2016,11904002.0,133,78,1
2016,,0,0,0
2016,12901001.0,38,16,1
2016,,0,0,0
2016,13901001.0,210,121,1
2016,,0,0,0
2016,13903001.0,28,14,0
2016,,0,0,0
2016,13905001.0,58,29,1
2016,,0,0,0
2016,14901001.0,83,33,2
2016,,0,0,0
2016,14903001.0,656,313,19
2016,,0,0,0
2016,14903005.0,103,50,1
2016,,0,0,0
2016,14905001.0,34,16,1
2016,,0,0,0
2016,14906002.0,539,259,15
2016,,0,0,0
2016,14906007.0,565,273,13
2016,,0,0,0
2016,14906001.0,436,254,10
2016,,0,0,0
2016,14906006.0,143,119,1
2016,,0,0,0
2016,14906008.0,420,251,12
2016,,0,0,0
2016,14804006.0,57,22,1
2016,,0,0,0
2016,14804005.0,46,26,1
2016,,0,0,0
2016,14801008.0,50,36,2
2016,,0,0,0
2016,14801007.0,87,73,1
2016,,0,0,0
2016,14801006.0,53,46,3
2016,,0,0,0
2016,14801005.0,55,46,1
2016,,0,0,0
2016,14801004.0,63,53,0
2016,,0,0,0
2016,14801003.0,51,44,0
2016,,0,0,0
2016,14801002.0,108,91,4
2016,,0,0,0
2016,14801001.0,68,64,0
2016,,0,0,0
2016,14907001.0,78,41,0
2016,,0,0,0
2016,14908001.0,113,42,3
2016,,0,0,0
2016,14909008.0,129,115,7
2016,,0,0,0
2016,14909002.0,365,172,8
2016,,0,0,0
2016,14910001.0,105,42,0
2016,,0,0,0
2016,15901001.0,380,182,10
2016,,0,0,0
2016,15830001.0,82,37,0
2016,,0,0,0
2016,15911001.0,697,407,22
2016,,0,0,0
2016,15905002.0,319,212,13
2016,,0,0,0
2016,15905003.0,253,151,10
2016,,0,0,0
2016,15914001.0,92,45,2
2016,,0,0,0
2016,15802001.0,32,25,0
2016,,0,0,0
2016,15904004.0,182,163,8
2016,,0,0,0
2016,15904001.0,403,178,7
2016,,0,0,0
2016,15904002.0,373,177,11
2016,,0,0,0
2016,15828001.0,36,8,1
2016,,0,0,0
2016,15828005.0,28,4,2
2016,,0,0,0
2016,15828003.0,56,14,4
2016,,0,0,0
2016,15833001.0,39,21,1
2016,,0,0,0
2016,15822001.0,51,28,3
2016,,0,0,0
2016,15916009.0,100,25,1
2016,,0,0,0
2016,15916001.0,732,454,8
2016,,0,0,0
2016,15916003.0,112,93,6
2016,,0,0,0
2016,15916008.0,503,337,15
2016,,0,0,0
2016,15826001.0,114,36,5
2016,,0,0,0
2016,15913001.0,35,25,0
2016,,0,0,0
2016,15910008.0,199,173,5
2016,,0,0,0
2016,15910003.0,708,285,20
2016,,0,0,0
2016,15910009.0,115,48,3
2016,,0,0,0
2016,15910014.0,697,241,22
2016,,0,0,0
2016,15910001.0,548,283,31
2016,,0,0,0
2016,15910002.0,517,275,12
2016,,0,0,0
2016,15910005.0,682,368,10
2016,,0,0,0
2016,15910007.0,786,257,37
2016,,0,0,0
2016,15910004.0,612,372,23
2016,,0,0,0
2016,15915023.0,636,227,24
2016,,0,0,0
2016,15915024.0,603,281,8
2016,,0,0,0
2016,15915011.0,316,262,3
2016,,0,0,0
2016,15915005.0,622,267,22
2016,,0,0,0
2016,15915006.0,188,31,4
2016,,0,0,0
2016,15915001.0,584,290,22
2016,,0,0,0
2016,15915002.0,601,329,19
2016,,0,0,0
2016,15915003.0,598,314,13
2016,,0,0,0
2016,15915016.0,693,265,9
2016,,0,0,0
2016,15915013.0,57,56,1
2016,,0,0,0
2016,15915022.0,578,315,12
2016,,0,0,0
2016,15915007.0,634,303,8
2016,,0,0,0
2016,15915019.0,728,354,6
2016,,0,0,0
2016,15801003.0,31,26,0
2016,,0,0,0
2016,15801001.0,68,60,2
2016,,0,0,0
2016,15906001.0,118,59,0
2016,,0,0,0
2016,15907001.0,445,249,16
2016,,0,0,0
2016,15907002.0,265,141,12
2016,,0,0,0
2016,15907024.0,84,74,4
2016,,0,0,0
2016,15907003.0,350,185,26
2016,,0,0,0
2016,15907004.0,71,12,3
2016,,0,0,0
2016,15907005.0,295,168,12
2016,,0,0,0
2016,15907006.0,180,118,2
2016,,0,0,0
2016,15907007.0,351,187,12
2016,,0,0,0
2016,15907008.0,315,187,21
2016,,0,0,0
2016,15907014.0,40,37,1
2016,,0,0,0
2016,15907022.0,82,23,4
2016,,0,0,0
2016,15907023.0,35,15,0
2016,,0,0,0
2016,15820001.0,37,32,0
2016,,0,0,0
2016,15806003.0,30,21,3
2016,,0,0,0
2016,15827001.0,66,37,1
2016,,0,0,0
2016,15909007.0,26,23,1
2016,,0,0,0
2016,15909001.0,235,113,5
2016,,0,0,0
2016,15908001.0,493,249,18
2016,,0,0,0
2016,15917001.0,344,198,7
2016,,0,0,0
2016,15912011.0,65,56,3
2016,,0,0,0
2016,15912001.0,765,445,32
2016,,0,0,0
2016,15807004.0,28,19,1
2016,,0,0,0
2016,16902001.0,67,35,4
2016,,0,0,0
2016,16901001.0,55,21,2
2016,,0,0,0
2016,18901001.0,61,26,0
2016,,0,0,0
2016,18902001.0,35,11,2
2016,,0,0,0
2016,18904001.0,42,11,1
2016,,0,0,0
2016,19901001.0,56,38,0
2016,,0,0,0
2016,19902002.0,68,41,0
2016,,0,0,0
2016,19908001.0,153,99,1
2016,,0,0,0
2016,19903001.0,39,26,0
2016,,0,0,0
2016,19905001.0,73,40,1
2016,,0,0,0
2016,19912001.0,139,74,1
2016,,0,0,0
2016,19906001.0,84,41,0
2016,,0,0,0
2016,19909001.0,40,18,0
2016,,0,0,0
2016,19907003.0,91,81,1
2016,,0,0,0
2016,19907002.0,347,181,7
2016,,0,0,0
2016,20901001.0,533,232,23
2016,,0,0,0
2016,20901005.0,126,106,4
2016,,0,0,0
2016,20901002.0,658,279,39
2016,,0,0,0
2016,20902001.0,433,203,10
2016,,0,0,0
2016,20905001.0,213,115,13
2016,,0,0,0
2016,20905002.0,536,203,15
2016,,0,0,0
2016,20905006.0,53,42,3
2016,,0,0,0
2016,20907001.0,187,94,3
2016,,0,0,0
2016,20904001.0,46,15,0
2016,,0,0,0
2016,20908007.0,559,177,15
2016,,0,0,0
2016,20908004.0,72,62,2
2016,,0,0,0
2016,20908001.0,661,254,16
2016,,0,0,0
2016,20908009.0,165,57,13
2016,,0,0,0
2016,20906002.0,120,52,3
2016,,0,0,0
2016,21902003.0,51,10,1
2016,,0,0,0
2016,21902002.0,290,155,17
2016,,0,0,0
2016,21902017.0,160,134,12
2016,,0,0,0
2016,21902001.0,395,181,27
2016,,0,0,0
2016,21901001.0,395,169,15
2016,,0,0,0
2016,21901003.0,348,111,19
2016,,0,0,0
2016,22901001.0,69,29,1
2016,,0,0,0
2016,24901001.0,99,55,0
2016,,0,0,0
2016,25901001.0,80,48,2
2016,,0,0,0
2016,25902003.0,39,34,1
2016,,0,0,0
2016,25902001.0,165,79,1
2016,,0,0,0
2016,25909001.0,78,23,0
2016,,0,0,0
2016,26901001.0,115,54,9
2016,,0,0,0
2016,26903002.0,35,18,0
2016,,0,0,0
2016,27903001.0,205,112,5
2016,,0,0,0
2016,27903003.0,37,32,1
2016,,0,0,0
2016,27904001.0,256,138,13
2016,,0,0,0
2016,28902001.0,305,189,14
2016,,0,0,0
2016,28902038.0,29,26,1
2016,,0,0,0
2016,28903001.0,89,56,1
2016,,0,0,0
2016,29901001.0,240,109,5
2016,,0,0,0
2016,29901003.0,35,33,1
2016,,0,0,0
2016,30902001.0,93,36,0
2016,,0,0,0
2016,31901008.0,106,17,2
2016,,0,0,0
2016,31901006.0,38,30,1
2016,,0,0,0
2016,31901001.0,509,179,33
2016,,0,0,0
2016,31901127.0,68,52,10
2016,,0,0,0
2016,31901007.0,416,190,26
2016,,0,0,0
2016,31901003.0,437,205,33
2016,,0,0,0
2016,31901002.0,395,198,49
2016,,0,0,0
2016,31901004.0,486,219,32
2016,,0,0,0
2016,31901009.0,569,145,20
2016,,0,0,0
2016,31903005.0,77,19,1
2016,,0,0,0
2016,31903001.0,606,285,26
2016,,0,0,0
2016,31903002.0,479,226,11
2016,,0,0,0
2016,31903003.0,68,52,5
2016,,0,0,0
2016,31905002.0,32,25,2
2016,,0,0,0
2016,31905001.0,227,84,10
2016,,0,0,0
2016,31906001.0,728,377,28
2016,,0,0,0
2016,31909001.0,157,64,21
2016,,0,0,0
2016,31911001.0,136,59,3
2016,,0,0,0
2016,31912009.0,87,75,6
2016,,0,0,0
2016,31912001.0,595,264,31
2016,,0,0,0
2016,31913001.0,49,22,6
2016,,0,0,0
2016,31914001.0,71,29,5
2016,,0,0,0
2016,31916003.0,86,28,0
2016,,0,0,0
2016,31916001.0,130,19,4
2016,,0,0,0
2016,31916004.0,201,33,3
2016,,0,0,0
2016,31916005.0,179,42,5
2016,,0,0,0
2016,32902002.0,172,75,10
2016,,0,0,0
2016,33902001.0,50,18,0
2016,,0,0,0
2016,34901001.0,134,70,3
2016,,0,0,0
2016,34903001.0,76,41,2
2016,,0,0,0
2016,34905002.0,64,33,0
2016,,0,0,0
2016,34907001.0,68,42,0
2016,,0,0,0
2016,35901001.0,64,28,4
2016,,0,0,0
2016,36901001.0,88,41,1
2016,,0,0,0
2016,36902001.0,314,117,3
2016,,0,0,0
2016,36903001.0,97,40,6
2016,,0,0,0
2016,37901001.0,47,15,2
2016,,0,0,0
2016,37904002.0,261,115,24
2016,,0,0,0
2016,37908001.0,39,18,7
2016,,0,0,0
2016,37907002.0,118,55,2
2016,,0,0,0
2016,38901001.0,66,41,0
2016,,0,0,0
2016,39902001.0,71,30,0
2016,,0,0,0
2016,39903001.0,37,22,0
2016,,0,0,0
2016,42901001.0,47,27,0
2016,,0,0,0
2016,43901001.0,"1,519",685,33
2016,,0,0,0
2016,43902001.0,188,101,4
2016,,0,0,0
2016,43917001.0,42,25,0
2016,,0,0,0
2016,43903001.0,173,77,5
2016,,0,0,0
2016,43918001.0,108,51,3
2016,,0,0,0
2016,43904001.0,77,40,2
2016,,0,0,0
2016,43905002.0,443,165,4
2016,,0,0,0
2016,43905001.0,531,246,21
2016,,0,0,0
2016,43905007.0,407,165,9
2016,,0,0,0
2016,43905009.0,310,141,15
2016,,0,0,0
2016,43905006.0,437,166,10
2016,,0,0,0
2016,43905008.0,335,158,16
2016,,0,0,0
2016,43905005.0,523,254,7
2016,,0,0,0
2016,43919001.0,293,141,12
2016,,0,0,0
2016,43907007.0,694,308,31
2016,,0,0,0
2016,43907002.0,535,231,34
2016,,0,0,0
2016,43907004.0,503,256,21
2016,,0,0,0
2016,43908001.0,122,56,2
2016,,0,0,0
2016,43910006.0,"1,156",390,112
2016,,0,0,0
2016,43910008.0,69,18,9
2016,,0,0,0
2016,43910001.0,"1,381",445,90
2016,,0,0,0
2016,43910010.0,"1,341",475,107
2016,,0,0,0
2016,43911001.0,227,131,13
2016,,0,0,0
2016,43912001.0,436,223,5
2016,,0,0,0
2016,43914004.0,72,50,10
2016,,0,0,0
2016,43914003.0,396,184,11
2016,,0,0,0
2016,43914001.0,481,174,17
2016,,0,0,0
2016,44902001.0,44,22,1
2016,,0,0,0
2016,45902001.0,97,48,5
2016,,0,0,0
2016,45903001.0,70,25,5
2016,,0,0,0
2016,45905002.0,40,15,1
2016,,0,0,0
2016,46902001.0,480,253,13
2016,,0,0,0
2016,46902003.0,190,119,5
2016,,0,0,0
2016,46902201.0,142,121,10
2016,,0,0,0
2016,46902007.0,49,17,0
2016,,0,0,0
2016,46902002.0,545,177,10
2016,,0,0,0
2016,46901001.0,474,236,18
2016,,0,0,0
2016,46901038.0,113,104,5
2016,,0,0,0
2016,47901001.0,87,35,6
2016,,0,0,0
2016,47902001.0,36,16,0
2016,,0,0,0
2016,49905001.0,76,36,0
2016,,0,0,0
2016,49906001.0,37,10,0
2016,,0,0,0
2016,49901001.0,171,96,18
2016,,0,0,0
2016,49907001.0,37,10,0
2016,,0,0,0
2016,49902001.0,35,12,0
2016,,0,0,0
2016,49903001.0,53,21,0
2016,,0,0,0
2016,50910001.0,490,284,2
2016,,0,0,0
2016,50910005.0,40,39,0
2016,,0,0,0
2016,50902001.0,177,83,4
2016,,0,0,0
2016,52901001.0,74,37,1
2016,,0,0,0
2016,53001001.0,46,26,2
2016,,0,0,0
2016,54901001.0,30,10,0
2016,,0,0,0
2016,54903001.0,28,11,0
2016,,0,0,0
2016,55901001.0,38,16,0
2016,,0,0,0
2016,56901001.0,93,44,3
2016,,0,0,0
2016,57829001.0,71,31,7
2016,,0,0,0
2016,57832001.0,42,37,3
2016,,0,0,0
2016,57903006.0,423,166,29
2016,,0,0,0
2016,57903010.0,65,13,5
2016,,0,0,0
2016,57903003.0,58,44,10
2016,,0,0,0
2016,57903007.0,208,77,13
2016,,0,0,0
2016,57903002.0,393,171,27
2016,,0,0,0
2016,57903001.0,456,212,42
2016,,0,0,0
2016,57904003.0,90,23,1
2016,,0,0,0
2016,57904001.0,505,242,12
2016,,0,0,0
2016,57922001.0,799,314,50
2016,,0,0,0
2016,57922003.0,97,31,4
2016,,0,0,0
2016,57804006.0,208,168,29
2016,,0,0,0
2016,57804005.0,141,115,11
2016,,0,0,0
2016,57804003.0,153,110,33
2016,,0,0,0
2016,57804004.0,181,141,28
2016,,0,0,0
2016,57804001.0,263,207,30
2016,,0,0,0
2016,57804002.0,414,302,53
2016,,0,0,0
2016,57804007.0,138,112,12
2016,,0,0,0
2016,57804008.0,74,61,9
2016,,0,0,0
2016,57804010.0,120,92,14
2016,,0,0,0
2016,57804009.0,114,94,9
2016,,0,0,0
2016,57804011.0,98,81,7
2016,,0,0,0
2016,57905003.0,97,29,2
2016,,0,0,0
2016,57905034.0,220,129,11
2016,,0,0,0
2016,57905001.0,376,165,45
2016,,0,0,0
2016,57905023.0,190,91,16
2016,,0,0,0
2016,57905090.0,57,6,9
2016,,0,0,0
2016,57905028.0,221,105,40
2016,,0,0,0
2016,57905013.0,100,56,10
2016,,0,0,0
2016,57905017.0,271,140,53
2016,,0,0,0
2016,57905006.0,245,100,33
2016,,0,0,0
2016,57905035.0,64,22,1
2016,,0,0,0
2016,57905032.0,71,39,5
2016,,0,0,0
2016,57905389.0,34,24,3
2016,,0,0,0
2016,57905038.0,98,20,8
2016,,0,0,0
2016,57905008.0,255,115,26
2016,,0,0,0
2016,57905085.0,83,15,7
2016,,0,0,0
2016,57905012.0,170,97,28
2016,,0,0,0
2016,57905009.0,119,67,6
2016,,0,0,0
2016,57905005.0,415,168,67
2016,,0,0,0
2016,57905024.0,247,112,36
2016,,0,0,0
2016,57905037.0,71,15,6
2016,,0,0,0
2016,57905039.0,60,22,1
2016,,0,0,0
2016,57905033.0,111,19,6
2016,,0,0,0
2016,57905036.0,130,28,5
2016,,0,0,0
2016,57905026.0,89,27,2
2016,,0,0,0
2016,57905015.0,277,167,28
2016,,0,0,0
2016,57905025.0,"1,023",428,118
2016,,0,0,0
2016,57905016.0,213,118,19
2016,,0,0,0
2016,57905018.0,414,163,70
2016,,0,0,0
2016,57905007.0,298,102,93
2016,,0,0,0
2016,57905088.0,103,24,12
2016,,0,0,0
2016,57905002.0,318,132,56
2016,,0,0,0
2016,57905021.0,460,198,44
2016,,0,0,0
2016,57905014.0,316,168,52
2016,,0,0,0
2016,57905380.0,176,91,11
2016,,0,0,0
2016,57905022.0,372,148,29
2016,,0,0,0
2016,57906001.0,609,282,13
2016,,0,0,0
2016,57906003.0,48,39,1
2016,,0,0,0
2016,57907001.0,799,314,35
2016,,0,0,0
2016,57907004.0,73,58,6
2016,,0,0,0
2016,57806101.0,32,15,3
2016,,0,0,0
2016,57834003.0,49,44,2
2016,,0,0,0
2016,57834001.0,140,104,16
2016,,0,0,0
2016,57834004.0,35,26,1
2016,,0,0,0
2016,57817101.0,43,24,1
2016,,0,0,0
2016,57909002.0,605,267,43
2016,,0,0,0
2016,57909005.0,512,197,24
2016,,0,0,0
2016,57909006.0,198,158,21
2016,,0,0,0
2016,57909004.0,521,184,42
2016,,0,0,0
2016,57909008.0,523,214,26
2016,,0,0,0
2016,57909009.0,635,272,32
2016,,0,0,0
2016,57909003.0,454,257,58
2016,,0,0,0
2016,57909010.0,667,270,38
2016,,0,0,0
2016,57831002.0,29,14,1
2016,,0,0,0
2016,57910009.0,208,165,22
2016,,0,0,0
2016,57910002.0,424,201,34
2016,,0,0,0
2016,57910010.0,338,125,30
2016,,0,0,0
2016,57910003.0,713,326,33
2016,,0,0,0
2016,57911001.0,482,278,8
2016,,0,0,0
2016,57830002.0,71,33,7
2016,,0,0,0
2016,57848003.0,58,18,7
2016,,0,0,0
2016,57912005.0,240,165,45
2016,,0,0,0
2016,57912002.0,437,183,83
2016,,0,0,0
2016,57912006.0,381,134,44
2016,,0,0,0
2016,57912003.0,550,214,62
2016,,0,0,0
2016,57912004.0,535,230,75
2016,,0,0,0
2016,57913001.0,399,214,8
2016,,0,0,0
2016,57807002.0,93,33,1
2016,,0,0,0
2016,57807001.0,93,26,6
2016,,0,0,0
2016,57914005.0,470,175,9
2016,,0,0,0
2016,57914656.0,151,120,8
2016,,0,0,0
2016,57914001.0,561,259,32
2016,,0,0,0
2016,57914002.0,585,280,37
2016,,0,0,0
2016,57914004.0,401,155,9
2016,,0,0,0
2016,57914003.0,407,213,30
2016,,0,0,0
2016,57803002.0,118,32,7
2016,,0,0,0
2016,57803007.0,57,17,6
2016,,0,0,0
2016,57803005.0,35,15,1
2016,,0,0,0
2016,57803010.0,100,20,18
2016,,0,0,0
2016,57803009.0,62,15,8
2016,,0,0,0
2016,57803004.0,93,18,19
2016,,0,0,0
2016,57916005.0,532,203,41
2016,,0,0,0
2016,57916002.0,496,226,44
2016,,0,0,0
2016,57916004.0,508,200,54
2016,,0,0,0
2016,57916003.0,566,198,60
2016,,0,0,0
2016,57840001.0,226,44,6
2016,,0,0,0
2016,57919001.0,103,33,1
2016,,0,0,0
2016,57828001.0,44,36,3
2016,,0,0,0
2016,57828002.0,62,48,4
2016,,0,0,0
2016,57828003.0,71,39,9
2016,,0,0,0
2016,57828004.0,41,28,4
2016,,0,0,0
2016,57828005.0,75,62,3
2016,,0,0,0
2016,58906001.0,90,43,0
2016,,0,0,0
2016,62901001.0,134,74,3
2016,,0,0,0
2016,62903001.0,90,44,4
2016,,0,0,0
2016,62904001.0,31,15,0
2016,,0,0,0
2016,59901004.0,41,33,3
2016,,0,0,0
2016,59901001.0,223,119,15
2016,,0,0,0
2016,60902001.0,47,25,1
2016,,0,0,0
2016,61910001.0,166,62,3
2016,,0,0,0
2016,61907001.0,153,76,9
2016,,0,0,0
2016,61901003.0,460,189,45
2016,,0,0,0
2016,61901039.0,47,26,4
2016,,0,0,0
2016,61901007.0,516,174,38
2016,,0,0,0
2016,61901002.0,518,226,56
2016,,0,0,0
2016,61905001.0,127,58,6
2016,,0,0,0
2016,61912001.0,303,135,10
2016,,0,0,0
2016,61902010.0,784,332,23
2016,,0,0,0
2016,61902008.0,787,275,47
2016,,0,0,0
2016,61902005.0,211,159,31
2016,,0,0,0
2016,61902001.0,957,426,111
2016,,0,0,0
2016,61902002.0,792,310,34
2016,,0,0,0
2016,61902004.0,450,216,17
2016,,0,0,0
2016,61914001.0,392,183,31
2016,,0,0,0
2016,61911007.0,563,265,17
2016,,0,0,0
2016,61911001.0,601,301,13
2016,,0,0,0
2016,61903001.0,95,48,4
2016,,0,0,0
2016,61906001.0,100,45,2
2016,,0,0,0
2016,61908001.0,177,91,17
2016,,0,0,0
2016,64903001.0,156,76,0
2016,,0,0,0
2016,65901001.0,28,11,0
2016,,0,0,0
2016,66903002.0,43,23,0
2016,,0,0,0
2016,66902001.0,71,31,0
2016,,0,0,0
2016,67902001.0,58,18,1
2016,,0,0,0
2016,67903001.0,65,28,2
2016,,0,0,0
2016,68901011.0,68,17,7
2016,,0,0,0
2016,68901002.0,716,328,24
2016,,0,0,0
2016,68901003.0,730,346,28
2016,,0,0,0
2016,71906001.0,35,18,3
2016,,0,0,0
2016,71907001.0,397,213,24
2016,,0,0,0
2016,71907003.0,50,15,1
2016,,0,0,0
2016,71901001.0,130,46,8
2016,,0,0,0
2016,71901009.0,79,18,6
2016,,0,0,0
2016,71901004.0,341,160,19
2016,,0,0,0
2016,71901002.0,178,67,14
2016,,0,0,0
2016,71804001.0,106,83,4
2016,,0,0,0
2016,71804002.0,94,75,3
2016,,0,0,0
2016,71902001.0,379,188,9
2016,,0,0,0
2016,71902002.0,304,139,19
2016,,0,0,0
2016,71902003.0,206,80,18
2016,,0,0,0
2016,71902004.0,278,115,9
2016,,0,0,0
2016,71902012.0,410,159,12
2016,,0,0,0
2016,71902020.0,78,62,8
2016,,0,0,0
2016,71902005.0,576,177,23
2016,,0,0,0
2016,71902006.0,334,129,13
2016,,0,0,0
2016,71902010.0,607,230,15
2016,,0,0,0
2016,71902008.0,295,148,11
2016,,0,0,0
2016,71902009.0,223,115,11
2016,,0,0,0
2016,71902011.0,157,30,3
2016,,0,0,0
2016,71902015.0,91,22,0
2016,,0,0,0
2016,71903001.0,138,66,8
2016,,0,0,0
2016,71806001.0,57,14,6
2016,,0,0,0
2016,71803002.0,43,34,0
2016,,0,0,0
2016,71803001.0,40,32,1
2016,,0,0,0
2016,71904001.0,224,91,21
2016,,0,0,0
2016,71909004.0,551,205,18
2016,,0,0,0
2016,71909008.0,404,176,14
2016,,0,0,0
2016,71909005.0,920,392,21
2016,,0,0,0
2016,71909007.0,109,24,0
2016,,0,0,0
2016,71909002.0,642,235,11
2016,,0,0,0
2016,71909001.0,545,228,32
2016,,0,0,0
2016,71908001.0,103,54,9
2016,,0,0,0
2016,71905001.0,419,142,12
2016,,0,0,0
2016,71905008.0,442,174,14
2016,,0,0,0
2016,71905002.0,530,177,4
2016,,0,0,0
2016,71905007.0,383,136,9
2016,,0,0,0
2016,71905003.0,290,125,11
2016,,0,0,0
2016,71905033.0,119,99,8
2016,,0,0,0
2016,71905005.0,261,110,16
2016,,0,0,0
2016,71905010.0,53,37,3
2016,,0,0,0
2016,71905017.0,82,17,2
2016,,0,0,0
2016,71905004.0,303,123,6
2016,,0,0,0
2016,70903002.0,351,175,13
2016,,0,0,0
2016,70905002.0,159,87,8
2016,,0,0,0
2016,70907001.0,45,19,2
2016,,0,0,0
2016,70915001.0,79,36,0
2016,,0,0,0
2016,70908001.0,507,192,5
2016,,0,0,0
2016,70910001.0,67,28,1
2016,,0,0,0
2016,70911001.0,439,188,8
2016,,0,0,0
2016,70801002.0,63,33,11
2016,,0,0,0
2016,70912004.0,90,18,0
2016,,0,0,0
2016,70912002.0,419,197,8
2016,,0,0,0
2016,70912003.0,29,23,1
2016,,0,0,0
2016,72902001.0,72,38,0
2016,,0,0,0
2016,72802001.0,27,21,1
2016,,0,0,0
2016,72801101.0,66,50,0
2016,,0,0,0
2016,72801142.0,43,35,1
