YEAR,CAMPUS ID,CAMPUS NAME,DISTRICT ID,SAT PARTICIPATION RATE,SAT MATH,SAT ERW
2016,229903001,Woodville H S,229903,51.1,457.0,458.0
2016,229904001,Warren H S,229904,42.5,475.0,467.0
2016,229905001,Spurger H S,229905,27.3,448.0,425.0
2016,229906001,Chester H S,229906,72.7,408.0,395.0
2016,230901001,Big Sandy H S,230901,45.2,452.0,450.0
2016,230902002,Gilmer H S,230902,30.4,483.0,476.0
2016,230903001,Ore City H S,230903,6.8,480.0,463.0
2016,230904001,Union Hill H S,230904,5.6,,
2016,230905001,Harmony H S,230905,5.7,450.0,440.0
2016,230906001,New Diana H S,230906,6.3,563.0,558.0
2016,230908001,Union Grove H S,230908,11.4,420.0,446.0
2016,232901001,Knippa School,232901,60.0,560.0,534.0
2016,232902001,Sabinal H S,232902,43.6,481.0,465.0
2016,232903001,Uvalde H S,232903,93.4,381.0,364.0
2016,232904001,Utopia School,232904,41.7,480.0,482.0
2016,233901001,Del Rio H S,233901,51.1,470.0,455.0
2016,233903001,Comstock School,233903,41.2,490.0,491.0
2016,234801001,Ranch Academy,234801,16.2,493.0,547.0
2016,234902001,Canton H S,234902,57.4,502.0,507.0
2016,234903001,Edgewood H S,234903,37.3,512.0,499.0
2016,234904001,Grand Saline H S,234904,49.3,482.0,473.0
2016,234905001,Martins Mill H S,234905,64.1,492.0,488.0
2016,234906001,Van H S,234906,43.1,483.0,479.0
2016,234907002,Wills Point H S,234907,24.2,487.0,504.0
2016,234909001,Fruitvale H S,234909,3.0,,
2016,235901001,Bloomington H S,235901,30.6,419.0,416.0
2016,235902006,Liberty Academy,235902,33.3,472.0,514.0
2016,235902013,Victoria East H S,235902,32.3,473.0,470.0
2016,235902014,Victoria West H S,235902,43.2,471.0,467.0
2016,236801001,Raven School,236801,9.1,,
2016,236901002,New Waverly H S,236901,35.5,523.0,510.0
2016,236902002,Huntsville H S,236902,33.3,469.0,467.0
2016,236902008,Texas Online Preparatory H S,236902,62.1,523.0,517.0
2016,237902001,Hempstead H S,237902,28.2,471.0,460.0
2016,237904002,Waller H S,237904,41.4,468.0,462.0
2016,237905002,Royal H S,237905,37.1,426.0,407.0
2016,238902001,Monahans H S,238902,2.9,410.0,423.0
2016,239901001,Brenham H S,239901,47.4,511.0,504.0
2016,239903001,Burton H S,239903,47.8,441.0,433.0
2016,240503001,The Texas Academy Of International,240503,,540.0,513.0
2016,240801001,Gateway Academy-Townlake Charter H,240801,4.7,414.0,358.0
2016,240901001,Martin H S,240901,35.8,403.0,384.0
2016,240901002,Nixon H S,240901,43.0,399.0,394.0
2016,240901003,Dr Leo Cigarroa H S,240901,46.9,382.0,370.0
2016,240901008,Early College H S,240901,100.0,462.0,442.0
2016,240903001,United H S,240903,59.3,459.0,447.0
2016,240903002,United South H S,240903,49.3,427.0,423.0
2016,240903003,John B Alexander H S,240903,57.5,478.0,469.0
2016,240903009,Lyndon B Johnson,240903,49.9,408.0,392.0
2016,240904001,Bruni H S,240904,86.2,427.0,427.0
2016,241901001,Boling H S,241901,54.1,472.0,460.0
2016,241902001,East Bernard H S,241902,48.6,491.0,454.0
2016,241903001,El Campo H S,241903,44.8,465.0,458.0
2016,241904001,Wharton H S,241904,5.1,493.0,419.0
2016,241906001,Louise H S,241906,15.4,465.0,447.0
2016,242906001,Fort Elliott School,242906,18.2,505.0,545.0
2016,243901001,Burkburnett H S,243901,35.0,507.0,496.0
2016,243902001,Electra Junior/Senior High,243902,17.2,450.0,444.0
2016,243903001,Iowa Park H S,243903,8.8,508.0,485.0
2016,243905001,Hirschi H S,243905,42.9,478.0,471.0
2016,243905002,Rider H S,243905,46.5,514.0,506.0
2016,243905004,Wichita Falls H S,243905,50.6,465.0,457.0
2016,243905006,Harrell Accelerated Learning Cente,243905,5.5,390.0,373.0
2016,243906001,City View Junior/Senior High,243906,67.7,470.0,449.0
2016,244901001,Harrold School,244901,25.0,,
2016,244903001,Vernon H S,244903,4.3,522.0,524.0
2016,244905001,Northside School,244905,7.7,,
2016,245901001,Lasara H S,245901,39.1,408.0,366.0
2016,245902001,Lyford H S,245902,21.7,486.0,446.0
2016,245903001,Raymondville H S,245903,53.3,390.0,359.0
2016,245903004,Raymondville Options Academic Acad,245903,4.5,,
2016,245904002,San Perlita H S,245904,45.5,411.0,423.0
2016,246801001,Meridian World School Llc,246801,100.0,594.0,596.0
2016,246902001,Florence H S,246902,48.6,447.0,453.0
2016,246904001,Georgetown H S,246904,66.9,532.0,518.0
2016,246904002,Chip Richarte H S,246904,8.9,438.0,503.0
2016,246904004,East View H S,246904,56.1,494.0,488.0
2016,246905001,Granger School,246905,44.4,503.0,471.0
2016,246906001,Hutto H S,246906,53.3,477.0,468.0
2016,246907001,Jarrell H S,246907,50.6,466.0,457.0
2016,246908001,Liberty Hill H S,246908,68.1,525.0,515.0
2016,246909001,Round Rock H S,246909,100.0,517.0,506.0
2016,246909003,Westwood H S,246909,100.0,602.0,572.0
2016,246909004,McNeil H S,246909,100.0,523.0,502.0
2016,246909007,Stony Point H S,246909,100.0,454.0,446.0
2016,246909008,Cedar Ridge H S,246909,100.0,477.0,477.0
2016,246909011,Success H S,246909,26.8,376.0,374.0
2016,246911001,Taylor H S,246911,52.1,464.0,462.0
2016,246912001,Thrall H S,246912,43.9,501.0,476.0
2016,246913001,Leander H S,246913,59.9,534.0,526.0
2016,246913002,Cedar Park H S,246913,79.2,571.0,548.0
2016,246913003,Vista Ridge H S,246913,65.9,536.0,524.0
2016,246913004,Rouse H S,246913,58.3,523.0,520.0
2016,246913005,Vandegrift H S,246913,84.7,584.0,564.0
2016,246913011,New Hope H S,246913,4.1,455.0,525.0
2016,247901001,Floresville H S,247901,44.0,470.0,466.0
2016,247903001,La Vernia H S,247903,60.3,470.0,465.0
2016,247904001,Poth H S,247904,41.9,539.0,484.0
2016,247906001,Stockdale H S,247906,49.1,474.0,474.0
2016,248901001,Kermit H S,248901,2.4,430.0,445.0
2016,249901001,Alvord H S,249901,20.0,470.0,462.0
2016,249902001,Boyd H S,249902,29.9,491.0,491.0
2016,249903001,Bridgeport H S,249903,50.6,490.0,466.0
2016,249904001,Chico H S,249904,48.1,453.0,436.0
2016,249905001,Decatur H S,249905,36.7,493.0,480.0
2016,249906001,Paradise H S,249906,44.7,470.0,475.0
2016,249908001,Slidell Schools,249908,31.6,558.0,563.0
2016,250902001,Hawkins H S,250902,55.3,442.0,477.0
2016,250903001,Mineola H S,250903,45.2,444.0,434.0
2016,250904001,Quitman H S,250904,43.1,441.0,446.0
2016,250905001,Yantis School,250905,9.1,495.0,470.0
2016,250906001,Alba-Golden H S,250906,29.2,464.0,472.0
2016,250907001,Winnsboro H S,250907,4.4,460.0,423.0
2016,251901001,Denver City H S,251901,4.2,482.0,488.0
2016,251902001,Plains H S,251902,3.8,,
2016,252901001,Graham H S,252901,22.9,486.0,479.0
2016,253901001,Zapata H S,253901,2.2,538.0,502.0
2016,254901001,Crystal City H S,254901,26.2,403.0,416.0
2016,254902001,La Pryor H S,254902,11.1,478.0,455.0
2017,1902001,Cayuga H S,1902,36.7,505.0,519.0
2017,1903001,Elkhart H S,1903,43.8,500.0,530.0
2017,1904001,Frankston H S,1904,24.1,539.0,541.0
2017,1906002,Neches H S,1906,36.8,540.0,604.0
2017,1907001,Palestine H S,1907,31.1,511.0,511.0
2017,1908002,Westwood H S,1908,22.8,488.0,509.0
2017,1909001,Slocum H S,1909,44.0,493.0,521.0
2017,2901001,Andrews H S,2901,31.0,494.0,516.0
2017,3801001,Pineywoods Community Academy H S,3801,41.5,505.0,539.0
2017,3902001,Hudson H S,3902,64.4,548.0,543.0
2017,3903001,Lufkin H S,3903,88.7,480.0,471.0
2017,3904001,Huntington H S,3904,35.2,518.0,520.0
2017,3905001,Diboll H S,3905,44.5,514.0,495.0
2017,3906001,Zavalla H S,3906,39.1,500.0,526.0
2017,3907001,Central H S,3907,42.9,513.0,521.0
2017,4901001,Rockport-Fulton H S,4901,51.2,512.0,519.0
2017,5901001,Archer City H S,5901,22.2,542.0,555.0
2017,5902001,Holliday H S,5902,35.1,540.0,547.0
2017,5904001,Windthorst H S,5904,13.5,558.0,586.0
2017,6902001,Claude H S,6902,11.5,440.0,477.0
2017,7901001,Charlotte H S,7901,26.8,445.0,465.0
2017,7902001,Jourdanton H S,7902,32.6,508.0,526.0
2017,7904001,Lytle H S,7904,31.5,477.0,506.0
2017,7905001,Pleasanton H S,7905,63.5,477.0,489.0
2017,7906001,Poteet H S,7906,38.5,474.0,500.0
2017,8901001,Bellville H S,8901,56.5,545.0,540.0
2017,8902001,Sealy H S,8902,36.7,506.0,509.0
2017,8903001,Brazos H S,8903,58.8,507.0,510.0
2017,9901001,Muleshoe H S,9901,3.9,593.0,597.0
2017,10901001,Medina School,10901,88.9,475.0,536.0
2017,10902001,Bandera H S,10902,55.0,530.0,535.0
2017,11901001,Bastrop H S,11901,52.2,496.0,516.0
2017,11901002,Cedar Creek H S,11901,53.0,504.0,503.0
2017,11902001,Elgin H S,11902,96.2,465.0,465.0
2017,11902004,Phoenix H S,11902,32.1,428.0,448.0
2017,11904002,Smithville H S,11904,38.7,497.0,504.0
2017,12901001,Seymour H S,12901,12.5,547.0,515.0
2017,13901001,A C Jones H S,13901,23.2,489.0,504.0
2017,13903001,Pettus Secondary,13903,15.4,525.0,553.0
2017,13905001,Skidmore-Tynan H S,13905,22.4,587.0,618.0
2017,14801001,Richard Milburn Alter H S (Killeen,14801,5.4,448.0,420.0
2017,14801002,Richard Milburn Academy Odessa,14801,2.9,433.0,453.0
2017,14801003,Richard Milburn Academy Midland,14801,2.2,,
2017,14801004,Richard Milburn Academy Lubbock,14801,3.0,515.0,595.0
2017,14801005,Richard Milburn Academy Houston (S,14801,1.9,,
2017,14801006,Richard Milburn Academy Fort Worth,14801,2.7,435.0,365.0
2017,14801007,Richard Milburn Academy Corpus Chr,14801,7.5,441.0,496.0
2017,14803101,Temple Charter Academy,14803,25.0,500.0,570.0
2017,14804005,Gateway Tech H S,14804,24.1,579.0,586.0
2017,14804006,Gateway College Preparatory School,14804,82.5,535.0,585.0
2017,14901001,Academy H S,14901,54.8,527.0,535.0
2017,14902001,Bartlett Schools,14902,43.3,429.0,437.0
2017,14903001,Belton H S,14903,44.0,532.0,549.0
2017,14903005,Belton New Tech H S At Waskow,14903,58.1,537.0,573.0
2017,14905001,Holland H S,14905,27.8,502.0,530.0
2017,14906001,Killeen H S,14906,60.8,487.0,510.0
2017,14906002,C E Ellison H S,14906,57.2,497.0,512.0
2017,14906003,Killeen ISD Career Center,14906,,477.0,507.0
2017,14906006,Pathways Academic Campus,14906,4.9,488.0,534.0
2017,14906007,Harker Heights H S,14906,65.9,521.0,541.0
2017,14906008,Robert M Shoemaker H S,14906,59.1,480.0,500.0
2017,14907001,Rogers H S,14907,59.7,514.0,530.0
2017,14908001,Salado H S,14908,74.4,549.0,557.0
2017,14909002,Temple H S,14909,59.2,495.0,507.0
2017,14909008,Fred W Edwards Academy Aec,14909,1.1,,
2017,14910001,Troy H S,14910,43.1,516.0,534.0
2017,15801001,Por Vida Academy Charter H S,15801,3.0,,
2017,15801002,Corpus Christi College Prep H S,15801,23.1,490.0,543.0
2017,15801003,Cesar E Chavez Academy,15801,3.7,,
2017,15806003,Milton B Lee Academy Of Science &,15806,95.5,439.0,451.0
2017,15807002,Southwest Preparatory Southeast Ca,15807,9.1,,
2017,15807004,Southwest Preparatory School-North,15807,39.1,441.0,433.0
2017,15807005,New Directions,15807,10.0,460.0,545.0
2017,15815041,Heritage Academy Of Del Rio,15815,52.2,470.0,487.0
2017,15820001,San Antonio School For Inquiry & C,15820,,428.0,503.0
2017,15822001,Athlos Leadership Academy,15822,70.0,438.0,459.0
2017,15822002,Athlos Leadership Academy - Premie,15822,,540.0,555.0
2017,15826001,Kipp University Prep H S,15826,100.0,475.0,478.0
2017,15827001,School Of Science And Technology,15827,100.0,526.0,524.0
2017,15828001,Harmony Science Acad (San Antonio),15828,100.0,491.0,514.0
2017,15828003,Harmony Science Academy - Laredo,15828,98.1,505.0,524.0
2017,15828005,Harmony Science Academy - Brownsvi,15828,100.0,489.0,473.0
2017,15830001,Brooks Academy Of Science And Engi,15830,76.1,481.0,515.0
2017,15831002,School Of Science And Technology C,15831,100.0,509.0,500.0
2017,15833001,Henry Ford Academy Alameda School,15833,60.0,473.0,502.0
2017,15901001,Alamo Heights H S,15901,79.3,577.0,581.0
2017,15904001,Harlandale H S,15904,100.0,440.0,421.0
2017,15904002,McCollum H S,15904,100.0,442.0,435.0
2017,15904004,Frank M Tejeda Academy,15904,35.6,339.0,330.0
2017,15905002,John F Kennedy H S,15905,48.4,432.0,438.0
2017,15905003,Memorial H S,15905,36.5,468.0,462.0
2017,15906001,Randolph H S,15906,75.7,534.0,553.0
2017,15907001,Brackenridge H S,15907,100.0,430.0,427.0
2017,15907002,Burbank H S,15907,100.0,426.0,428.0
2017,15907003,Edison H S,15907,100.0,430.0,432.0
2017,15907004,Fox Technical H S,15907,100.0,481.0,498.0
2017,15907005,Highlands H S,15907,100.0,412.0,411.0
2017,15907006,Houston H S,15907,100.0,405.0,409.0
2017,15907007,Jefferson H S,15907,100.0,412.0,421.0
2017,15907008,Lanier H S,15907,100.0,416.0,409.0
2017,15907022,Travis Early College H S,15907,100.0,531.0,539.0
2017,15907023,Young Women's Leadership Academy,15907,100.0,584.0,577.0
2017,15907024,Cooper Academy,15907,46.3,394.0,407.0
2017,15907025,St Philip's College Early College,15907,,,
2017,15907026,Fox Tech Institute Of Advanced Lea,15907,,,
2017,15907064,Pickett Academy,15907,100.0,340.0,385.0
2017,15908001,South San Antonio H S,15908,82.6,424.0,434.0
2017,15909001,Somerset H S,15909,100.0,434.0,429.0
2017,15910001,Lee H S,15910,62.1,509.0,522.0
2017,15910002,Macarthur H S,15910,67.1,516.0,527.0
2017,15910003,Churchill H S,15910,71.9,544.0,559.0
2017,15910004,Roosevelt H S,15910,63.4,504.0,517.0
2017,15910005,Madison H S,15910,60.1,509.0,518.0
2017,15910007,Reagan H S,15910,81.0,580.0,589.0
2017,15910008,Academy Of Creative Ed,15910,4.6,466.0,500.0
2017,15910009,International School Of America,15910,86.2,564.0,579.0
2017,15910014,Johnson H S,15910,78.8,574.0,581.0
2017,15911001,East Central H S,15911,48.4,495.0,497.0
2017,15912001,Southwest H S,15912,92.3,418.0,425.0
2017,15912011,Southwest Academy,15912,36.3,358.0,331.0
2017,15913001,Virginia Allred Stacey Jr/Sr H S,15913,52.6,551.0,551.0
2017,15914001,Robert G Cole Middle/High School,15914,75.3,511.0,529.0
2017,15915001,Holmes H S,15915,98.2,457.0,465.0
2017,15915002,Jay H S,15915,98.4,451.0,457.0
2017,15915003,Marshall H S,15915,98.8,471.0,479.0
2017,15915004,Holmgreen Center,15915,12.5,,
2017,15915005,Clark H S,15915,97.0,520.0,528.0
2017,15915006,Health Careers H S,15915,100.0,583.0,593.0
2017,15915007,Taft H S,15915,98.2,474.0,492.0
2017,15915008,Alternative H S,15915,,,
2017,15915011,Chavez Excel Academy,15915,0.8,480.0,575.0
2017,15915016,O'Connor H S,15915,100.0,509.0,515.0
2017,15915019,Warren H S,15915,99.3,484.0,486.0
2017,15915022,Stevens H S,15915,96.3,446.0,456.0
2017,15915023,Brandeis H S,15915,100.0,523.0,528.0
2017,15915024,Brennan H S,15915,97.5,481.0,495.0
2017,15915043,Ross Middle,15915,,,
2017,15916001,Judson H S,15916,93.9,461.0,467.0
2017,15916003,Judson Learning Acad,15916,6.0,478.0,505.0
2017,15916008,Karen Wagner H S,15916,100.0,422.0,430.0
2017,15916009,Judson Early College Academy,15916,100.0,564.0,584.0
2017,15917001,Southside H S,15917,99.7,433.0,424.0
2017,16901001,Lyndon B Johnson H S,16901,60.3,560.0,545.0
2017,16902001,Blanco H S,16902,31.6,539.0,514.0
2017,17901001,Borden County School,17901,12.5,550.0,545.0
2017,18901001,Clifton H S,18901,12.8,540.0,531.0
2017,18902001,Meridian H S,18902,61.8,495.0,506.0
2017,18903001,Morgan School,18903,62.5,484.0,462.0
2017,18904001,Valley Mills H S,18904,48.0,486.0,498.0
2017,18905003,Walnut Springs School,18905,36.4,440.0,498.0
2017,18906001,Iredell School,18906,72.7,513.0,520.0
2017,18907001,Kopperl School,18907,33.3,487.0,477.0
2017,18908001,Cranfills Gap School,18908,25.0,475.0,505.0
2017,19901001,Dekalb H S,19901,5.5,537.0,540.0
2017,19903001,Maud School,19903,8.1,537.0,553.0
2017,19905001,New Boston H S,19905,8.3,516.0,525.0
2017,19906001,Redwater H S,19906,3.7,557.0,593.0
2017,19907002,Texas H S,19907,20.8,518.0,550.0
2017,19907003,Options,19907,1.6,,
2017,19908001,Liberty-Eylau H S,19908,4.5,466.0,491.0
2017,19909001,James Bowie H S,19909,2.6,,
2017,19912001,Pleasant Grove H S,19912,4.2,537.0,559.0
2017,20901001,Alvin H S,20901,74.8,479.0,486.0
2017,20901002,Manvel H S,20901,82.9,489.0,500.0
2017,20901005,Assets,20901,7.0,423.0,490.0
2017,20901041,Alvin J H,20901,,445.0,460.0
2017,20902001,Angleton H S,20902,37.6,521.0,528.0
2017,20904001,Danbury H S,20904,49.2,532.0,532.0
2017,20905001,Brazosport H S,20905,23.7,465.0,478.0
2017,20905002,Brazoswood H S,20905,27.5,552.0,568.0
2017,20906002,Sweeny H S,20906,44.1,522.0,539.0
2017,20907001,Columbia H S,20907,34.1,506.0,521.0
2017,20908001,Pearland H S,20908,58.9,548.0,554.0
2017,20908007,Glenda Dawson H S,20908,78.6,567.0,575.0
2017,20908009,Robert Turner College And Career H,20908,60.3,539.0,564.0
2017,20910101,Damon El,20910,,,
2017,21901001,A & M Cons H S,21901,63.1,581.0,578.0
2017,21901002,Center For Alternative Learning,21901,4.0,,
2017,21901003,College Station H S,21901,66.7,580.0,578.0
2017,21902001,Travis B Bryan H S,21902,49.5,519.0,526.0
2017,21902002,James Earl Rudder H S,21902,62.4,472.0,469.0
2017,21902003,Bryan Collegiate H S,21902,100.0,563.0,566.0
2017,21902017,The Mary Catherine Harris School-S,21902,0.9,,
2017,22004001,Big Bend H S,22004,64.3,517.0,547.0
2017,22901001,Alpine H S,22901,81.7,518.0,517.0
2017,23902001,Silverton School,23902,56.3,522.0,572.0
2017,24901001,Falfurrias H S,24901,3.1,537.0,557.0
2017,25901001,Bangs H S,25901,21.9,529.0,540.0
2017,25902001,Brownwood H S,25902,32.4,508.0,510.0
2017,25904001,Blanket School,25904,6.3,,
2017,25905001,May H S,25905,17.6,480.0,510.0
2017,25906001,Zephyr School,25906,15.8,513.0,570.0
2017,25908001,Brookesmith School,25908,43.8,517.0,536.0
2017,25909001,Early H S,25909,68.9,539.0,541.0
2017,26901001,Caldwell H S,26901,44.3,523.0,510.0
2017,26902001,Somerville H S,26902,27.3,475.0,450.0
2017,26903002,Snook Secondary,26903,47.4,469.0,503.0
2017,27903001,Burnet H S,27903,70.6,508.0,515.0
2017,27903003,Quest H S,27903,11.9,498.0,502.0
2017,27904001,Marble Falls H S,27904,48.5,542.0,548.0
2017,28902001,Lockhart H S,28902,88.8,452.0,460.0
2017,28903001,Luling H S,28903,36.2,484.0,477.0
2017,28906001,Prairie Lea School,28906,100.0,506.0,495.0
2017,29901001,Calhoun H S,29901,40.2,511.0,504.0
2017,30902001,Clyde H S,30902,23.9,534.0,529.0
2017,30903001,Baird H S,30903,21.4,420.0,450.0
2017,30906001,Eula H S,30906,12.0,537.0,533.0
2017,31505001,Texas Academy Of Mathemetics And S,31505,,575.0,591.0
2017,31901001,Hanna Early College H S,31901,74.9,474.0,483.0
2017,31901002,Porter Early College H S,31901,52.3,446.0,444.0
2017,31901003,Pace Early College H S,31901,63.6,451.0,467.0
2017,31901004,Rivera Early College H S,31901,65.5,460.0,471.0
2017,31901006,Brownsville Learning Acad,31901,1.2,,
2017,31901007,Lopez Early College H S,31901,68.4,454.0,453.0
2017,31901008,Brownsville Early College H S,31901,98.8,522.0,556.0
2017,31901009,Veterans Memorial Early College H,31901,77.6,495.0,516.0
2017,31901054,Stillman Middle,31901,,,
2017,31901055,Manzano Middle,31901,,580.0,610.0
2017,31901127,Lincoln Park Sch,31901,9.1,500.0,450.0
2017,31903001,Harlingen H S,31903,46.1,476.0,490.0
2017,31903002,Harlingen H S - South,31903,69.1,490.0,499.0
2017,31903003,Keys Acad,31903,3.5,490.0,520.0
2017,31903005,Early College H S,31903,100.0,503.0,543.0
2017,31903008,Harlingen School Of Health Profess,31903,,,
2017,31905001,La Feria H S,31905,37.7,493.0,517.0
2017,31906001,Los Fresnos H S,31906,68.3,490.0,486.0
2017,31909001,Port Isabel H S,31909,56.0,478.0,482.0
2017,31911001,Rio Hondo H S,31911,79.4,452.0,455.0
2017,31912001,San Benito H S,31912,50.2,480.0,479.0
2017,31913001,Santa Maria H S,31913,83.0,437.0,437.0
2017,31914001,Santa Rosa H S,31914,28.7,478.0,481.0
2017,31916001,South Texas Business Education & T,31916,90.7,512.0,526.0
2017,31916003,South Texas Academy For Medical Pr,31916,85.7,506.0,522.0
2017,31916004,South Texas H S For Health Profess,31916,93.6,536.0,560.0
2017,31916005,The Science Academy Of South Texas,31916,81.8,633.0,614.0
2017,32902002,Pittsburg H S,32902,31.5,486.0,506.0
2017,33902001,Panhandle H S,33902,6.3,433.0,517.0
2017,34901001,Atlanta H S,34901,3.1,505.0,548.0
2017,34903001,Hughes Springs H S,34903,1.4,,
2017,34905002,Linden-Kildare H S,34905,2.7,,
2017,34907001,Queen City H S,34907,6.6,604.0,644.0
2017,34909001,Bloomburg H S,34909,7.1,510.0,515.0
2017,35901001,Dimmitt H S,35901,6.5,532.0,532.0
2017,35903001,Nazareth School,35903,6.7,,
2017,36901001,Anahuac H S,36901,47.7,500.0,508.0
2017,36902001,Barbers Hill H S,36902,39.5,544.0,551.0
2017,36903001,East Chambers H S,36903,35.4,506.0,511.0
2017,37901001,Alto H S,37901,44.4,436.0,473.0
2017,37904002,Jacksonville H S,37904,4.3,533.0,562.0
2017,37907002,Rusk H S,37907,16.8,495.0,522.0
2017,37908001,New Summerfield School,37908,2.9,,
2017,37909001,Wells H S,37909,66.7,500.0,480.0
2017,39902001,Henrietta H S,39902,62.0,506.0,531.0
2017,39903001,Petrolia Junior High/High School,39903,31.7,478.0,523.0
2017,39904001,Bellevue School,39904,30.8,605.0,595.0
2017,39905001,Midway School,39905,33.3,585.0,600.0
2017,40902001,Whiteface H S,40902,31.0,551.0,531.0
2017,41901001,Bronte ISD,41901,14.8,525.0,555.0
2017,41902001,Robert Lee H S,41902,27.3,547.0,555.0
2017,42901001,Coleman H S,42901,5.5,513.0,570.0
2017,42903001,Santa Anna Secondary,42903,57.9,491.0,464.0
2017,43801001,Imagine International Academy Of N,43801,100.0,624.0,646.0
2017,43901001,Allen H S,43901,93.7,565.0,564.0
2017,43901002,Lowery Freshman Center,43901,,,
2017,43902001,Anna H S,43902,61.0,514.0,532.0
2017,43903001,Celina H S,43903,21.5,587.0,582.0
2017,43904001,Farmersville H S,43904,22.1,528.0,542.0
2017,43905001,Frisco H S,43905,69.7,596.0,594.0
2017,43905002,Centennial H S,43905,67.6,586.0,587.0
2017,43905005,Wakeland H S,43905,64.4,586.0,591.0
2017,43905006,Liberty H S,43905,75.2,625.0,613.0
2017,43905007,Heritage H S,43905,66.1,574.0,581.0
2017,43905008,Lone Star H S,43905,60.6,555.0,567.0
2017,43905009,Independence H S,43905,64.6,582.0,585.0
2017,43907002,McKinney H S,43907,62.9,563.0,569.0
2017,43907004,McKinney North H S,43907,63.5,553.0,555.0
2017,43907005,Serenity High,43907,50.0,490.0,510.0
2017,43907007,McKinney Boyd H S,43907,64.5,583.0,587.0
2017,43908001,Melissa H S,43908,37.0,510.0,530.0
2017,43910001,Plano Sr H S,43910,65.3,611.0,600.0
2017,43910003,Williams H S,43910,,,
2017,43910004,Vines H S,43910,,730.0,695.0
2017,43910006,Plano East Sr H S,43910,65.3,604.0,589.0
2017,43910007,Shepton H S,43910,,654.0,646.0
2017,43910008,Plano ISD Academy H S,43910,84.7,570.0,588.0
2017,43910009,Jasper H S,43910,,741.0,714.0
2017,43910010,Plano West Senior H S,43910,73.5,629.0,613.0
2017,43910011,C A McMillen H S,43910,,700.0,635.0
2017,43911001,Princeton H S,43911,38.5,507.0,524.0
2017,43912001,Prosper H S,43912,49.6,570.0,575.0
2017,43914001,Wylie H S,43914,64.3,561.0,559.0
2017,43914003,Wylie East H S,43914,59.9,543.0,538.0
2017,43914004,Achieve Academy,43914,3.6,520.0,527.0
2017,43917001,Blue Ridge H S,43917,40.0,499.0,501.0
2017,43918001,Community H S,43918,36.6,511.0,527.0
2017,43919001,Lovejoy H S,43919,71.2,604.0,602.0
2017,45902001,Columbus H S,45902,46.9,519.0,516.0
2017,45903001,Rice H S,45903,3.9,493.0,480.0
2017,45905002,Weimar H S,45905,42.9,535.0,561.0
2017,46901001,New Braunfels H S,46901,71.5,539.0,555.0
2017,46902001,Canyon H S,46902,86.9,519.0,520.0
2017,46902002,Smithson Valley H S,46902,93.6,535.0,547.0
2017,46902003,Canyon Lake H S,46902,86.3,511.0,533.0
2017,46902007,Memorial Early College H S With St,46902,100.0,548.0,582.0
2017,46902201,Comal Academy,46902,2.0,565.0,580.0
2017,47901001,Comanche H S,47901,32.6,496.0,501.0
2017,47902001,De Leon H S,47902,12.2,504.0,534.0
2017,47903001,Gustine School,47903,70.0,503.0,517.0
2017,47905001,Sidney School,47905,75.0,480.0,520.0
2017,48901001,Eden CISD,48901,15.4,550.0,520.0
2017,49901001,Gainesville H S,49901,16.0,510.0,523.0
2017,49902001,Muenster H S,49902,34.6,566.0,553.0
2017,49903001,Valley View H S,49903,38.3,533.0,563.0
2017,49905001,Callisburg H S,49905,11.8,554.0,536.0
2017,49906001,Era School,49906,17.1,497.0,560.0
2017,49907001,Lindsay H S,49907,50.0,587.0,601.0
2017,50901001,Evant H S,50901,15.4,580.0,615.0
2017,50902001,Gatesville H S,50902,6.4,545.0,565.0
2017,50904001,Oglesby School,50904,18.2,500.0,585.0
2017,50909001,Jonesboro School,50909,27.8,502.0,492.0
2017,50910001,Copperas Cove H S,50910,54.0,508.0,528.0
2017,50910005,Crossroads H S,50910,4.7,510.0,520.0
2017,52901001,Crane H S,52901,2.6,510.0,510.0
2017,53001001,Ozona H S,53001,5.2,527.0,590.0
2017,54901001,Crosbyton Secondary,54901,22.7,532.0,552.0
2017,54903001,Ralls H S,54903,21.9,526.0,537.0
2017,56901001,Dalhart H S,56901,2.7,567.0,610.0
2017,57802001,Pegasus Charter H S,57802,64.3,474.0,473.0
2017,57803002,Uplift Education-North Hills Prep,57803,72.4,631.0,637.0
2017,57803004,Uplift Williams Preparatory H S,57803,97.6,505.0,522.0
2017,57803005,Uplift Luna Preparatory H S,57803,50.0,487.0,488.0
2017,57803007,Uplift Hampton Preparatory H S,57803,24.7,476.0,492.0
2017,57803009,Uplift Summit International H S,57803,100.0,521.0,557.0
2017,57803010,Uplift Peak Preparatory H S,57803,100.0,464.0,500.0
2017,57804001,Dallas Can Academy Charter,57804,0.3,,
2017,57804002,Dallas Can Academy Charter-Oak Cli,57804,1.1,414.0,454.0
2017,57804003,Dallas Can Academy At Carrollton-F,57804,2.3,450.0,473.0
2017,57804004,Dallas Can Academy At Pleasant Gro,57804,0.8,380.0,410.0
2017,57804005,Dallas Can Academy - Grant East,57804,3.4,433.0,448.0
2017,57804006,Austin Can Academy,57804,1.2,427.0,417.0
2017,57804007,Fort Worth Can Academy Westcreek,57804,13.5,437.0,430.0
2017,57804008,Fort Worth Can Academy Lancaster A,57804,18.3,409.0,395.0
2017,57804009,Houston Can Academy - North,57804,7.7,399.0,406.0
