YEAR,CAMPUS ID,CAMPUS NAME,DISTRICT ID,SAT PARTICIPATION RATE,SAT MATH,SAT ERW
2015,220906001,Grapevine H S,220906,77.8,552.0,551.0
2015,220906004,Colleyville Heritage H S,220906,83.8,554.0,548.0
2015,220906007,Iuniversity Prep,220906,11.1,480.0,493.0
2015,220907001,Keller H S,220907,67.6,558.0,535.0
2015,220907002,Fossil Ridge H S,220907,55.9,497.0,485.0
2015,220907004,Central H S,220907,55.4,526.0,514.0
2015,220907005,Timber Creek H S,220907,64.6,505.0,510.0
2015,220908002,Mansfield Summit H S,220908,70.4,492.0,474.0
2015,220908003,Mansfield H S,220908,73.7,516.0,509.0
2015,220908004,Mansfield Timberview H S,220908,64.4,467.0,455.0
2015,220908005,Mansfield Legacy H S,220908,69.6,502.0,497.0
2015,220908006,Alter Ed Ctr,220908,1.4,,
2015,220908007,Mansfield Lake Ridge H S,220908,69.4,488.0,478.0
2015,220908008,Mansfield Frontier H S,220908,69.6,509.0,508.0
2015,220910001,Lake Worth H S,220910,55.5,441.0,436.0
2015,220912001,Crowley H S,220912,52.1,428.0,439.0
2015,220912002,North Crowley H S,220912,59.2,457.0,463.0
2015,220914001,Kennedale H S,220914,64.5,483.0,478.0
2015,220915001,Azle H S,220915,52.2,482.0,489.0
2015,220916001,Bell H S,220916,63.7,509.0,503.0
2015,220916002,Trinity H S,220916,60.0,509.0,496.0
2015,220917001,Castleberry H S,220917,41.9,455.0,440.0
2015,220917003,Reach H S,220917,9.5,240.0,325.0
2015,220918001,Boswell H S,220918,58.1,510.0,502.0
2015,220918002,Elmer C Watson H S,220918,3.4,393.0,403.0
2015,220918004,Saginaw H S,220918,50.6,490.0,486.0
2015,220918006,Chisholm Trail H S,220918,47.0,470.0,476.0
2015,220919001,Carroll Senior H S,220919,74.0,607.0,580.0
2015,220920001,Brewer H S,220920,58.7,459.0,465.0
2015,220920003,Mesa H S,220920,1.5,,
2015,221801022,Texas Virtual Academy,221801,30.2,508.0,549.0
2015,221801027,Ischool H S,221801,76.9,543.0,544.0
2015,221801041,Ischool High Of Flower Mound,221801,59.1,461.0,462.0
2015,221801043,Founders Classical Academy,221801,100.0,504.0,562.0
2015,221801051,Ischool High At University Park,221801,50.0,510.0,535.0
2015,221801056,Ischool High At The Woodlands,221801,37.9,513.0,540.0
2015,221901001,Abilene H S,221901,58.9,482.0,466.0
2015,221901002,Cooper H S,221901,55.1,487.0,481.0
2015,221901010,Academy For Technology Engineering,221901,62.7,507.0,510.0
2015,221904001,Merkel H S,221904,25.4,465.0,481.0
2015,221911001,Jim Ned H S,221911,38.5,523.0,522.0
2015,221912001,Wylie H S,221912,65.2,549.0,535.0
2015,222901001,Sanderson Schools,222901,11.1,,
2015,223901001,Brownfield H S,223901,23.2,395.0,399.0
2015,223902001,Meadow School,223902,19.0,488.0,473.0
2015,223904001,Wellman-Union School,223904,100.0,475.0,483.0
2015,224901001,Throckmorton School,224901,22.2,465.0,458.0
2015,225902001,Mount Pleasant H S,225902,17.8,457.0,425.0
2015,225906001,Chapel Hill H S,225906,22.2,495.0,498.0
2015,226801001,Tlc Academy,226801,24.0,515.0,503.0
2015,226901001,Christoval H S,226901,12.5,565.0,542.0
2015,226903001,Central H S,226903,39.1,500.0,496.0
2015,226903002,Lake View H S,226903,25.1,459.0,441.0
2015,226905001,Water Valley H S,226905,27.3,533.0,490.0
2015,226906001,Wall H S,226906,16.0,520.0,522.0
2015,226907001,Grape Creek H S,226907,36.5,470.0,430.0
2015,226908001,Veribest H S,226908,37.5,505.0,497.0
2015,227506001,University Of Texas At Austin H S,227506,,555.0,563.0
2015,227804101,Nyos Charter School,227804,90.9,521.0,524.0
2015,227806043,University H S,227806,,483.0,507.0
2015,227814001,Chaparral Star Academy,227814,58.6,580.0,571.0
2015,227816002,Harmony Science Academy North Aust,227816,100.0,522.0,477.0
2015,227816101,Harmony School Of Excellence,227816,100.0,453.0,424.0
2015,227820001,Kipp Austin Collegiate,227820,1.2,,
2015,227901002,Austin H S,227901,71.8,550.0,533.0
2015,227901004,Lanier H S,227901,47.3,450.0,405.0
2015,227901005,McCallum H S,227901,59.2,550.0,540.0
2015,227901006,Reagan H S,227901,60.9,399.0,374.0
2015,227901007,Travis H S,227901,62.0,410.0,385.0
2015,227901008,Crockett H S,227901,54.7,455.0,434.0
2015,227901009,Anderson H S,227901,80.5,582.0,556.0
2015,227901013,Bowie H S,227901,81.7,559.0,534.0
2015,227901014,Lbj High School,227901,59.1,412.0,390.0
2015,227901015,Garza Independence H S,227901,24.0,516.0,555.0
2015,227901017,Akins H S,227901,62.3,452.0,437.0
2015,227901018,Lasa H S,227901,97.4,663.0,653.0
2015,227901019,Eastside Memorial At The Johnston,227901,35.6,399.0,376.0
2015,227901028,Richards Sch For Young Women Leade,227901,100.0,555.0,547.0
2015,227904001,Pflugerville H S,227904,61.0,498.0,477.0
2015,227904003,John B Connally H S,227904,64.8,465.0,452.0
2015,227904004,Hendrickson H S,227904,65.6,492.0,484.0
2015,227907001,Manor H S,227907,58.2,407.0,399.0
2015,227907002,Manor Excel Academy,227907,7.5,332.0,338.0
2015,227907004,Manor New Technology High,227907,92.4,473.0,461.0
2015,227909001,Westlake H S,227909,82.6,620.0,590.0
2015,227910001,Del Valle H S,227910,56.3,446.0,431.0
2015,227910002,Del Valle Opportunity Ctr,227910,1.3,455.0,380.0
2015,227912001,Lago Vista H S,227912,70.9,530.0,520.0
2015,227913001,Lake Travis H S,227913,83.4,563.0,544.0
2015,228901001,Groveton J H-H S,228901,54.0,498.0,464.0
2015,228903001,Trinity H S,228903,25.4,421.0,418.0
2015,228904001,Centerville H S,228904,35.7,464.0,504.0
2015,228905001,Apple Springs H S,228905,33.3,471.0,436.0
2015,229901001,Colmesneil J H/H S,229901,43.2,478.0,487.0
2015,229903001,Woodville H S,229903,54.3,470.0,442.0
2015,229904001,Warren H S,229904,46.8,481.0,479.0
2015,229905001,Spurger H S,229905,20.0,516.0,480.0
2015,229906001,Chester H S,229906,20.0,,
2015,230901001,Big Sandy H S,230901,52.8,478.0,503.0
2015,230902002,Gilmer H S,230902,31.0,450.0,441.0
2015,230903001,Ore City H S,230903,5.3,543.0,513.0
2015,230904001,Union Hill H S,230904,5.9,,
2015,230905001,Harmony H S,230905,28.9,467.0,488.0
2015,230906001,New Diana H S,230906,19.2,480.0,479.0
2015,230908001,Union Grove H S,230908,5.9,443.0,503.0
2015,231902001,Rankin School,231902,10.0,535.0,520.0
2015,232901001,Knippa School,232901,44.4,534.0,504.0
2015,232902001,Sabinal H S,232902,67.6,448.0,422.0
2015,232903001,Uvalde H S,232903,39.3,428.0,415.0
2015,232903002,Excel Academy,232903,,,
2015,232904001,Utopia School,232904,40.0,494.0,500.0
2015,233901001,Del Rio H S,233901,45.5,467.0,454.0
2015,233903001,Comstock School,233903,50.0,554.0,530.0
2015,234801001,Ranch Academy,234801,14.3,475.0,483.0
2015,234902001,Canton H S,234902,45.6,520.0,514.0
2015,234903001,Edgewood H S,234903,20.0,487.0,488.0
2015,234904001,Grand Saline H S,234904,45.9,465.0,462.0
2015,234905001,Martins Mill H S,234905,66.7,519.0,508.0
2015,234906001,Van H S,234906,47.0,509.0,479.0
2015,234907002,Wills Point H S,234907,32.7,502.0,489.0
2015,234909001,Fruitvale H S,234909,4.8,,
2015,235901001,Bloomington H S,235901,26.4,441.0,424.0
2015,235902006,Liberty Academy,235902,28.3,445.0,473.0
2015,235902013,Victoria East H S,235902,41.5,481.0,470.0
2015,235902014,Victoria West H S,235902,42.6,476.0,461.0
2015,236801001,Raven School,236801,80.0,500.0,453.0
2015,236901002,New Waverly H S,236901,20.8,448.0,454.0
2015,236902002,Huntsville H S,236902,38.1,470.0,464.0
2015,236902008,Texas Online Preparatory H S,236902,36.8,549.0,536.0
2015,237902001,Hempstead H S,237902,30.5,409.0,381.0
2015,237904002,Waller H S,237904,32.6,470.0,459.0
2015,237905002,Royal H S,237905,47.1,412.0,385.0
2015,238902001,Monahans H S,238902,4.7,538.0,492.0
2015,238904001,Grandfalls-Royalty School,238904,28.6,495.0,405.0
2015,239901001,Brenham H S,239901,44.6,511.0,505.0
2015,239903001,Burton H S,239903,47.4,473.0,484.0
2015,240503001,The Texas Academy Of International,240503,,510.0,510.0
2015,240801001,Gateway Academy-Townlake Charter H,240801,4.8,385.0,363.0
2015,240901001,Martin H S,240901,39.4,416.0,377.0
2015,240901002,Nixon H S,240901,41.1,422.0,395.0
2015,240901003,Dr Leo Cigarroa H S,240901,33.1,413.0,388.0
2015,240901008,Early College H S,240901,94.5,446.0,432.0
2015,240903001,United H S,240903,61.3,461.0,438.0
2015,240903002,United South H S,240903,48.5,443.0,412.0
2015,240903003,John B Alexander H S,240903,58.0,491.0,483.0
2015,240903009,Lyndon B Johnson,240903,41.4,424.0,385.0
2015,240904001,Bruni H S,240904,94.1,439.0,423.0
2015,241901001,Boling H S,241901,33.9,518.0,500.0
2015,241902001,East Bernard H S,241902,52.5,512.0,495.0
2015,241903001,El Campo H S,241903,45.2,476.0,465.0
2015,241904001,Wharton H S,241904,7.1,484.0,476.0
2015,241906001,Louise H S,241906,24.1,420.0,470.0
2015,242905001,Kelton School,242905,50.0,,
2015,243801001,Bright Ideas Charter,243801,62.5,366.0,402.0
2015,243901001,Burkburnett H S,243901,38.5,515.0,508.0
2015,243902001,Electra Junior/Senior High,243902,16.7,437.0,427.0
2015,243903001,Iowa Park H S,243903,14.0,487.0,522.0
2015,243905001,Hirschi H S,243905,46.0,464.0,455.0
2015,243905002,Rider H S,243905,51.5,516.0,510.0
2015,243905004,Wichita Falls H S,243905,46.8,456.0,453.0
2015,243905006,Harrell Accelerated Learning Cente,243905,2.7,560.0,525.0
2015,243906001,City View Junior/Senior High,243906,35.8,480.0,461.0
2015,244903001,Vernon H S,244903,5.3,499.0,540.0
2015,245901001,Lasara H S,245901,33.3,453.0,464.0
2015,245902001,Lyford H S,245902,5.8,459.0,443.0
2015,245903001,Raymondville H S,245903,35.2,410.0,381.0
2015,245903004,Raymondville Options Academic Acad,245903,8.0,430.0,435.0
2015,245904002,San Perlita H S,245904,70.0,438.0,404.0
2015,246801001,Meridian World School Llc,246801,,,
2015,246902001,Florence H S,246902,60.5,481.0,486.0
2015,246904001,Georgetown H S,246904,71.6,534.0,513.0
2015,246904002,Chip Richarte H S,246904,9.8,454.0,462.0
2015,246904004,East View H S,246904,54.5,530.0,520.0
2015,246905001,Granger School,246905,34.1,492.0,486.0
2015,246906001,Hutto H S,246906,58.2,479.0,461.0
2015,246907001,Jarrell H S,246907,48.5,513.0,499.0
2015,246908001,Liberty Hill H S,246908,62.5,523.0,519.0
2015,246909001,Round Rock H S,246909,83.3,548.0,538.0
2015,246909003,Westwood H S,246909,85.6,632.0,599.0
2015,246909004,McNeil H S,246909,77.8,556.0,528.0
2015,246909007,Stony Point H S,246909,66.7,496.0,483.0
2015,246909008,Cedar Ridge H S,246909,72.4,525.0,514.0
2015,246909011,Success H S,246909,10.2,383.0,377.0
2015,246911001,Taylor H S,246911,55.1,490.0,455.0
2015,246912001,Thrall H S,246912,58.1,472.0,453.0
2015,246913001,Leander H S,246913,68.5,528.0,517.0
2015,246913002,Cedar Park H S,246913,86.8,564.0,536.0
2015,246913003,Vista Ridge H S,246913,83.2,549.0,536.0
2015,246913004,Rouse H S,246913,64.0,523.0,516.0
2015,246913005,Vandegrift H S,246913,82.7,584.0,572.0
2015,247901001,Floresville H S,247901,51.1,503.0,490.0
2015,247903001,La Vernia H S,247903,69.5,495.0,483.0
2015,247904001,Poth H S,247904,71.7,489.0,446.0
2015,247906001,Stockdale H S,247906,61.4,438.0,446.0
2015,249901001,Alvord H S,249901,25.0,485.0,489.0
2015,249902001,Boyd H S,249902,39.6,455.0,479.0
2015,249903001,Bridgeport H S,249903,45.8,480.0,476.0
2015,249904001,Chico H S,249904,30.8,448.0,446.0
2015,249905001,Decatur H S,249905,25.5,498.0,481.0
2015,249906001,Paradise H S,249906,52.9,494.0,490.0
2015,249908001,Slidell Schools,249908,53.3,518.0,478.0
2015,250902001,Hawkins H S,250902,28.0,441.0,435.0
2015,250903001,Mineola H S,250903,41.4,470.0,450.0
2015,250904001,Quitman H S,250904,46.1,483.0,485.0
2015,250905001,Yantis School,250905,21.4,480.0,503.0
2015,250906001,Alba-Golden H S,250906,18.8,461.0,451.0
2015,250907001,Winnsboro H S,250907,4.6,553.0,523.0
2015,251901001,Denver City H S,251901,12.1,423.0,442.0
2015,251902001,Plains H S,251902,9.4,597.0,597.0
2015,252901001,Graham H S,252901,26.2,497.0,506.0
2015,252902002,Newcastle School,252902,6.3,,
2015,253901001,Zapata H S,253901,3.1,470.0,447.0
2015,254901001,Crystal City H S,254901,13.3,469.0,457.0
2015,254902001,La Pryor H S,254902,8.0,360.0,310.0
2016,1902001,Cayuga H S,1902,55.6,490.0,485.0
2016,1903001,Elkhart H S,1903,55.4,492.0,485.0
2016,1904001,Frankston H S,1904,30.0,449.0,494.0
2016,1906002,Neches H S,1906,40.0,470.0,504.0
2016,1907001,Palestine H S,1907,30.3,466.0,454.0
2016,1908002,Westwood H S,1908,55.3,471.0,466.0
2016,1909001,Slocum H S,1909,28.0,474.0,514.0
2016,2901001,Andrews H S,2901,23.5,483.0,485.0
2016,3801001,Pineywoods Community Academy H S,3801,47.6,461.0,481.0
2016,3902001,Hudson H S,3902,68.9,505.0,483.0
2016,3903001,Lufkin H S,3903,51.3,482.0,450.0
2016,3904001,Huntington H S,3904,41.6,466.0,467.0
2016,3905001,Diboll H S,3905,30.9,465.0,425.0
2016,3906001,Zavalla H S,3906,38.7,458.0,437.0
2016,3907001,Central H S,3907,13.7,489.0,468.0
2016,4901001,Rockport-Fulton H S,4901,54.1,483.0,474.0
2016,5901001,Archer City H S,5901,15.6,536.0,532.0
2016,5902001,Holliday H S,5902,36.8,535.0,542.0
2016,5904001,Windthorst H S,5904,6.5,443.0,443.0
2016,6902001,Claude H S,6902,20.7,515.0,548.0
2016,7901001,Charlotte H S,7901,34.6,429.0,389.0
2016,7902001,Jourdanton H S,7902,35.5,477.0,485.0
2016,7904001,Lytle H S,7904,35.8,432.0,447.0
2016,7905001,Pleasanton H S,7905,46.5,466.0,448.0
2016,7906001,Poteet H S,7906,36.4,438.0,410.0
2016,8901001,Bellville H S,8901,55.1,497.0,487.0
2016,8902001,Sealy H S,8902,34.8,465.0,448.0
2016,8903001,Brazos H S,8903,54.0,487.0,472.0
2016,9901001,Muleshoe H S,9901,2.7,495.0,485.0
2016,10901001,Medina School,10901,62.1,454.0,471.0
2016,10902001,Bandera H S,10902,54.5,513.0,493.0
2016,11901001,Bastrop H S,11901,57.5,465.0,470.0
2016,11901002,Cedar Creek H S,11901,59.0,468.0,447.0
2016,11902001,Elgin H S,11902,90.2,419.0,431.0
2016,11904002,Smithville H S,11904,33.8,483.0,475.0
2016,12901001,Seymour H S,12901,2.6,,
2016,13901001,A C Jones H S,13901,13.3,455.0,462.0
2016,13903001,Pettus Secondary,13903,28.6,401.0,426.0
2016,13905001,Skidmore-Tynan H S,13905,12.1,511.0,517.0
2016,14801001,Richard Milburn Alter H S (Killeen,14801,5.9,355.0,430.0
2016,14801002,Richard Milburn Academy Odessa,14801,1.9,405.0,505.0
2016,14801003,Richard Milburn Academy Midland,14801,3.9,555.0,525.0
2016,14801004,Richard Milburn Academy Lubbock,14801,9.5,400.0,388.0
2016,14801005,Richard Milburn Academy Houston (S,14801,9.1,354.0,400.0
2016,14801007,Richard Milburn Academy Corpus Chr,14801,10.3,382.0,433.0
2016,14801008,Richard Milburn Academy Amarillo,14801,6.0,407.0,510.0
2016,14803101,Priority Charter Schools-Temple Ch,14803,44.4,508.0,513.0
2016,14804005,Gateway Tech H S,14804,21.7,494.0,533.0
2016,14804006,Gateway College Preparatory School,14804,93.0,469.0,494.0
2016,14901001,Academy H S,14901,47.0,529.0,541.0
2016,14902001,Bartlett Schools,14902,21.7,302.0,306.0
2016,14903001,Belton H S,14903,52.7,502.0,494.0
2016,14903005,Belton New Tech H S At Waskow,14903,50.5,509.0,521.0
2016,14905001,Holland H S,14905,55.9,466.0,476.0
2016,14906001,Killeen H S,14906,59.7,448.0,458.0
2016,14906002,C E Ellison H S,14906,54.6,468.0,471.0
2016,14906003,Killeen Isd Career Center,14906,,430.0,490.0
2016,14906006,Pathways Academic Campus,14906,6.3,417.0,427.0
2016,14906007,Harker Heights H S,14906,66.0,481.0,493.0
2016,14906008,Robert M Shoemaker H S,14906,48.8,437.0,435.0
2016,14906013,Killeen ISD Early College H S,14906,,,
2016,14907001,Rogers H S,14907,42.3,447.0,478.0
2016,14908001,Salado H S,14908,67.3,518.0,511.0
2016,14909002,Temple H S,14909,47.6,471.0,465.0
2016,14910001,Troy H S,14910,60.0,460.0,470.0
2016,15801002,Corpus Christi College Prep H S,15801,38.9,401.0,431.0
2016,15806001,Rick Hawkins H S,15806,,410.0,433.0
2016,15806003,Milton B Lee Academy Of Science &,15806,66.7,410.0,378.0
2016,15807001,Southwest Preparatory School,15807,,,
2016,15807002,Southwest Preparatory Southeast Ca,15807,30.8,370.0,370.0
2016,15807004,Southwest Preparatory School-North,15807,42.9,478.0,429.0
2016,15807005,New Directions,15807,36.4,395.0,430.0
2016,15814001,Positive Solutions Charter,15814,4.2,,
2016,15815041,Radiance Academy Of Learning (Del,15815,50.0,405.0,404.0
2016,15820001,San Antonio School For Inquiry & C,15820,29.7,405.0,420.0
2016,15822001,Athlos Leadership Academy,15822,70.6,403.0,432.0
2016,15826001,Kipp University Prep H S,15826,94.7,417.0,414.0
2016,15827001,School Of Science And Technology,15827,100.0,502.0,491.0
2016,15828001,Harmony Science Acad (San Antonio),15828,100.0,477.0,481.0
2016,15828003,Harmony Science Academy - Laredo,15828,91.1,456.0,431.0
2016,15828005,Harmony Science Academy - Brownsvi,15828,100.0,462.0,453.0
2016,15830001,Brooks Academy Of Science And Engi,15830,81.7,447.0,451.0
2016,15831002,School Of Science And Technology C,15831,100.0,526.0,507.0
2016,15833001,Henry Ford Academy Alameda School,15833,53.8,410.0,435.0
2016,15901001,Alamo Heights H S,15901,82.4,548.0,535.0
2016,15904001,Harlandale H S,15904,100.0,399.0,369.0
2016,15904002,McCollum H S,15904,100.0,392.0,371.0
2016,15904004,Frank M Tejeda Academy,15904,24.7,298.0,286.0
2016,15905002,John F Kennedy H S,15905,50.2,389.0,388.0
2016,15905003,Memorial H S,15905,44.7,412.0,400.0
2016,15906001,Randolph H S,15906,72.9,512.0,518.0
2016,15907001,Brackenridge H S,15907,62.9,415.0,405.0
2016,15907002,Burbank H S,15907,64.2,422.0,421.0
2016,15907003,Edison H S,15907,75.7,389.0,379.0
2016,15907004,Fox Technical H S,15907,100.0,458.0,463.0
2016,15907005,Highlands H S,15907,60.7,402.0,398.0
2016,15907006,Houston H S,15907,62.8,383.0,370.0
2016,15907007,Jefferson H S,15907,66.3,394.0,400.0
2016,15907008,Lanier H S,15907,62.0,379.0,365.0
2016,15907014,Navarro Academy,15907,15.0,363.0,340.0
2016,15907022,Travis Early College H S,15907,100.0,474.0,484.0
2016,15907023,Young Women's Leadership Academy,15907,100.0,579.0,542.0
2016,15907025,St Philip's College Early College,15907,,,
2016,15908001,South San Antonio H S,15908,87.4,394.0,370.0
2016,15909001,Somerset H S,15909,100.0,390.0,377.0
2016,15910001,Lee H S,15910,61.3,464.0,467.0
2016,15910002,Macarthur H S,15910,70.6,488.0,473.0
2016,15910003,Churchill H S,15910,73.2,506.0,510.0
2016,15910004,Roosevelt H S,15910,68.6,457.0,446.0
2016,15910005,Madison H S,15910,70.8,460.0,461.0
2016,15910007,Reagan H S,15910,80.1,547.0,539.0
2016,15910008,Academy Of Creative Ed,15910,4.5,481.0,497.0
2016,15910009,International School Of America,15910,91.2,511.0,532.0
2016,15910014,Johnson H S,15910,80.8,532.0,522.0
2016,15911001,East Central H S,15911,45.9,457.0,445.0
2016,15912001,Southwest H S,15912,100.0,385.0,368.0
2016,15912011,Southwest Academy,15912,72.3,329.0,305.0
2016,15913001,Virginia Allred Stacey Jr/Sr H S,15913,40.0,513.0,541.0
2016,15914001,Robert G Cole Middle/High School,15914,76.1,501.0,504.0
2016,15915001,Holmes H S,15915,100.0,410.0,401.0
2016,15915002,Jay H S,15915,93.3,423.0,415.0
2016,15915003,Marshall H S,15915,98.2,436.0,439.0
2016,15915005,Clark H S,15915,100.0,483.0,479.0
2016,15915006,Health Careers H S,15915,100.0,562.0,552.0
2016,15915007,Taft H S,15915,96.5,450.0,451.0
2016,15915008,Alternative H S,15915,,366.0,349.0
2016,15915011,Chavez Excel Academy,15915,0.9,400.0,420.0
2016,15915016,O'Connor H S,15915,100.0,473.0,465.0
2016,15915019,Warren H S,15915,98.6,442.0,434.0
2016,15915022,Stevens H S,15915,99.7,406.0,408.0
2016,15915023,Brandeis H S,15915,100.0,468.0,467.0
2016,15915024,Brennan H S,15915,91.4,453.0,448.0
2016,15916001,Judson H S,15916,100.0,423.0,413.0
2016,15916003,Judson Learning Acad,15916,1.8,460.0,400.0
2016,15916008,Karen Wagner H S,15916,96.4,392.0,373.0
2016,15916009,Judson Early College Academy,15916,100.0,525.0,526.0
2016,15917001,Southside H S,15917,100.0,395.0,372.0
2016,16901001,Lyndon B Johnson H S,16901,72.7,489.0,494.0
2016,16902001,Blanco H S,16902,32.8,481.0,468.0
2016,17901001,Borden County School,17901,11.8,515.0,505.0
2016,18901001,Clifton H S,18901,19.7,471.0,453.0
2016,18902001,Meridian H S,18902,54.3,495.0,469.0
2016,18903001,Morgan School,18903,50.0,398.0,425.0
2016,18904001,Valley Mills H S,18904,71.4,487.0,496.0
2016,18905003,Walnut Springs School,18905,15.0,467.0,473.0
2016,18906001,Iredell School,18906,100.0,417.0,420.0
2016,18907001,Kopperl School,18907,50.0,441.0,509.0
2016,18908001,Cranfills Gap School,18908,50.0,490.0,420.0
2016,19901001,Dekalb H S,19901,1.8,,
2016,19903001,Maud School,19903,2.6,,
2016,19905001,New Boston H S,19905,4.1,450.0,457.0
2016,19906001,Redwater H S,19906,2.4,595.0,570.0
2016,19907002,Texas H S,19907,10.1,522.0,532.0
2016,19908001,Liberty-Eylau H S,19908,3.9,425.0,467.0
2016,19908002,Liberty-Eylau School Of Success,19908,,,
2016,19909001,James Bowie H S,19909,2.5,,
2016,19912001,Pleasant Grove H S,19912,4.3,550.0,477.0
2016,20901001,Alvin H S,20901,45.1,481.0,464.0
2016,20901002,Manvel H S,20901,61.2,471.0,458.0
2016,20901005,Assets,20901,4.3,412.0,422.0
2016,20902001,Angleton H S,20902,45.2,469.0,463.0
2016,20904001,Danbury H S,20904,58.7,483.0,459.0
2016,20905001,Brazosport H S,20905,31.5,419.0,415.0
2016,20905002,Brazoswood H S,20905,34.9,527.0,532.0
2016,20905006,Lighthouse Learning Center - Aec,20905,2.0,,
2016,20906002,Sweeny H S,20906,48.3,484.0,479.0
2016,20907001,Columbia H S,20907,40.6,473.0,478.0
2016,20908001,Pearland H S,20908,60.4,521.0,507.0
2016,20908007,Glenda Dawson H S,20908,75.8,538.0,519.0
2016,20908009,Robert Turner College And Career H,20908,66.1,484.0,494.0
2016,21901001,A & M Cons H S,21901,66.8,565.0,532.0
2016,21901003,College Station H S,21901,64.9,553.0,528.0
2016,21902001,Travis B Bryan H S,21902,50.9,500.0,478.0
2016,21902002,James Earl Rudder H S,21902,56.6,435.0,422.0
2016,21902003,Bryan Collegiate H S,21902,100.0,536.0,514.0
2016,22004001,Big Bend H S,22004,37.5,540.0,500.0
2016,22901001,Alpine H S,22901,60.9,457.0,465.0
2016,22902001,Marathon Independent School Dist,22902,33.3,,
2016,23902001,Silverton School,23902,25.0,423.0,443.0
2016,24901001,Falfurrias H S,24901,6.1,560.0,513.0
2016,25901001,Bangs H S,25901,12.5,496.0,510.0
2016,25902001,Brownwood H S,25902,41.8,483.0,494.0
2016,25904001,Blanket School,25904,15.8,530.0,493.0
2016,25905001,May H S,25905,13.0,570.0,613.0
2016,25906001,Zephyr School,25906,5.3,,
2016,25909001,Early H S,25909,57.7,539.0,521.0
2016,26901001,Caldwell H S,26901,35.7,509.0,489.0
2016,26902001,Somerville H S,26902,39.1,459.0,440.0
2016,26903002,Snook Secondary,26903,31.4,475.0,436.0
2016,27903001,Burnet H S,27903,62.0,460.0,454.0
2016,27903003,Quest,27903,10.8,383.0,410.0
2016,27904001,Marble Falls H S,27904,41.8,505.0,486.0
2016,27904002,Falls Career H S,27904,8.0,390.0,495.0
2016,28902001,Lockhart H S,28902,99.3,422.0,412.0
2016,28903001,Luling H S,28903,36.0,413.0,437.0
2016,28906001,Prairie Lea School,28906,100.0,473.0,445.0
2016,29901001,Calhoun H S,29901,42.9,483.0,469.0
2016,30901001,Cross Plains H S,30901,8.3,420.0,495.0
2016,30902001,Clyde H S,30902,26.9,467.0,484.0
2016,30906001,Eula H S,30906,4.5,,
2016,31505001,Texas Academy Of Mathemetics And S,31505,,532.0,527.0
2016,31901001,Hanna Early College H S,31901,69.7,441.0,429.0
2016,31901002,Porter Early College H S,31901,54.9,387.0,385.0
2016,31901003,Pace Early College H S,31901,63.4,405.0,405.0
2016,31901004,Rivera Early College H S,31901,59.7,418.0,412.0
2016,31901007,Lopez Early College H S,31901,67.5,390.0,379.0
2016,31901008,Brownsville Early College H S,31901,100.0,473.0,479.0
2016,31901009,Veterans Memorial Early College H,31901,84.9,449.0,456.0
2016,31903001,Harlingen H S,31903,47.4,435.0,433.0
2016,31903002,Harlingen H S - South,31903,67.8,453.0,442.0
2016,31903003,Keys Acad,31903,2.9,350.0,410.0
2016,31903005,Early College H S,31903,96.1,491.0,507.0
2016,31905001,La Feria H S,31905,29.1,453.0,456.0
2016,31906001,Los Fresnos H S,31906,63.1,449.0,431.0
2016,31909001,Port Isabel H S,31909,64.3,445.0,418.0
2016,31911001,Rio Hondo H S,31911,55.1,420.0,410.0
2016,31912001,San Benito H S,31912,52.1,435.0,423.0
2016,31913001,Santa Maria H S,31913,51.0,371.0,390.0
2016,31916001,South Texas Business Education & T,31916,53.8,474.0,471.0
2016,31916003,South Texas Academy For Medical Pr,31916,87.2,458.0,475.0
2016,31916004,South Texas H S For Health Profess,31916,92.0,514.0,506.0
2016,31916005,The Science Academy Of South Texas,31916,83.2,591.0,556.0
2016,32902002,Pittsburg H S,32902,29.1,439.0,439.0
2016,33902001,Panhandle H S,33902,4.0,545.0,535.0
2016,33904001,White Deer H S,33904,8.7,510.0,435.0
2016,34901001,Atlanta H S,34901,3.0,413.0,440.0
2016,34903001,Hughes Springs H S,34903,1.3,,
2016,34905002,Linden-Kildare H S,34905,3.1,495.0,450.0
2016,35903001,Nazareth School,35903,10.5,615.0,565.0
2016,36901001,Anahuac H S,36901,48.9,449.0,457.0
2016,36902001,Barbers Hill H S,36902,51.7,518.0,504.0
2016,36903001,East Chambers H S,36903,39.2,483.0,465.0
2016,37901001,Alto H S,37901,40.4,419.0,445.0
2016,37904002,Jacksonville H S,37904,8.0,507.0,510.0
2016,37907002,Rusk H S,37907,20.3,498.0,505.0
2016,37909001,Wells H S,37909,77.8,456.0,435.0
2016,38901001,Childress H S,38901,1.5,,
2016,39902001,Henrietta H S,39902,33.8,503.0,527.0
2016,39903001,Petrolia Junior High/High School,39903,8.1,367.0,433.0
2016,40901001,Morton School,40901,8.3,415.0,455.0
2016,40902001,Whiteface H S,40902,43.8,567.0,513.0
2016,41901001,Bronte H S,41901,22.2,470.0,470.0
2016,41902001,Robert Lee H S,41902,10.0,560.0,565.0
2016,42903001,Santa Anna Secondary,42903,45.5,478.0,456.0
2016,42905001,Panther Creek School,42905,33.3,488.0,468.0
2016,43801001,Imagine International Academy Of N,43801,100.0,559.0,567.0
