YEAR,CAMPUS ID,CAMPUS NAME,DISTRICT ID,AP PARTICIPATION RATE
2016,5901001,Archer City H S,5901,30.8
2016,5902001,Holliday H S,5902,13.2
2016,7902001,Jourdanton H S,7902,18.0
2016,7904001,Lytle H S,7904,2.1
2016,7905001,Pleasanton H S,7905,16.9
2016,7906001,Poteet H S,7906,9.4
2016,8901001,Bellville H S,8901,15.3
2016,8902001,Sealy H S,8902,34.1
2016,8903001,Brazos H S,8903,1.6
2016,10902001,Bandera H S,10902,12.2
2016,11901001,Bastrop H S,11901,18.9
2016,11901002,Cedar Creek H S,11901,36.7
2016,11902001,Elgin H S,11902,28.0
2016,11904002,Smithville H S,11904,15.0
2016,12901001,Seymour H S,12901,1.1
2016,13901001,A C Jones H S,13901,4.2
2016,13905001,Skidmore-Tynan H S,13905,14.6
2016,14801002,Richard Milburn Academy Odessa,14801,0.5
2016,14801006,Richard Milburn Academy Fort Worth,14801,0.9
2016,14801007,Richard Milburn Academy Corpus Chr,14801,0.4
2016,14804006,Gateway College Preparatory School,14804,55.6
2016,14901001,Academy H S,14901,15.1
2016,14903001,Belton H S,14903,13.7
2016,14903005,Belton New Tech H S At Waskow,14903,30.2
2016,14906001,Killeen H S,14906,29.4
2016,14906002,C E Ellison H S,14906,14.8
2016,14906007,Harker Heights H S,14906,29.7
2016,14906008,Robert M Shoemaker H S,14906,26.6
2016,14907001,Rogers H S,14907,12.5
2016,14908001,Salado H S,14908,39.3
2016,14909002,Temple H S,14909,22.3
2016,14910001,Troy H S,14910,12.8
2016,15801002,Corpus Christi College Prep H S,15801,25.7
2016,15806003,Milton B Lee Academy Of Science &,15806,4.2
2016,15807004,Southwest Preparatory School-North,15807,1.5
2016,15826001,Kipp University Prep H S,15826,61.4
2016,15827001,School Of Science And Technology,15827,38.5
2016,15828001,Harmony Science Acad (San Antonio),15828,37.3
2016,15828003,Harmony Science Academy - Laredo,15828,25.7
2016,15828005,Harmony Science Academy - Brownsvi,15828,45.5
2016,15830001,Brooks Academy Of Science And Engi,15830,36.3
2016,15832001,City Center Health Careers,15832,
2016,15833001,Henry Ford Academy Alameda School,15833,1.4
2016,15835002,Great Hearts Monte Vista North,15835,
2016,15901001,Alamo Heights H S,15901,41.5
2016,15904001,Harlandale H S,15904,28.1
2016,15904002,McCollum H S,15904,16.5
2016,15904011,Harlandale ISD Stem Echs-Alamo Col,15904,
2016,15905002,John F Kennedy H S,15905,24.7
2016,15905003,Memorial H S,15905,26.6
2016,15906001,Randolph H S,15906,51.8
2016,15907001,Brackenridge H S,15907,31.9
2016,15907002,Burbank H S,15907,19.5
2016,15907003,Edison H S,15907,31.7
2016,15907004,Fox Technical H S,15907,81.1
2016,15907005,Highlands H S,15907,30.3
2016,15907006,Houston H S,15907,34.9
2016,15907007,Jefferson H S,15907,35.1
2016,15907008,Lanier H S,15907,27.6
2016,15907022,Travis Early College H S,15907,18.7
2016,15907023,Young Women's Leadership Academy,15907,98.6
2016,15908001,South San Antonio H S,15908,12.3
2016,15909001,Somerset H S,15909,35.1
2016,15910001,Lee H S,15910,30.8
2016,15910002,Macarthur H S,15910,28.1
2016,15910003,Churchill H S,15910,37.0
2016,15910004,Roosevelt H S,15910,25.2
2016,15910005,Madison H S,15910,26.4
2016,15910007,Reagan H S,15910,49.8
2016,15910008,Academy Of Creative Ed,15910,0.8
2016,15910009,International School Of America,15910,86.8
2016,15910014,Johnson H S,15910,43.3
2016,15911001,East Central H S,15911,20.3
2016,15912001,Southwest H S,15912,15.8
2016,15912011,Southwest Academy,15912,1.6
2016,15913001,Virginia Allred Stacey Jr/Sr H S,15913,38.0
2016,15914001,Robert G Cole Middle/High School,15914,37.3
2016,15915001,Holmes H S,15915,40.5
2016,15915002,Jay H S,15915,30.3
2016,15915003,Marshall H S,15915,26.8
2016,15915004,Holmgreen Center,15915,7.7
2016,15915005,Clark H S,15915,36.3
2016,15915006,Health Careers H S,15915,78.8
2016,15915007,Taft H S,15915,37.6
2016,15915016,O'Connor H S,15915,36.0
2016,15915019,Warren H S,15915,38.2
2016,15915022,Stevens H S,15915,22.4
2016,15915023,Brandeis H S,15915,38.1
2016,15915024,Brennan H S,15915,32.7
2016,15916001,Judson H S,15916,13.3
2016,15916008,Karen Wagner H S,15916,8.9
2016,15917001,Southside H S,15917,18.4
2016,16901001,Lyndon B Johnson H S,16901,17.9
2016,16902001,Blanco H S,16902,23.4
2016,18901001,Clifton H S,18901,1.4
2016,18904001,Valley Mills H S,18904,2.2
2016,19901001,Dekalb H S,19901,0.9
2016,19905001,New Boston H S,19905,9.2
2016,19907002,Texas H S,19907,26.3
2016,19912001,Pleasant Grove H S,19912,21.7
2016,20901001,Alvin H S,20901,19.5
2016,20901002,Manvel H S,20901,25.8
2016,20902001,Angleton H S,20902,23.8
2016,20904001,Danbury H S,20904,21.9
2016,20905001,Brazosport H S,20905,14.1
2016,20905002,Brazoswood H S,20905,21.4
2016,20905006,Lighthouse Learning Center - Aec,20905,1.1
2016,20906002,Sweeny H S,20906,5.4
2016,20907001,Columbia H S,20907,0.3
2016,20908001,Pearland H S,20908,39.6
2016,20908007,Glenda Dawson H S,20908,46.0
2016,20908009,Robert Turner College And Career H,20908,22.8
2016,21803001,Brazos School For Inquiry And Crea,21803,
2016,21901001,A & M Cons H S,21901,31.7
2016,21901003,College Station H S,21901,29.4
2016,21902001,Travis B Bryan H S,21902,20.0
2016,21902002,James Earl Rudder H S,21902,19.8
2016,21902003,Bryan Collegiate H S,21902,10.8
2016,21902017,The Mary Catherine Harris School-S,21902,0.4
2016,22901001,Alpine H S,22901,12.1
2016,25909001,Early H S,25909,11.8
2016,26901001,Caldwell H S,26901,17.9
2016,26902001,Somerville H S,26902,2.2
2016,26903002,Snook Secondary,26903,32.8
2016,27903001,Burnet H S,27903,35.5
2016,27903003,Quest,27903,4.4
2016,27904001,Marble Falls H S,27904,20.1
2016,28902001,Lockhart H S,28902,29.8
2016,28903001,Luling H S,28903,3.9
2016,29901001,Calhoun H S,29901,9.8
2016,30901001,Cross Plains H S,30901,2.1
2016,30902001,Clyde H S,30902,11.1
2016,31505001,Texas Academy Of Mathemetics And S,31505,
2016,31901001,Hanna Early College H S,31901,33.2
2016,31901002,Porter Early College H S,31901,18.7
2016,31901003,Pace Early College H S,31901,42.3
2016,31901004,Rivera Early College H S,31901,20.0
2016,31901007,Lopez Early College H S,31901,20.3
2016,31901008,Brownsville Early College H S,31901,2.1
2016,31901009,Veterans Memorial Early College H,31901,49.0
2016,31901127,Lincoln Park Sch,31901,2.6
2016,31903001,Harlingen H S,31903,18.2
2016,31903002,Harlingen H S - South,31903,25.4
2016,31903005,Early College H S,31903,6.9
2016,31905001,La Feria H S,31905,28.0
2016,31906001,Los Fresnos H S,31906,12.9
2016,31909001,Port Isabel H S,31909,41.4
2016,31911001,Rio Hondo H S,31911,25.6
2016,31912001,San Benito H S,31912,24.0
2016,31913001,Santa Maria H S,31913,42.9
2016,31914001,Santa Rosa H S,31914,29.5
2016,31916001,South Texas Business Education & T,31916,57.3
2016,31916003,South Texas Academy For Medical Pr,31916,88.2
2016,31916004,South Texas H S For Health Profess,31916,79.9
2016,31916005,The Science Academy Of South Texas,31916,82.9
2016,32902002,Pittsburg H S,32902,10.4
2016,34901001,Atlanta H S,34901,2.5
2016,34905002,Linden-Kildare H S,34905,2.0
2016,34907001,Queen City H S,34907,0.7
2016,35901001,Dimmitt H S,35901,6.8
2016,35902001,Hart ISD,35902,2.4
2016,36901001,Anahuac H S,36901,20.7
2016,36902001,Barbers Hill H S,36902,27.7
2016,36903001,East Chambers H S,36903,2.6
2016,37904002,Jacksonville H S,37904,10.5
2016,39902001,Henrietta H S,39902,6.3
2016,39904001,Bellevue School,39904,11.8
2016,40902001,Whiteface H S,40902,30.4
2016,43801001,Imagine International Academy Of N,43801,30.3
2016,43901001,Allen H S,43901,32.1
2016,43901002,Lowery Freshman Center,43901,
2016,43902001,Anna H S,43902,10.5
2016,43903001,Celina H S,43903,27.1
2016,43904001,Farmersville H S,43904,9.2
2016,43905001,Frisco H S,43905,43.9
2016,43905002,Centennial H S,43905,45.9
2016,43905005,Wakeland H S,43905,43.6
2016,43905006,Liberty H S,43905,47.4
2016,43905007,Heritage H S,43905,41.0
2016,43905008,Lone Star H S,43905,30.4
2016,43905009,Independence H S,43905,44.0
2016,43907002,McKinney H S,43907,53.0
2016,43907004,McKinney North H S,43907,51.9
2016,43907007,McKinney Boyd H S,43907,52.0
2016,43910001,Plano Sr H S,43910,40.4
2016,43910003,Williams H S,43910,
2016,43910005,Clark H S,43910,
2016,43910006,Plano East Sr H S,43910,36.9
2016,43910008,Plano ISD Academy H S,43910,7.0
2016,43910009,Jasper H S,43910,
2016,43910010,Plano West Senior H S,43910,49.0
2016,43910011,C A McMillen H S,43910,
2016,43911001,Princeton H S,43911,18.2
2016,43912001,Prosper H S,43912,35.2
2016,43914001,Wylie H S,43914,28.2
2016,43914003,Wylie East H S,43914,26.1
2016,43914004,Achieve Academy,43914,0.9
2016,43917001,Blue Ridge H S,43917,1.2
2016,43918001,Community H S,43918,12.7
2016,43919001,Lovejoy H S,43919,67.7
2016,43919103,Lovejoy DAEP,43919,
2016,45902001,Columbus H S,45902,22.1
2016,45903001,Rice H S,45903,3.2
2016,46901001,New Braunfels H S,46901,26.5
2016,46902001,Canyon H S,46902,27.4
2016,46902002,Smithson Valley H S,46902,38.9
2016,46902003,Canyon Lake H S,46902,31.3
2016,46902007,Memorial Early College H S With St,46902,14.9
2016,47901001,Comanche H S,47901,26.9
2016,49901001,Gainesville H S,49901,2.3
2016,49902001,Muenster H S,49902,3.2
2016,49903001,Valley View H S,49903,12.5
2016,49905001,Callisburg H S,49905,11.0
2016,49907001,Lindsay H S,49907,37.5
2016,50901001,Evant H S,50901,3.2
2016,50902001,Gatesville H S,50902,11.1
2016,50904001,Oglesby School,50904,5.0
2016,50910001,Copperas Cove H S,50910,18.1
2016,52901001,Crane High School,52901,5.6
2016,53001001,Ozona H S,53001,24.1
2016,54903001,Ralls H S,54903,12.9
2016,56901001,Dalhart H S,56901,0.5
2016,57802001,Pegasus Charter H S,57802,3.2
2016,57803002,Uplift Education-North Hills Prep,57803,62.1
2016,57803004,Uplift Williams Preparatory H S,57803,86.2
2016,57803005,Uplift Luna Preparatory Secondary,57803,72.5
2016,57803006,Uplift Heights Preparatory H S,57803,97.1
2016,57803007,Uplift Hampton Preparatory H S,57803,83.0
2016,57803009,Uplift Summit International H S,57803,96.5
2016,57803010,Uplift Peak Preparatory H S,57803,79.7
2016,57804002,Dallas Can Academy Charter-Oak Cli,57804,0.2
2016,57804004,Dallas Can Academy At Pleasant Gro,57804,0.4
2016,57807001,Life School Oak Cliff,57807,5.2
2016,57807002,Life H S Waxahachie,57807,18.0
2016,57808101,Universal Academy,57808,3.6
2016,57817101,Focus Learning Academy,57817,2.0
2016,57825001,Pinnacle Academy,57825,
2016,57825010,Legacy Park Preparatory,57825,
2016,57828005,Winfree Academy North Richland Hil,57828,0.6
2016,57829001,A+ Academy,57829,14.9
2016,57830002,Inspired Vision Academy Middle,57830,16.6
2016,57831002,Gateway Charter Academy - Middle -,57831,1.7
2016,57833002,Education Center International Aca,57833,
2016,57840001,Richland Collegiate H S Of Math Sc,57840,0.4
2016,57848003,International Leadership Of Texas,57848,53.9
2016,57903001,Turner H S,57903,39.5
2016,57903002,Smith H S,57903,34.1
2016,57903003,Grimes Education Center,57903,1.4
2016,57903006,Creekview H S,57903,38.0
2016,57903007,Ranchview H S,57903,1.4
2016,57903010,Early College H S,57903,23.8
2016,57904001,Cedar Hill H S,57904,17.2
2016,57905001,Bryan Adams H S,57905,38.9
2016,57905002,W H Adamson H S,57905,28.8
2016,57905003,A Maceo Smith New Tech H S,57905,96.2
2016,57905005,Moises E Molina H S,57905,41.9
2016,57905006,Hillcrest H S,57905,37.6
2016,57905007,Thomas Jefferson H S,57905,32.4
2016,57905008,Justin F Kimball H S,57905,21.5
2016,57905009,Lincoln Humanities/Communications,57905,37.0
2016,57905012,L G Pinkston H S,57905,27.9
2016,57905013,Franklin D Roosevelt H S,57905,28.5
2016,57905014,W W Samuell H S,57905,24.3
2016,57905015,Seagoville H S,57905,25.5
2016,57905016,South Oak Cliff H S,57905,21.3
2016,57905017,H Grady Spruce H S,57905,27.2
2016,57905018,Sunset H S,57905,35.9
2016,57905021,W T White H S,57905,37.2
2016,57905022,Woodrow Wilson H S,57905,51.2
2016,57905023,David W Carter H S,57905,27.3
2016,57905024,North Dallas H S,57905,26.6
2016,57905025,Skyline H S,57905,31.7
2016,57905026,School Of Science And Engineering,57905,100.0
2016,57905028,Emmett J Conrad H S,57905,27.5
2016,57905032,James Madison H S,57905,30.4
2016,57905033,School Of Business And Management,57905,86.0
2016,57905034,Booker T Washington Spva Magnet,57905,92.6
2016,57905035,Irma Lerma Rangel Young Women's Le,57905,99.3
2016,57905036,School Of Health Professions,57905,97.4
2016,57905037,Rosie Sorrells Education And Socia,57905,89.6
2016,57905038,Judge Barefoot Sanders Law Magnet,57905,96.3
2016,57905039,School For The Talented And Gifted,57905,100.0
2016,57905085,Kathlyn Joy Gilliam Collegiate Aca,57905,56.9
2016,57905088,Trinidad Garza Early College At Mt,57905,43.9
2016,57905090,Dr Wright L Lassiter Jr Early Coll,57905,52.5
2016,57905380,Wilmer-Hutchins H S,57905,23.4
2016,57905381,Barack Obama Male Leadership Aca A,57905,100.0
2016,57905389,John Leslie Patton Jr Academic Cen,57905,4.2
2016,57906001,Desoto H S & Isteam3D,57906,16.2
2016,57907001,Duncanville H S,57907,9.7
2016,57909002,Garland H S,57909,31.2
2016,57909003,S Garland H S,57909,23.9
2016,57909004,N Garland H S,57909,43.2
2016,57909005,Lakeview Centennial H S,57909,45.1
2016,57909006,Memorial Pathway Academy H S,57909,0.8
2016,57909008,Naaman Forest H S,57909,31.7
2016,57909009,Rowlett H S,57909,33.5
2016,57909010,Sachse H S,57909,47.3
2016,57910001,Grand Prairie Fine Arts Academy,57910,91.6
2016,57910002,Grand Prairie H S,57910,30.3
2016,57910003,South Grand Prairie H S,57910,21.4
2016,57910010,John A Dubiski Career H S,57910,54.0
2016,57910053,Ywla At Bill Arnold,57910,86.4
2016,57911001,Highland Park H S,57911,77.9
2016,57912002,Irving H S,57912,39.7
2016,57912003,Macarthur H S,57912,34.0
2016,57912004,Nimitz H S,57912,27.6
2016,57912005,Barbara Cardwell Career Preparator,57912,6.6
2016,57912006,Jack E Singley Academy,57912,55.2
2016,57913001,Lancaster H S,57913,25.8
2016,57914001,Mesquite H S,57914,21.7
2016,57914002,North Mesquite H S,57914,24.5
2016,57914003,West Mesquite H S,57914,26.0
2016,57914004,Poteet H S,57914,32.1
2016,57914005,Horn H S,57914,23.6
2016,57916002,Lake Highlands H S,57916,38.0
2016,57916003,Richardson H S,57916,44.3
2016,57916004,Pearce H S,57916,52.0
2016,57916005,Berkner H S,57916,30.8
2016,57922001,Coppell H S,57922,47.4
2016,57922003,New Tech H S At Coppell,57922,25.4
2016,58906001,Lamesa H S,58906,0.5
2016,59901001,Hereford H S,59901,0.8
2016,61501001,Texas Academy Of Mathematics & Sci,61501,
2016,61901002,Ryan H S,61901,13.9
2016,61901003,Denton H S,61901,17.0
2016,61901007,Guyer H S,61901,36.1
2016,61901039,Fred Moore H S,61901,1.6
2016,61902001,Lewisville H S,61902,20.8
2016,61902002,Marcus H S,61902,35.1
2016,61902004,The Colony H S,61902,26.5
2016,61902005,Learning Ctr,61902,0.4
2016,61902008,Hebron H S,61902,39.1
2016,61902010,Flower Mound H S,61902,33.1
2016,61903001,Pilot Point H S,61903,8.9
2016,61905001,Krum H S,61905,28.7
2016,61906001,Ponder H S,61906,2.2
2016,61907001,Aubrey H S,61907,10.3
2016,61908001,Sanger H S,61908,15.2
2016,61910001,Argyle H S,61910,12.6
2016,61911001,Northwest H S,61911,33.4
2016,61911007,Byron Nelson H S,61911,51.7
2016,61911011,V R Eaton H S,61911,100.0
2016,61912001,Lake Dallas H S,61912,15.1
2016,61914001,Little Elm H S,61914,21.9
2016,62901001,Cuero H S,62901,11.2
2016,65902001,Hedley School,65902,4.3
2016,66902001,San Diego H S,66902,6.3
2016,68901002,Odessa H S,68901,24.2
2016,68901003,Permian H S,68901,25.2
2016,68901011,George H W Bush New Tech Odessa,68901,74.4
2016,70801002,Oak Cliff Faith Family Academy,70801,14.6
2016,70903002,Ennis H S,70903,18.5
2016,70905002,Ferris H S,70905,14.7
2016,70908001,Midlothian H S,70908,24.9
2016,70908003,Midlothian Heritage H S,70908,25.6
2016,70911001,Red Oak H S,70911,13.5
2016,70912002,Waxahachie H S,70912,11.1
2016,71801003,Davinci School For Science And The,71801,38.0
2016,71806001,Harmony Science Acad (El Paso),71806,43.3
2016,71806002,Harmony School Of Innovation - El,71806,39.3
2016,71901001,Clint H S,71901,17.4
2016,71901002,Mountain View H S,71901,21.4
2016,71901004,Horizon H S,71901,14.8
2016,71901009,Clint ISD Early College Academy,71901,42.2
2016,71902001,Andress H S,71902,13.0
2016,71902002,Austin H S,71902,16.5
2016,71902003,Bowie H S,71902,25.9
2016,71902004,Burges H S,71902,14.9
2016,71902005,Coronado H S,71902,20.3
2016,71902006,El Paso H S,71902,35.5
2016,71902008,Irvin H S,71902,13.8
2016,71902009,Jefferson H S,71902,10.4
2016,71902010,Franklin H S,71902,22.5
2016,71902011,Silva Health Magnet,71902,47.3
2016,71902012,Chapin H S,71902,26.5
2016,71902020,College Career Technology Academy,71902,1.5
2016,71902041,Henderson Middle,71902,
2016,71903001,Fabens H S,71903,16.7
2016,71904001,San Elizario H S,71904,47.9
2016,71905001,Bel Air H S,71905,36.4
2016,71905002,Eastwood H S,71905,26.1
2016,71905003,Parkland H S,71905,31.3
2016,71905004,Ysleta H S,71905,23.9
2016,71905005,Riverside H S,71905,27.9
2016,71905007,J M Hanks H S,71905,28.8
2016,71905008,Del Valle H S,71905,31.2
2016,71905017,Valle Verde Early College H S,71905,100.0
2016,71906001,Anthony H S,71906,9.6
2016,71907001,Canutillo H S,71907,14.9
2016,71907003,Northwest Early College H S (Nwech,71907,15.1
2016,71908001,Tornillo H S,71908,28.8
2016,71909001,Socorro H S,71909,16.7
2016,71909002,Montwood H S,71909,11.2
2016,71909004,Americas H S,71909,15.9
2016,71909005,El Dorado H S,71909,13.0
2016,71909007,Mission Early College H S,71909,17.4
2016,71909008,Eastlake H S,71909,29.2
2016,71909011,Pebble Hills H S,71909,100.0
2016,72801102,Premier H S American Youthworks,72801,2.3
2016,72801104,Premier H S Of Palmview,72801,1.1
2016,72801108,Premier H S Of Fort Worth,72801,1.9
2016,72801115,Premier H S Of Pharr,72801,2.4
2016,72801144,Premier H S Of Pflugerville,72801,4.8
2016,72801145,Texas Virtual Academy,72801,1.9
2016,72902001,Dublin H S,72902,3.6
2016,72903001,Stephenville H S,72903,12.3
2016,73905001,Rosebud-Lott H S,73905,1.1
2016,74903001,Bonham H S,74903,11.8
2016,74904001,Dodd City School,74904,2.2
2016,74907001,Honey Grove H S,74907,22.2
2016,74909001,Leonard H S,74909,0.8
2016,75901001,Flatonia Secondary,75901,21.3
2016,75902001,La Grange H S,75902,22.1
2016,75908001,Round Top-Carmine H S,75908,16.7
2016,77901001,Floydada H S,77901,1.0
2016,77902001,Lockney H S,77902,9.2
2016,78901001,Crowell School,78901,4.5
2016,79901001,Lamar Cons H S,79901,18.8
2016,79901002,B F Terry H S,79901,18.1
2016,79901003,Foster H S,79901,29.2
2016,79901009,George Ranch H S,79901,37.2
2016,79906001,Needville H S,79906,11.4
2016,79907001,Dulles H S,79907,35.2
2016,79907002,Willowridge H S,79907,25.2
2016,79907004,Clements H S,79907,52.3
2016,79907005,Kempner H S,79907,35.0
2016,79907006,Lawrence E Elkins H S,79907,36.4
2016,79907007,Stephen F Austin H S,79907,43.9
2016,79907008,Hightower H S,79907,22.1
2016,79907011,George Bush H S,79907,19.5
2016,79907012,Thurgood Marshall H S,79907,13.5
2016,79907013,William B Travis H S,79907,28.4
2016,79907016,Ridge Point H S,79907,28.8
2016,79910001,Stafford H S,79910,9.3
2016,80901001,Mt Vernon H S,80901,13.7
2016,81902002,Fairfield H S,81902,14.5
2016,81904001,Teague H S,81904,33.8
2016,82903001,Pearsall H S,82903,1.4
2016,83903001,Seminole H S,83903,0.3
2016,84901001,Dickinson H S,84901,16.0
2016,84902001,Ball H S,84902,19.5
2016,84906001,Texas City H S,84906,14.7
2016,84909001,Santa Fe H S,84909,11.5
2016,84910001,Clear Creek H S,84910,24.9
2016,84910002,Clear Lake H S,84910,41.7
2016,84910003,Clear Brook H S,84910,28.3
2016,84910009,Clear Springs H S,84910,27.2
2016,84910010,Clear Horizons Early College H S,84910,28.4
2016,84910011,Clear Falls H S,84910,29.4
2016,84911001,Friendswood H S,84911,33.7
2016,85902001,Post H S,85902,9.7
2016,86901001,Fredericksburg H S,86901,23.1
2016,86902001,Harper H S,86902,3.0
2016,87901001,Garden City H S,87901,2.1
2016,88902001,Goliad H S,88902,6.0
2016,89901001,Gonzales H S,89901,7.1
2016,89903001,Nixon-Smiley H S,89903,3.2
2016,90904001,Pampa H S,90904,31.0
2016,91901001,Bells H S,91901,2.0
2016,91903001,Denison H S,91903,16.5
2016,91905001,Howe H S,91905,20.0
2016,91906002,Sherman H S,91906,30.6
2016,91908001,Van Alstyne H S,91908,19.2
2016,91909001,Whitesboro H S,91909,19.8
2016,91910001,Whitewright H S,91910,8.9
2016,91913001,Pottsboro H S,91913,15.2
2016,91914001,S And S Cons H S,91914,17.2
2016,91917001,Gunter H S,91917,18.9
2016,92902002,Kilgore H S,92902,7.7
2016,92903001,Longview H S,92903,26.5
2016,92904001,Pine Tree H S,92904,21.5
2016,92906002,Sabine H S,92906,9.7
2016,92907001,Spring Hill H S,92907,28.0
2016,92908001,White Oak H S,92908,10.9
2016,93903001,Iola H S,93903,6.1
2016,93904002,Navasota H S,93904,17.9
2016,94901001,Seguin H S,94901,20.2
2016,94902001,Samuel Clemens H S,94902,33.8
2016,94902003,Byron P Steele II H S,94902,25.3
2016,94903001,Navarro H S,94903,21.2
2016,94904001,Marion H S,94904,13.4
2016,95901001,Abernathy H S,95901,6.4
2016,95905001,Plainview H S,95905,21.4
2016,97902001,Hamilton H S,97902,4.5
2016,97903001,Hico H S,97903,6.5
2016,98901001,Gruver H S,98901,18.0
2016,98904001,Spearman H S,98904,19.5
2016,100903002,Kountze H S,100903,37.2
2016,100904001,Silsbee H S,100904,10.4
2016,100905001,Hardin-Jefferson H S,100905,13.1
2016,100907001,Lumberton H S,100907,12.4
2016,101806001,Raul Yzaguirre School For Success,101806,28.8
2016,101813003,Kipp Houston H S,101813,68.0
2016,101813004,Kipp Generations Collegiate,101813,68.0
2016,101813005,Kipp Northeast College Preparatory,101813,33.3
2016,101813006,Kipp Sunnyside H S,101813,42.8
2016,101822001,Jamie's House Charter School,101822,
2016,101845001,Yes Prep - Southeast,101845,86.5
2016,101845002,Yes Prep - Southwest,101845,73.1
2016,101845003,Yes Prep - East End,101845,75.0
2016,101845004,Yes Prep - Gulfton,101845,69.8
2016,101845005,Yes Prep - West,101845,74.8
2016,101845006,Yes Prep - Brays Oaks,101845,65.5
2016,101845010,Yes Prep North Forest,101845,60.5
2016,101845101,Yes Prep - North Central,101845,96.1
2016,101846001,Harmony Science Academy,101846,26.1
2016,101846003,Harmony School Of Ingenuity,101846,15.9
2016,101858004,Harmony School Of Advancement - Hi,101858,50.7
2016,101858005,Harmony School Of Discovery - Hous,101858,46.7
2016,101858006,Harmony Science Academy - Houston,101858,
2016,101862002,Harmony School Of Science - Housto,101862,52.9
2016,101862003,Harmony Science Academy - West Hou,101862,61.9
2016,101862004,Harmony Science Academy- Beaumont,101862,37.7
2016,101902001,Aldine H S,101902,20.1
2016,101902002,Carver H S For Applied Tech/Engine,101902,39.3
2016,101902003,Macarthur H S,101902,21.8
2016,101902004,Eisenhower H S,101902,15.4
2016,101902005,Nimitz H S,101902,13.6
2016,101902008,Victory Early College H S,101902,40.0
2016,101902012,Davis H S Aldine,101902,21.8
2016,101902013,Hall Center For Education,101902,0.4
2016,101903001,Hastings H S,101903,12.8
2016,101903002,Elsik H S,101903,17.1
2016,101903003,Taylor H S,101903,25.6
2016,101903006,Kerr H S,101903,62.9
2016,101903012,Alief Early College H S,101903,21.9
2016,101905001,Channelview H S,101905,28.9
2016,101906001,Crosby H S,101906,12.9
2016,101907002,Cy-Fair High School,101907,24.6
2016,101907003,Jersey Village High School,101907,14.7
2016,101907004,Cypress Creek H S,101907,24.2
2016,101907005,Langham Creek H S,101907,20.9
2016,101907007,Cypress Falls H S,101907,16.4
2016,101907009,Cypress Springs H S,101907,9.7
2016,101907010,Cypress Ridge H S,101907,24.5
2016,101907011,Cypress Woods H S,101907,34.1
2016,101907012,Cypress Ranch H S,101907,33.4
2016,101907013,Cypress Lakes H S,101907,14.3
2016,101908001,Deer Park H S,101908,21.8
2016,101910002,Galena Park H S,101910,12.3
2016,101910003,North Shore Senior High,101910,11.0
2016,101910008,School For Accelerated Lrn,101910,
2016,101911002,Lee H S,101911,22.9
2016,101911003,Sterling H S,101911,22.3
2016,101911005,Peter E Hyland Center,101911,0.5
2016,101911015,Goose Creek Memorial,101911,22.3
2016,101912001,Austin H S,101912,27.4
2016,101912002,Bellaire H S,101912,44.9
2016,101912003,Davis H S,101912,39.6
2016,101912004,Furr H S,101912,20.2
2016,101912006,Jones Futures Academy,101912,64.5
2016,101912007,Kashmere H S,101912,8.3
2016,101912008,Lamar H S,101912,39.2
2016,101912009,Lee H S,101912,25.0
2016,101912010,Madison H S,101912,23.4
2016,101912011,Milby H S,101912,25.1
2016,101912012,Reagan H S,101912,54.2
2016,101912014,Sterling H S,101912,33.2
2016,101912015,Waltrip H S,101912,44.5
2016,101912016,Washington B T H S,101912,32.3
2016,101912017,Westbury H S,101912,42.6
2016,101912018,Wheatley H S,101912,13.5
2016,101912019,Worthing H S,101912,20.3
2016,101912020,Yates H S,101912,23.7
2016,101912023,Sharpstown H S,101912,31.7
2016,101912024,Scarborough H S,101912,21.6
2016,101912025,Perfor & Vis Arts H S,101912,66.9
2016,101912026,Debakey H S For Health Prof,101912,89.9
2016,101912027,Chavez H S,101912,26.9
2016,101912033,Jordan H S,101912,42.3
2016,101912034,Law Enfcmt-Crim Just H S,101912,94.9
2016,101912036,Westside H S,101912,40.3
2016,101912059,Long Academy,101912,32.7
2016,101912081,Sharpstown International School,101912,52.8
2016,101912100,Texas Connections Academy At Houst,101912,4.4
2016,101912301,Eastwood Academy,101912,78.2
2016,101912308,North Houston Early College H S,101912,88.2
2016,101912310,Houston Math Science And Technolog,101912,29.1
2016,101912311,Mount Carmel Academy,101912,40.8
2016,101912321,Energized For Stem Academy Central,101912,83.3
2016,101912322,Carnegie Vanguard H S,101912,99.3
2016,101912323,Challenge Early College H S,101912,83.9
2016,101912324,Liberty H S,101912,1.1
2016,101912345,East Early College H S,101912,32.1
2016,101912348,Houston Academy For International,101912,84.2
2016,101912455,Energized For Stem Academy West H,101912,100.0
2016,101912458,Mickey Leland College Prep Acad Fo,101912,100.0
2016,101912463,Young Women's College Prep Academy,101912,93.0
2016,101912468,Energy Institute H S,101912,70.7
2016,101912477,North Forest H S,101912,11.6
2016,101912486,South Early College H S,101912,26.7
2016,101913001,Humble H S,101913,5.4
2016,101913002,Kingwood H S,101913,41.5
2016,101913008,Atascocita H S,101913,23.9
2016,101913013,Kingwood Park H S,101913,33.2
2016,101913014,Summer Creek H S,101913,22.7
2016,101914001,Katy H S,101914,26.3
2016,101914002,Taylor H S,101914,35.3
2016,101914003,Opport Awareness Ctr,101914,
2016,101914005,Mayde Creek H S,101914,21.4
